Time                             R       Lat       Lon
2022-01-12/03:00:10          9.340     5.118     1.123
2022-01-12/03:00:20          9.337     5.123     1.225
2022-01-12/03:00:30          9.335     5.129     1.326
2022-01-12/03:00:40          9.332     5.134     1.428
2022-01-12/03:00:50          9.330     5.140     1.530
2022-01-12/03:01:00          9.327     5.145     1.631
2022-01-12/03:01:10          9.325     5.151     1.733
2022-01-12/03:01:20          9.322     5.156     1.834
2022-01-12/03:01:30          9.320     5.162     1.936
2022-01-12/03:01:40          9.318     5.167     2.038
2022-01-12/03:01:50          9.315     5.173     2.139
2022-01-12/03:02:00          9.313     5.178     2.241
2022-01-12/03:02:10          9.310     5.184     2.342
2022-01-12/03:02:20          9.308     5.189     2.444
2022-01-12/03:02:30          9.305     5.194     2.546
2022-01-12/03:02:40          9.303     5.200     2.647
2022-01-12/03:02:50          9.301     5.205     2.749
2022-01-12/03:03:00          9.298     5.211     2.850
2022-01-12/03:03:10          9.296     5.216     2.952
2022-01-12/03:03:20          9.293     5.222     3.054
2022-01-12/03:03:30          9.291     5.227     3.155
2022-01-12/03:03:40          9.288     5.233     3.257
2022-01-12/03:03:50          9.286     5.238     3.358
2022-01-12/03:04:00          9.283     5.244     3.460
2022-01-12/03:04:10          9.281     5.249     3.562
2022-01-12/03:04:20          9.279     5.255     3.663
2022-01-12/03:04:30          9.276     5.260     3.765
2022-01-12/03:04:40          9.274     5.266     3.867
2022-01-12/03:04:50          9.271     5.272     3.968
2022-01-12/03:05:00          9.269     5.277     4.070
2022-01-12/03:05:10          9.266     5.283     4.171
2022-01-12/03:05:20          9.264     5.288     4.273
2022-01-12/03:05:30          9.261     5.294     4.375
2022-01-12/03:05:40          9.259     5.299     4.476
2022-01-12/03:05:50          9.257     5.305     4.578
2022-01-12/03:06:00          9.254     5.310     4.680
2022-01-12/03:06:10          9.252     5.316     4.781
2022-01-12/03:06:20          9.249     5.321     4.883
2022-01-12/03:06:30          9.247     5.327     4.984
2022-01-12/03:06:40          9.244     5.332     5.086
2022-01-12/03:06:50          9.242     5.338     5.188
2022-01-12/03:07:00          9.239     5.344     5.289
2022-01-12/03:07:10          9.237     5.349     5.391
2022-01-12/03:07:20          9.235     5.355     5.492
2022-01-12/03:07:30          9.232     5.360     5.594
2022-01-12/03:07:40          9.230     5.366     5.696
2022-01-12/03:07:50          9.227     5.371     5.797
2022-01-12/03:08:00          9.225     5.377     5.899
2022-01-12/03:08:10          9.222     5.383     6.001
2022-01-12/03:08:20          9.220     5.388     6.102
2022-01-12/03:08:30          9.217     5.394     6.204
2022-01-12/03:08:40          9.215     5.399     6.305
2022-01-12/03:08:50          9.213     5.405     6.407
2022-01-12/03:09:00          9.210     5.411     6.509
2022-01-12/03:09:10          9.208     5.416     6.610
2022-01-12/03:09:20          9.205     5.422     6.712
2022-01-12/03:09:30          9.203     5.427     6.814
2022-01-12/03:09:40          9.200     5.433     6.915
2022-01-12/03:09:50          9.198     5.439     7.017
2022-01-12/03:10:00          9.195     5.444     7.119
2022-01-12/03:10:10          9.193     5.450     7.220
2022-01-12/03:10:20          9.190     5.455     7.322
2022-01-12/03:10:30          9.188     5.461     7.423
2022-01-12/03:10:40          9.186     5.467     7.525
2022-01-12/03:10:50          9.183     5.472     7.627
2022-01-12/03:11:00          9.181     5.478     7.728
2022-01-12/03:11:10          9.178     5.484     7.830
2022-01-12/03:11:20          9.176     5.489     7.932
2022-01-12/03:11:30          9.173     5.495     8.033
2022-01-12/03:11:40          9.171     5.500     8.135
2022-01-12/03:11:50          9.168     5.506     8.237
2022-01-12/03:12:00          9.166     5.512     8.338
2022-01-12/03:12:10          9.163     5.517     8.440
2022-01-12/03:12:20          9.161     5.523     8.541
2022-01-12/03:12:30          9.159     5.529     8.643
2022-01-12/03:12:40          9.156     5.534     8.745
2022-01-12/03:12:50          9.154     5.540     8.846
2022-01-12/03:13:00          9.151     5.546     8.948
2022-01-12/03:13:10          9.149     5.551     9.050
2022-01-12/03:13:20          9.146     5.557     9.151
2022-01-12/03:13:30          9.144     5.563     9.253
2022-01-12/03:13:40          9.141     5.568     9.355
2022-01-12/03:13:50          9.139     5.574     9.456
2022-01-12/03:14:00          9.136     5.580     9.558
2022-01-12/03:14:10          9.134     5.586     9.659
2022-01-12/03:14:20          9.131     5.591     9.761
2022-01-12/03:14:30          9.129     5.597     9.863
2022-01-12/03:14:40          9.127     5.603     9.964
2022-01-12/03:14:50          9.124     5.608     10.07
2022-01-12/03:15:00          9.122     5.614     10.17
2022-01-12/03:15:10          9.119     5.620     10.27
2022-01-12/03:15:20          9.117     5.625     10.37
2022-01-12/03:15:30          9.114     5.631     10.47
2022-01-12/03:15:40          9.112     5.637     10.57
2022-01-12/03:15:50          9.109     5.643     10.68
2022-01-12/03:16:00          9.107     5.648     10.78
2022-01-12/03:16:10          9.104     5.654     10.88
2022-01-12/03:16:20          9.102     5.660     10.98
2022-01-12/03:16:30          9.099     5.665     11.08
2022-01-12/03:16:40          9.097     5.671     11.18
2022-01-12/03:16:50          9.095     5.677     11.29
2022-01-12/03:17:00          9.092     5.683     11.39
2022-01-12/03:17:10          9.090     5.688     11.49
2022-01-12/03:17:20          9.087     5.694     11.59
2022-01-12/03:17:30          9.085     5.700     11.69
2022-01-12/03:17:40          9.082     5.706     11.79
2022-01-12/03:17:50          9.080     5.711     11.90
2022-01-12/03:18:00          9.077     5.717     12.00
2022-01-12/03:18:10          9.075     5.723     12.10
2022-01-12/03:18:20          9.072     5.729     12.20
2022-01-12/03:18:30          9.070     5.735     12.30
2022-01-12/03:18:40          9.067     5.740     12.40
2022-01-12/03:18:50          9.065     5.746     12.51
2022-01-12/03:19:00          9.062     5.752     12.61
2022-01-12/03:19:10          9.060     5.758     12.71
2022-01-12/03:19:20          9.057     5.763     12.81
2022-01-12/03:19:30          9.055     5.769     12.91
2022-01-12/03:19:40          9.053     5.775     13.01
2022-01-12/03:19:50          9.050     5.781     13.12
2022-01-12/03:20:00          9.048     5.787     13.22
2022-01-12/03:20:10          9.045     5.792     13.32
2022-01-12/03:20:20          9.043     5.798     13.42
2022-01-12/03:20:30          9.040     5.804     13.52
2022-01-12/03:20:40          9.038     5.810     13.62
2022-01-12/03:20:50          9.035     5.816     13.73
2022-01-12/03:21:00          9.033     5.821     13.83
2022-01-12/03:21:10          9.030     5.827     13.93
2022-01-12/03:21:20          9.028     5.833     14.03
2022-01-12/03:21:30          9.025     5.839     14.13
2022-01-12/03:21:40          9.023     5.845     14.23
2022-01-12/03:21:50          9.020     5.851     14.34
2022-01-12/03:22:00          9.018     5.856     14.44
2022-01-12/03:22:10          9.015     5.862     14.54
2022-01-12/03:22:20          9.013     5.868     14.64
2022-01-12/03:22:30          9.010     5.874     14.74
2022-01-12/03:22:40          9.008     5.880     14.84
2022-01-12/03:22:50          9.005     5.886     14.95
2022-01-12/03:23:00          9.003     5.891     15.05
2022-01-12/03:23:10          9.001     5.897     15.15
2022-01-12/03:23:20          8.998     5.903     15.25
2022-01-12/03:23:30          8.996     5.909     15.35
2022-01-12/03:23:40          8.993     5.915     15.45
2022-01-12/03:23:50          8.991     5.921     15.56
2022-01-12/03:24:00          8.988     5.927     15.66
2022-01-12/03:24:10          8.986     5.933     15.76
2022-01-12/03:24:20          8.983     5.938     15.86
2022-01-12/03:24:30          8.981     5.944     15.96
2022-01-12/03:24:40          8.978     5.950     16.06
2022-01-12/03:24:50          8.976     5.956     16.17
2022-01-12/03:25:00          8.973     5.962     16.27
2022-01-12/03:25:10          8.971     5.968     16.37
2022-01-12/03:25:20          8.968     5.974     16.47
2022-01-12/03:25:30          8.966     5.980     16.57
2022-01-12/03:25:40          8.963     5.986     16.67
2022-01-12/03:25:50          8.961     5.992     16.78
2022-01-12/03:26:00          8.958     5.997     16.88
2022-01-12/03:26:10          8.956     6.003     16.98
2022-01-12/03:26:20          8.953     6.009     17.08
2022-01-12/03:26:30          8.951     6.015     17.18
2022-01-12/03:26:40          8.948     6.021     17.28
2022-01-12/03:26:50          8.946     6.027     17.39
2022-01-12/03:27:00          8.943     6.033     17.49
2022-01-12/03:27:10          8.941     6.039     17.59
2022-01-12/03:27:20          8.938     6.045     17.69
2022-01-12/03:27:30          8.936     6.051     17.79
2022-01-12/03:27:40          8.933     6.057     17.89
2022-01-12/03:27:50          8.931     6.063     18.00
2022-01-12/03:28:00          8.929     6.069     18.10
2022-01-12/03:28:10          8.926     6.075     18.20
2022-01-12/03:28:20          8.924     6.081     18.30
2022-01-12/03:28:30          8.921     6.087     18.40
2022-01-12/03:28:40          8.919     6.093     18.50
2022-01-12/03:28:50          8.916     6.098     18.61
2022-01-12/03:29:00          8.914     6.104     18.71
2022-01-12/03:29:10          8.911     6.110     18.81
2022-01-12/03:29:20          8.909     6.116     18.91
2022-01-12/03:29:30          8.906     6.122     19.01
2022-01-12/03:29:40          8.904     6.128     19.11
2022-01-12/03:29:50          8.901     6.134     19.22
2022-01-12/03:30:00          8.899     6.140     19.32
2022-01-12/03:30:10          8.896     6.146     19.42
2022-01-12/03:30:20          8.894     6.152     19.52
2022-01-12/03:30:30          8.891     6.158     19.62
2022-01-12/03:30:40          8.889     6.164     19.72
2022-01-12/03:30:50          8.886     6.170     19.83
2022-01-12/03:31:00          8.884     6.176     19.93
2022-01-12/03:31:10          8.881     6.182     20.03
2022-01-12/03:31:20          8.879     6.188     20.13
2022-01-12/03:31:30          8.876     6.194     20.23
2022-01-12/03:31:40          8.874     6.201     20.33
2022-01-12/03:31:50          8.871     6.207     20.44
2022-01-12/03:32:00          8.869     6.213     20.54
2022-01-12/03:32:10          8.866     6.219     20.64
2022-01-12/03:32:20          8.864     6.225     20.74
2022-01-12/03:32:30          8.861     6.231     20.84
2022-01-12/03:32:40          8.859     6.237     20.95
2022-01-12/03:32:50          8.856     6.243     21.05
2022-01-12/03:33:00          8.854     6.249     21.15
2022-01-12/03:33:10          8.851     6.255     21.25
2022-01-12/03:33:20          8.849     6.261     21.35
2022-01-12/03:33:30          8.846     6.267     21.45
2022-01-12/03:33:40          8.844     6.273     21.56
2022-01-12/03:33:50          8.841     6.279     21.66
2022-01-12/03:34:00          8.839     6.285     21.76
2022-01-12/03:34:10          8.836     6.291     21.86
2022-01-12/03:34:20          8.834     6.297     21.96
2022-01-12/03:34:30          8.831     6.304     22.06
2022-01-12/03:34:40          8.829     6.310     22.17
2022-01-12/03:34:50          8.826     6.316     22.27
2022-01-12/03:35:00          8.824     6.322     22.37
2022-01-12/03:35:10          8.821     6.328     22.47
2022-01-12/03:35:20          8.819     6.334     22.57
2022-01-12/03:35:30          8.816     6.340     22.67
2022-01-12/03:35:40          8.814     6.346     22.78
2022-01-12/03:35:50          8.811     6.352     22.88
2022-01-12/03:36:00          8.809     6.358     22.98
2022-01-12/03:36:10          8.806     6.365     23.08
2022-01-12/03:36:20          8.804     6.371     23.18
2022-01-12/03:36:30          8.801     6.377     23.28
2022-01-12/03:36:40          8.799     6.383     23.39
2022-01-12/03:36:50          8.796     6.389     23.49
2022-01-12/03:37:00          8.794     6.395     23.59
2022-01-12/03:37:10          8.791     6.401     23.69
2022-01-12/03:37:20          8.789     6.407     23.79
2022-01-12/03:37:30          8.786     6.414     23.89
2022-01-12/03:37:40          8.784     6.420     24.00
2022-01-12/03:37:50          8.781     6.426     24.10
2022-01-12/03:38:00          8.779     6.432     24.20
2022-01-12/03:38:10          8.776     6.438     24.30
2022-01-12/03:38:20          8.774     6.444     24.40
2022-01-12/03:38:30          8.771     6.451     24.51
2022-01-12/03:38:40          8.769     6.457     24.61
2022-01-12/03:38:50          8.766     6.463     24.71
2022-01-12/03:39:00          8.764     6.469     24.81
2022-01-12/03:39:10          8.761     6.475     24.91
2022-01-12/03:39:20          8.758     6.482     25.01
2022-01-12/03:39:30          8.756     6.488     25.12
2022-01-12/03:39:40          8.753     6.494     25.22
2022-01-12/03:39:50          8.751     6.500     25.32
2022-01-12/03:40:00          8.748     6.506     25.42
2022-01-12/03:40:10          8.746     6.512     25.52
2022-01-12/03:40:20          8.743     6.519     25.62
2022-01-12/03:40:30          8.741     6.525     25.73
2022-01-12/03:40:40          8.738     6.531     25.83
2022-01-12/03:40:50          8.736     6.537     25.93
2022-01-12/03:41:00          8.733     6.544     26.03
2022-01-12/03:41:10          8.731     6.550     26.13
2022-01-12/03:41:20          8.728     6.556     26.23
2022-01-12/03:41:30          8.726     6.562     26.34
2022-01-12/03:41:40          8.723     6.568     26.44
2022-01-12/03:41:50          8.721     6.575     26.54
2022-01-12/03:42:00          8.718     6.581     26.64
2022-01-12/03:42:10          8.716     6.587     26.74
2022-01-12/03:42:20          8.713     6.593     26.84
2022-01-12/03:42:30          8.711     6.600     26.95
2022-01-12/03:42:40          8.708     6.606     27.05
2022-01-12/03:42:50          8.706     6.612     27.15
2022-01-12/03:43:00          8.703     6.619     27.25
2022-01-12/03:43:10          8.701     6.625     27.35
2022-01-12/03:43:20          8.698     6.631     27.46
2022-01-12/03:43:30          8.696     6.637     27.56
2022-01-12/03:43:40          8.693     6.644     27.66
2022-01-12/03:43:50          8.691     6.650     27.76
2022-01-12/03:44:00          8.688     6.656     27.86
2022-01-12/03:44:10          8.686     6.662     27.96
2022-01-12/03:44:20          8.683     6.669     28.07
2022-01-12/03:44:30          8.680     6.675     28.17
2022-01-12/03:44:40          8.678     6.681     28.27
2022-01-12/03:44:50          8.675     6.688     28.37
2022-01-12/03:45:00          8.673     6.694     28.47
2022-01-12/03:45:10          8.670     6.700     28.57
2022-01-12/03:45:20          8.668     6.707     28.68
2022-01-12/03:45:30          8.665     6.713     28.78
2022-01-12/03:45:40          8.663     6.719     28.88
2022-01-12/03:45:50          8.660     6.726     28.98
2022-01-12/03:46:00          8.658     6.732     29.08
2022-01-12/03:46:10          8.655     6.738     29.18
2022-01-12/03:46:20          8.653     6.745     29.29
2022-01-12/03:46:30          8.650     6.751     29.39
2022-01-12/03:46:40          8.648     6.757     29.49
2022-01-12/03:46:50          8.645     6.764     29.59
2022-01-12/03:47:00          8.643     6.770     29.69
2022-01-12/03:47:10          8.640     6.776     29.80
2022-01-12/03:47:20          8.638     6.783     29.90
2022-01-12/03:47:30          8.635     6.789     30.00
2022-01-12/03:47:40          8.632     6.795     30.10
2022-01-12/03:47:50          8.630     6.802     30.20
2022-01-12/03:48:00          8.627     6.808     30.30
2022-01-12/03:48:10          8.625     6.815     30.41
2022-01-12/03:48:20          8.622     6.821     30.51
2022-01-12/03:48:30          8.620     6.827     30.61
2022-01-12/03:48:40          8.617     6.834     30.71
2022-01-12/03:48:50          8.615     6.840     30.81
2022-01-12/03:49:00          8.612     6.847     30.91
2022-01-12/03:49:10          8.610     6.853     31.02
2022-01-12/03:49:20          8.607     6.859     31.12
2022-01-12/03:49:30          8.605     6.866     31.22
2022-01-12/03:49:40          8.602     6.872     31.32
2022-01-12/03:49:50          8.600     6.879     31.42
2022-01-12/03:50:00          8.597     6.885     31.53
2022-01-12/03:50:10          8.594     6.891     31.63
2022-01-12/03:50:20          8.592     6.898     31.73
2022-01-12/03:50:30          8.589     6.904     31.83
2022-01-12/03:50:40          8.587     6.911     31.93
2022-01-12/03:50:50          8.584     6.917     32.03
2022-01-12/03:51:00          8.582     6.924     32.14
2022-01-12/03:51:10          8.579     6.930     32.24
2022-01-12/03:51:20          8.577     6.937     32.34
2022-01-12/03:51:30          8.574     6.943     32.44
2022-01-12/03:51:40          8.572     6.949     32.54
2022-01-12/03:51:50          8.569     6.956     32.64
2022-01-12/03:52:00          8.567     6.962     32.75
2022-01-12/03:52:10          8.564     6.969     32.85
2022-01-12/03:52:20          8.562     6.975     32.95
2022-01-12/03:52:30          8.559     6.982     33.05
2022-01-12/03:52:40          8.556     6.988     33.15
2022-01-12/03:52:50          8.554     6.995     33.26
2022-01-12/03:53:00          8.551     7.001     33.36
2022-01-12/03:53:10          8.549     7.008     33.46
2022-01-12/03:53:20          8.546     7.014     33.56
2022-01-12/03:53:30          8.544     7.021     33.66
2022-01-12/03:53:40          8.541     7.027     33.76
2022-01-12/03:53:50          8.539     7.034     33.87
2022-01-12/03:54:00          8.536     7.040     33.97
2022-01-12/03:54:10          8.534     7.047     34.07
2022-01-12/03:54:20          8.531     7.053     34.17
2022-01-12/03:54:30          8.528     7.060     34.27
2022-01-12/03:54:40          8.526     7.066     34.37
2022-01-12/03:54:50          8.523     7.073     34.48
2022-01-12/03:55:00          8.521     7.079     34.58
2022-01-12/03:55:10          8.518     7.086     34.68
2022-01-12/03:55:20          8.516     7.093     34.78
2022-01-12/03:55:30          8.513     7.099     34.88
2022-01-12/03:55:40          8.511     7.106     34.99
2022-01-12/03:55:50          8.508     7.112     35.09
2022-01-12/03:56:00          8.506     7.119     35.19
2022-01-12/03:56:10          8.503     7.125     35.29
2022-01-12/03:56:20          8.500     7.132     35.39
2022-01-12/03:56:30          8.498     7.138     35.49
2022-01-12/03:56:40          8.495     7.145     35.60
2022-01-12/03:56:50          8.493     7.152     35.70
2022-01-12/03:57:00          8.490     7.158     35.80
2022-01-12/03:57:10          8.488     7.165     35.90
2022-01-12/03:57:20          8.485     7.171     36.00
2022-01-12/03:57:30          8.483     7.178     36.11
2022-01-12/03:57:40          8.480     7.185     36.21
2022-01-12/03:57:50          8.477     7.191     36.31
2022-01-12/03:58:00          8.475     7.198     36.41
2022-01-12/03:58:10          8.472     7.204     36.51
2022-01-12/03:58:20          8.470     7.211     36.61
2022-01-12/03:58:30          8.467     7.218     36.72
2022-01-12/03:58:40          8.465     7.224     36.82
2022-01-12/03:58:50          8.462     7.231     36.92
2022-01-12/03:59:00          8.460     7.237     37.02
2022-01-12/03:59:10          8.457     7.244     37.12
2022-01-12/03:59:20          8.455     7.251     37.22
2022-01-12/03:59:30          8.452     7.257     37.33
2022-01-12/03:59:40          8.449     7.264     37.43
2022-01-12/03:59:50          8.447     7.271     37.53
2022-01-12/04:00:00          8.444     7.277     37.63
2022-01-12/04:00:10          8.442     7.284     37.73
2022-01-12/04:00:20          8.439     7.291     37.84
2022-01-12/04:00:30          8.437     7.297     37.94
2022-01-12/04:00:40          8.434     7.304     38.04
2022-01-12/04:00:50          8.432     7.311     38.14
2022-01-12/04:01:00          8.429     7.317     38.24
2022-01-12/04:01:10          8.426     7.324     38.34
2022-01-12/04:01:20          8.424     7.331     38.45
2022-01-12/04:01:30          8.421     7.337     38.55
2022-01-12/04:01:40          8.419     7.344     38.65
2022-01-12/04:01:50          8.416     7.351     38.75
2022-01-12/04:02:00          8.414     7.358     38.85
2022-01-12/04:02:10          8.411     7.364     38.96
2022-01-12/04:02:20          8.408     7.371     39.06
2022-01-12/04:02:30          8.406     7.378     39.16
2022-01-12/04:02:40          8.403     7.384     39.26
2022-01-12/04:02:50          8.401     7.391     39.36
2022-01-12/04:03:00          8.398     7.398     39.46
2022-01-12/04:03:10          8.396     7.405     39.57
2022-01-12/04:03:20          8.393     7.411     39.67
2022-01-12/04:03:30          8.391     7.418     39.77
2022-01-12/04:03:40          8.388     7.425     39.87
2022-01-12/04:03:50          8.385     7.432     39.97
2022-01-12/04:04:00          8.383     7.438     40.08
2022-01-12/04:04:10          8.380     7.445     40.18
2022-01-12/04:04:20          8.378     7.452     40.28
2022-01-12/04:04:30          8.375     7.459     40.38
2022-01-12/04:04:40          8.373     7.465     40.48
2022-01-12/04:04:50          8.370     7.472     40.58
2022-01-12/04:05:00          8.367     7.479     40.69
2022-01-12/04:05:10          8.365     7.486     40.79
2022-01-12/04:05:20          8.362     7.493     40.89
2022-01-12/04:05:30          8.360     7.499     40.99
2022-01-12/04:05:40          8.357     7.506     41.09
2022-01-12/04:05:50          8.355     7.513     41.20
2022-01-12/04:06:00          8.352     7.520     41.30
2022-01-12/04:06:10          8.349     7.526     41.40
2022-01-12/04:06:20          8.347     7.533     41.50
2022-01-12/04:06:30          8.344     7.540     41.60
2022-01-12/04:06:40          8.342     7.547     41.70
2022-01-12/04:06:50          8.339     7.554     41.81
2022-01-12/04:07:00          8.337     7.561     41.91
2022-01-12/04:07:10          8.334     7.567     42.01
2022-01-12/04:07:20          8.331     7.574     42.11
2022-01-12/04:07:30          8.329     7.581     42.21
2022-01-12/04:07:40          8.326     7.588     42.32
2022-01-12/04:07:50          8.324     7.595     42.42
2022-01-12/04:08:00          8.321     7.602     42.52
2022-01-12/04:08:10          8.319     7.609     42.62
2022-01-12/04:08:20          8.316     7.615     42.72
2022-01-12/04:08:30          8.313     7.622     42.82
2022-01-12/04:08:40          8.311     7.629     42.93
2022-01-12/04:08:50          8.308     7.636     43.03
2022-01-12/04:09:00          8.306     7.643     43.13
2022-01-12/04:09:10          8.303     7.650     43.23
2022-01-12/04:09:20          8.301     7.657     43.33
2022-01-12/04:09:30          8.298     7.664     43.44
2022-01-12/04:09:40          8.295     7.670     43.54
2022-01-12/04:09:50          8.293     7.677     43.64
2022-01-12/04:10:00          8.290     7.684     43.74
2022-01-12/04:10:10          8.288     7.691     43.84
2022-01-12/04:10:20          8.285     7.698     43.95
2022-01-12/04:10:30          8.283     7.705     44.05
2022-01-12/04:10:40          8.280     7.712     44.15
2022-01-12/04:10:50          8.277     7.719     44.25
2022-01-12/04:11:00          8.275     7.726     44.35
2022-01-12/04:11:10          8.272     7.733     44.45
2022-01-12/04:11:20          8.270     7.740     44.56
2022-01-12/04:11:30          8.267     7.747     44.66
2022-01-12/04:11:40          8.264     7.754     44.76
2022-01-12/04:11:50          8.262     7.760     44.86
2022-01-12/04:12:00          8.259     7.767     44.96
2022-01-12/04:12:10          8.257     7.774     45.07
2022-01-12/04:12:20          8.254     7.781     45.17
2022-01-12/04:12:30          8.252     7.788     45.27
2022-01-12/04:12:40          8.249     7.795     45.37
2022-01-12/04:12:50          8.246     7.802     45.47
2022-01-12/04:13:00          8.244     7.809     45.57
2022-01-12/04:13:10          8.241     7.816     45.68
2022-01-12/04:13:20          8.239     7.823     45.78
2022-01-12/04:13:30          8.236     7.830     45.88
2022-01-12/04:13:40          8.233     7.837     45.98
2022-01-12/04:13:50          8.231     7.844     46.08
2022-01-12/04:14:00          8.228     7.851     46.19
2022-01-12/04:14:10          8.226     7.858     46.29
2022-01-12/04:14:20          8.223     7.865     46.39
2022-01-12/04:14:30          8.220     7.872     46.49
2022-01-12/04:14:40          8.218     7.879     46.59
2022-01-12/04:14:50          8.215     7.886     46.70
2022-01-12/04:15:00          8.213     7.893     46.80
2022-01-12/04:15:10          8.210     7.900     46.90
2022-01-12/04:15:20          8.208     7.907     47.00
2022-01-12/04:15:30          8.205     7.915     47.10
2022-01-12/04:15:40          8.202     7.922     47.20
2022-01-12/04:15:50          8.200     7.929     47.31
2022-01-12/04:16:00          8.197     7.936     47.41
2022-01-12/04:16:10          8.195     7.943     47.51
2022-01-12/04:16:20          8.192     7.950     47.61
2022-01-12/04:16:30          8.189     7.957     47.71
2022-01-12/04:16:40          8.187     7.964     47.82
2022-01-12/04:16:50          8.184     7.971     47.92
2022-01-12/04:17:00          8.182     7.978     48.02
2022-01-12/04:17:10          8.179     7.985     48.12
2022-01-12/04:17:20          8.176     7.992     48.22
2022-01-12/04:17:30          8.174     7.999     48.33
2022-01-12/04:17:40          8.171     8.007     48.43
2022-01-12/04:17:50          8.169     8.014     48.53
2022-01-12/04:18:00          8.166     8.021     48.63
2022-01-12/04:18:10          8.163     8.028     48.73
2022-01-12/04:18:20          8.161     8.035     48.83
2022-01-12/04:18:30          8.158     8.042     48.94
2022-01-12/04:18:40          8.156     8.049     49.04
2022-01-12/04:18:50          8.153     8.056     49.14
2022-01-12/04:19:00          8.150     8.064     49.24
2022-01-12/04:19:10          8.148     8.071     49.34
2022-01-12/04:19:20          8.145     8.078     49.45
2022-01-12/04:19:30          8.143     8.085     49.55
2022-01-12/04:19:40          8.140     8.092     49.65
2022-01-12/04:19:50          8.137     8.099     49.75
2022-01-12/04:20:00          8.135     8.107     49.85
2022-01-12/04:20:10          8.132     8.114     49.96
2022-01-12/04:20:20          8.130     8.121     50.06
2022-01-12/04:20:30          8.127     8.128     50.16
2022-01-12/04:20:40          8.124     8.135     50.26
2022-01-12/04:20:50          8.122     8.142     50.36
2022-01-12/04:21:00          8.119     8.150     50.46
2022-01-12/04:21:10          8.117     8.157     50.57
2022-01-12/04:21:20          8.114     8.164     50.67
2022-01-12/04:21:30          8.111     8.171     50.77
2022-01-12/04:21:40          8.109     8.179     50.87
2022-01-12/04:21:50          8.106     8.186     50.97
2022-01-12/04:22:00          8.104     8.193     51.08
2022-01-12/04:22:10          8.101     8.200     51.18
2022-01-12/04:22:20          8.098     8.207     51.28
2022-01-12/04:22:30          8.096     8.215     51.38
2022-01-12/04:22:40          8.093     8.222     51.48
2022-01-12/04:22:50          8.091     8.229     51.59
2022-01-12/04:23:00          8.088     8.236     51.69
2022-01-12/04:23:10          8.085     8.244     51.79
2022-01-12/04:23:20          8.083     8.251     51.89
2022-01-12/04:23:30          8.080     8.258     51.99
2022-01-12/04:23:40          8.077     8.266     52.10
2022-01-12/04:23:50          8.075     8.273     52.20
2022-01-12/04:24:00          8.072     8.280     52.30
2022-01-12/04:24:10          8.070     8.287     52.40
2022-01-12/04:24:20          8.067     8.295     52.50
2022-01-12/04:24:30          8.064     8.302     52.60
2022-01-12/04:24:40          8.062     8.309     52.71
2022-01-12/04:24:50          8.059     8.317     52.81
2022-01-12/04:25:00          8.057     8.324     52.91
2022-01-12/04:25:10          8.054     8.331     53.01
2022-01-12/04:25:20          8.051     8.338     53.11
2022-01-12/04:25:30          8.049     8.346     53.22
2022-01-12/04:25:40          8.046     8.353     53.32
2022-01-12/04:25:50          8.044     8.360     53.42
2022-01-12/04:26:00          8.041     8.368     53.52
2022-01-12/04:26:10          8.038     8.375     53.62
2022-01-12/04:26:20          8.036     8.383     53.73
2022-01-12/04:26:30          8.033     8.390     53.83
2022-01-12/04:26:40          8.030     8.397     53.93
2022-01-12/04:26:50          8.028     8.405     54.03
2022-01-12/04:27:00          8.025     8.412     54.13
2022-01-12/04:27:10          8.023     8.419     54.24
2022-01-12/04:27:20          8.020     8.427     54.34
2022-01-12/04:27:30          8.017     8.434     54.44
2022-01-12/04:27:40          8.015     8.441     54.54
2022-01-12/04:27:50          8.012     8.449     54.64
2022-01-12/04:28:00          8.009     8.456     54.74
2022-01-12/04:28:10          8.007     8.464     54.85
2022-01-12/04:28:20          8.004     8.471     54.95
2022-01-12/04:28:30          8.002     8.478     55.05
2022-01-12/04:28:40          7.999     8.486     55.15
2022-01-12/04:28:50          7.996     8.493     55.25
2022-01-12/04:29:00          7.994     8.501     55.36
2022-01-12/04:29:10          7.991     8.508     55.46
2022-01-12/04:29:20          7.988     8.516     55.56
2022-01-12/04:29:30          7.986     8.523     55.66
2022-01-12/04:29:40          7.983     8.531     55.76
2022-01-12/04:29:50          7.981     8.538     55.87
2022-01-12/04:30:00          7.978     8.545     55.97
2022-01-12/04:30:10          7.975     8.553     56.07
2022-01-12/04:30:20          7.973     8.560     56.17
2022-01-12/04:30:30          7.970     8.568     56.27
2022-01-12/04:30:40          7.967     8.575     56.38
2022-01-12/04:30:50          7.965     8.583     56.48
2022-01-12/04:31:00          7.962     8.590     56.58
2022-01-12/04:31:10          7.960     8.598     56.68
2022-01-12/04:31:20          7.957     8.605     56.78
2022-01-12/04:31:30          7.954     8.613     56.89
2022-01-12/04:31:40          7.952     8.620     56.99
2022-01-12/04:31:50          7.949     8.628     57.09
2022-01-12/04:32:00          7.946     8.635     57.19
2022-01-12/04:32:10          7.944     8.643     57.29
2022-01-12/04:32:20          7.941     8.650     57.40
2022-01-12/04:32:30          7.939     8.658     57.50
2022-01-12/04:32:40          7.936     8.665     57.60
2022-01-12/04:32:50          7.933     8.673     57.70
2022-01-12/04:33:00          7.931     8.680     57.80
2022-01-12/04:33:10          7.928     8.688     57.90
