Time                             R       Lat       Lon
2022-01-12/09:02:00          1.006    -74.55     250.5
2022-01-12/09:03:00          1.006    -74.47     251.5
2022-01-12/09:04:00          1.006    -74.38     252.6
2022-01-12/09:05:00          1.006    -74.30     253.6
2022-01-12/09:06:00          1.006    -74.22     254.7
2022-01-12/09:07:00          1.006    -74.13     255.7
2022-01-12/09:08:00          1.006    -74.05     256.8
2022-01-12/09:09:00          1.006    -73.97     257.8
2022-01-12/09:10:00          1.006    -73.88     258.9
2022-01-12/09:11:00          1.006    -73.79     260.0
2022-01-12/09:12:00          1.006    -73.71     261.0
2022-01-12/09:13:00          1.006    -73.62     262.1
2022-01-12/09:14:00          1.006    -73.54     263.2
2022-01-12/09:15:00          1.006    -73.45     264.3
2022-01-12/09:16:00          1.006    -73.36     265.4
2022-01-12/09:17:00          1.006    -73.27     266.5
2022-01-12/09:18:00          1.006    -73.19     267.6
2022-01-12/09:19:00          1.006    -73.10     268.7
2022-01-12/09:20:00          1.006    -73.01     269.8
2022-01-12/09:21:00          1.006    -72.92     271.0
2022-01-12/09:22:00          1.006    -72.84     272.1
2022-01-12/09:23:00          1.006    -72.75     273.2
2022-01-12/09:24:00          1.006    -72.67     274.4
2022-01-12/09:25:00          1.006    -72.58     275.5
2022-01-12/09:26:00          1.006    -72.50     276.7
2022-01-12/09:27:00          1.006    -72.42     277.9
2022-01-12/09:28:00          1.006    -72.34     279.1
2022-01-12/09:29:00          1.006    -72.27     280.3
2022-01-12/09:30:00          1.006    -72.20     281.5
2022-01-12/09:31:00          1.006    -72.13     282.7
2022-01-12/09:32:00          1.006    -72.06     283.9
2022-01-12/09:33:00          1.006    -72.00     285.2
2022-01-12/09:34:00          1.006    -71.94     286.5
2022-01-12/09:35:00          1.006    -71.88     287.8
2022-01-12/09:36:00          1.006    -71.83     289.1
2022-01-12/09:37:00          1.006    -71.79     290.5
2022-01-12/09:38:00          1.006    -71.74     291.9
2022-01-12/09:39:00          1.006    -71.71     293.3
2022-01-12/09:40:00          1.006    -71.68     294.8
2022-01-12/09:41:00          1.006    -71.65     296.3
2022-01-12/09:42:00          1.006    -71.64     297.8
2022-01-12/09:43:00          1.006    -71.62     299.4
2022-01-12/09:44:00          1.006    -71.62     301.1
2022-01-12/09:45:00          1.006    -71.61     302.8
2022-01-12/09:46:00          1.006    -71.61     304.6
2022-01-12/09:47:00          1.006    -71.62     306.5
2022-01-12/09:48:00          1.006    -71.63     308.5
2022-01-12/09:49:00          1.006    -71.64     310.5
2022-01-12/09:50:00          1.006    -71.64     312.6
2022-01-12/09:51:00          1.006    -71.65     314.9
2022-01-12/09:52:00          1.006    -71.65     317.2
2022-01-12/09:53:00          1.006    -71.64     319.7
2022-01-12/09:54:00          1.006    -71.62     322.3
2022-01-12/09:55:00          1.006    -71.58     325.0
2022-01-12/09:56:00          1.006    -71.52     327.8
2022-01-12/09:57:00          1.006    -71.44     330.8
2022-01-12/09:58:00          1.006    -71.32     333.9
2022-01-12/09:59:00          1.006    -71.17     337.1
2022-01-12/10:00:00          1.006    -70.97     340.4
2022-01-12/10:01:00          1.006    -70.73     343.8
2022-01-12/10:02:00          1.006    -70.42     347.3
2022-01-12/10:03:00          1.006    -70.05     350.9
2022-01-12/10:04:00          1.006    -69.61     354.5
2022-01-12/10:05:00          1.006    -69.08     358.3
2022-01-12/10:06:00          1.006    -68.47     2.074
2022-01-12/10:07:00          1.006    -67.76     5.909
2022-01-12/10:08:00          1.006    -66.96     9.758
2022-01-12/10:09:00          1.006    -66.04     13.60
2022-01-12/10:10:00          1.006    -65.02     17.42
2022-01-12/10:11:00          1.006    -63.88     21.18
2022-01-12/10:12:00          1.006    -62.64     24.89
2022-01-12/10:13:00          1.006    -61.29     28.51
2022-01-12/10:14:00          1.006    -59.85     32.03
2022-01-12/10:15:00          1.006    -58.34     35.42
2022-01-12/10:16:00          1.006    -56.77     38.68
2022-01-12/10:17:00          1.006    -55.18     41.80
2022-01-12/10:18:00          1.006    -53.55     44.81
2022-01-12/10:19:00          1.006    -51.88     47.75
2022-01-12/10:20:00          1.006    -50.11     50.71
2022-01-12/10:21:00          1.006    -48.17     53.75
2022-01-12/10:22:00          1.006    -45.91     56.97
2022-01-12/10:23:00          1.006    -43.07     60.46
2022-01-12/10:24:00          1.006    -39.29     64.25
2022-01-12/10:25:00          1.006    -34.15     68.37
2022-01-12/10:26:00          1.006    -27.09     72.73
2022-01-12/10:27:00          1.006    -19.56     75.90
2022-01-12/10:28:00          1.006    -14.13     77.62
2022-01-12/10:29:00          1.006    -10.12     78.87
2022-01-12/10:30:00          1.006    -6.869     80.00
2022-01-12/10:31:00          1.006    -4.102     81.16
2022-01-12/10:32:00          1.006    -1.696     82.40
2022-01-12/10:33:00          1.006    0.3944     83.73
2022-01-12/10:34:00          1.006     2.177     85.14
2022-01-12/10:35:00          1.006     3.642     86.60
2022-01-12/10:36:00          1.006     4.773     88.07
2022-01-12/10:37:00          1.006     5.544     89.52
2022-01-12/10:38:00          1.006     5.896     90.91
2022-01-12/10:39:00          1.006     5.741     92.19
2022-01-12/10:40:00          1.006     5.030     93.33
2022-01-12/10:41:00          1.006     3.813     94.31
2022-01-12/10:42:00          1.006     2.205     95.15
2022-01-12/10:43:00          1.006    0.3306     95.87
2022-01-12/10:44:00          1.006    -1.721     96.51
2022-01-12/10:45:00          1.006    -3.889     97.12
2022-01-12/10:46:00          1.006    -6.132     97.76
2022-01-12/10:47:00          1.006    -8.414     98.49
2022-01-12/10:48:00          1.006    -10.69     99.33
2022-01-12/10:49:00          1.006    -12.92     100.3
2022-01-12/10:50:00          1.006    -15.07     101.3
2022-01-12/10:51:00          1.006    -17.14     102.3
2022-01-12/10:52:00          1.006    -19.15     103.3
2022-01-12/10:53:00          1.006    -21.14     104.2
2022-01-12/10:54:00          1.006    -23.15     105.1
2022-01-12/10:55:00          1.006    -25.22     106.0
2022-01-12/10:56:00          1.006    -27.37     106.9
2022-01-12/10:57:00          1.006    -29.59     107.8
2022-01-12/10:58:00          1.006    -31.84     108.7
2022-01-12/10:59:00          1.006    -34.08     109.5
2022-01-12/11:00:00          1.006    -36.28     110.4
2022-01-12/11:01:00          1.006    -38.41     111.2
2022-01-12/11:02:00          1.006    -40.47     112.0
2022-01-12/11:03:00          1.006    -42.46     112.7
2022-01-12/11:04:00          1.006    -44.36     113.5
2022-01-12/11:05:00          1.006    -46.14     114.3
2022-01-12/11:06:00          1.006    -47.78     115.1
2022-01-12/11:07:00          1.006    -49.30     116.0
2022-01-12/11:08:00          1.006    -50.69     116.8
2022-01-12/11:09:00          1.006    -51.98     117.7
2022-01-12/11:10:00          1.006    -53.19     118.5
2022-01-12/11:11:00          1.006    -54.32     119.4
2022-01-12/11:12:00          1.006    -55.39     120.2
2022-01-12/11:13:00          1.006    -56.42     121.0
2022-01-12/11:14:00          1.006    -57.42     121.9
2022-01-12/11:15:00          1.006    -58.39     122.7
2022-01-12/11:16:00          1.006    -59.33     123.5
2022-01-12/11:17:00          1.006    -60.26     124.3
2022-01-12/11:18:00          1.006    -61.17     125.1
2022-01-12/11:19:00          1.006    -62.06     126.0
2022-01-12/11:20:00          1.006    -62.94     126.8
2022-01-12/11:21:00          1.006    -63.80     127.6
2022-01-12/11:22:00          1.006    -64.64     128.4
2022-01-12/11:23:00          1.006    -65.46     129.2
2022-01-12/11:24:00          1.006    -66.25     130.0
2022-01-12/11:25:00          1.006    -67.02     130.8
2022-01-12/11:26:00          1.006    -67.76     131.6
2022-01-12/11:27:00          1.006    -68.48     132.4
2022-01-12/11:28:00          1.006    -69.16     133.2
2022-01-12/11:29:00          1.006    -69.82     133.9
2022-01-12/11:30:00          1.006    -70.46     134.7
2022-01-12/11:31:00          1.006    -71.07     135.4
2022-01-12/11:32:00          1.006    -71.66     136.1
2022-01-12/11:33:00          1.006    -72.23     136.9
2022-01-12/11:34:00          1.006    -72.78     137.6
2022-01-12/11:35:00          1.006    -73.32     138.3
2022-01-12/11:36:00          1.006    -73.84     139.0
2022-01-12/11:37:00          1.006    -74.34     139.7
2022-01-12/11:38:00          1.006    -74.83     140.4
2022-01-12/11:39:00          1.006    -75.30     141.1
2022-01-12/11:40:00          1.006    -75.76     141.8
2022-01-12/11:41:00          1.006    -76.21     142.6
2022-01-12/11:42:00          1.006    -76.65     143.3
2022-01-12/11:43:00          1.006    -77.08     144.0
2022-01-12/11:44:00          1.006    -77.50     144.8
2022-01-12/11:45:00          1.006    -77.91     145.6
2022-01-12/11:46:00          1.006    -78.31     146.3
2022-01-12/11:47:00          1.006    -78.69     147.1
2022-01-12/11:48:00          1.006    -79.07     147.9
2022-01-12/11:49:00          1.006    -79.44     148.8
2022-01-12/11:50:00          1.006    -79.80     149.6
