Time                           Lat
2022-01-12/12:58:00         -57.75
2022-01-12/12:59:00         -57.73
2022-01-12/13:00:00         -57.71
2022-01-12/13:01:00         -57.70
2022-01-12/13:02:00         -57.68
2022-01-12/13:03:00         -57.67
2022-01-12/13:04:00         -57.65
2022-01-12/13:05:00         -57.64
2022-01-12/13:06:00         -57.63
2022-01-12/13:07:00         -57.62
2022-01-12/13:08:00         -57.61
2022-01-12/13:09:00         -57.60
2022-01-12/13:10:00         -57.59
2022-01-12/13:11:00         -57.58
2022-01-12/13:12:00         -57.58
2022-01-12/13:13:00         -57.57
2022-01-12/13:14:00         -57.57
2022-01-12/13:15:00         -57.56
2022-01-12/13:16:00         -57.56
2022-01-12/13:17:00         -57.56
2022-01-12/13:18:00         -57.56
2022-01-12/13:19:00         -57.55
2022-01-12/13:20:00         -57.56
2022-01-12/13:21:00         -57.56
2022-01-12/13:22:00         -57.56
2022-01-12/13:23:00         -57.56
2022-01-12/13:24:00         -57.57
2022-01-12/13:25:00         -57.57
2022-01-12/13:26:00         -57.58
2022-01-12/13:27:00         -57.59
2022-01-12/13:28:00         -57.59
2022-01-12/13:29:00         -57.60
2022-01-12/13:30:00         -57.61
2022-01-12/13:31:00         -57.62
2022-01-12/13:32:00         -57.63
2022-01-12/13:33:00         -57.65
2022-01-12/13:34:00         -57.66
2022-01-12/13:35:00         -57.68
2022-01-12/13:36:00         -57.69
2022-01-12/13:37:00         -57.71
2022-01-12/13:38:00         -57.73
2022-01-12/13:39:00         -57.75
2022-01-12/13:40:00         -57.77
2022-01-12/13:41:00         -57.79
2022-01-12/13:42:00         -57.81
2022-01-12/13:43:00         -57.83
2022-01-12/13:44:00         -57.86
2022-01-12/13:45:00         -57.88
2022-01-12/13:46:00         -57.91
2022-01-12/13:47:00         -57.93
2022-01-12/13:48:00         -57.96
2022-01-12/13:49:00         -57.99
2022-01-12/13:50:00         -58.02
2022-01-12/13:51:00         -58.05
2022-01-12/13:52:00         -58.09
2022-01-12/13:53:00         -58.12
2022-01-12/13:54:00         -58.15
2022-01-12/13:55:00         -58.19
2022-01-12/13:56:00         -58.23
2022-01-12/13:57:00         -58.26
2022-01-12/13:58:00         -58.30
2022-01-12/13:59:00         -58.34
2022-01-12/14:00:00         -58.38
2022-01-12/14:01:00         -58.42
2022-01-12/14:02:00         -58.47
2022-01-12/14:03:00         -58.51
2022-01-12/14:04:00         -58.56
2022-01-12/14:05:00         -58.60
2022-01-12/14:06:00         -58.65
2022-01-12/14:07:00         -58.70
2022-01-12/14:08:00         -58.75
2022-01-12/14:09:00         -58.80
2022-01-12/14:10:00         -58.85
2022-01-12/14:11:00         -58.90
2022-01-12/14:12:00         -58.95
2022-01-12/14:13:00         -59.01
2022-01-12/14:14:00         -59.06
2022-01-12/14:15:00         -59.12
2022-01-12/14:16:00         -59.17
2022-01-12/14:17:00         -59.23
2022-01-12/14:18:00         -59.29
2022-01-12/14:19:00         -59.35
2022-01-12/14:20:00         -59.41
2022-01-12/14:21:00         -59.47
2022-01-12/14:22:00         -59.54
2022-01-12/14:23:00         -59.60
2022-01-12/14:24:00         -59.66
2022-01-12/14:25:00         -59.73
2022-01-12/14:26:00         -59.80
2022-01-12/14:27:00         -59.86
2022-01-12/14:28:00         -59.93
2022-01-12/14:29:00         -60.00
2022-01-12/14:30:00         -60.07
2022-01-12/14:31:00         -60.14
2022-01-12/14:32:00         -60.21
2022-01-12/14:33:00         -60.28
2022-01-12/14:34:00         -60.36
2022-01-12/14:35:00         -60.43
2022-01-12/14:36:00         -60.51
2022-01-12/14:37:00         -60.58
2022-01-12/14:38:00         -60.66
2022-01-12/14:39:00         -60.73
2022-01-12/14:40:00         -60.81
2022-01-12/14:41:00         -60.89
2022-01-12/14:42:00         -60.97
2022-01-12/14:43:00         -61.05
2022-01-12/14:44:00         -61.13
2022-01-12/14:45:00         -61.21
2022-01-12/14:46:00         -61.30
2022-01-12/14:47:00         -61.38
2022-01-12/14:48:00         -61.46
2022-01-12/14:49:00         -61.55
2022-01-12/14:50:00         -61.63
2022-01-12/14:51:00         -61.72
2022-01-12/14:52:00         -61.81
2022-01-12/14:53:00         -61.89
2022-01-12/14:54:00         -61.98
2022-01-12/14:55:00         -62.07
2022-01-12/14:56:00         -62.16
2022-01-12/14:57:00         -62.25
2022-01-12/14:58:00         -62.34
2022-01-12/14:59:00         -62.43
2022-01-12/15:00:00         -62.52
2022-01-12/15:01:00         -62.62
2022-01-12/15:02:00         -62.71
2022-01-12/15:03:00         -62.80
2022-01-12/15:04:00         -62.90
2022-01-12/15:05:00         -62.99
2022-01-12/15:06:00         -63.09
2022-01-12/15:07:00         -63.19
2022-01-12/15:08:00         -63.29
2022-01-12/15:09:00         -63.38
2022-01-12/15:10:00         -63.48
2022-01-12/15:11:00         -63.58
2022-01-12/15:12:00         -63.68
2022-01-12/15:13:00         -63.78
2022-01-12/15:14:00         -63.89
2022-01-12/15:15:00         -63.99
2022-01-12/15:16:00         -64.09
2022-01-12/15:17:00         -64.19
2022-01-12/15:18:00         -64.30
2022-01-12/15:19:00         -64.40
2022-01-12/15:20:00         -64.51
2022-01-12/15:21:00         -64.62
2022-01-12/15:22:00         -64.72
2022-01-12/15:23:00         -64.83
2022-01-12/15:24:00         -64.94
2022-01-12/15:25:00         -65.05
2022-01-12/15:26:00         -65.16
2022-01-12/15:27:00         -65.27
2022-01-12/15:28:00         -65.38
2022-01-12/15:29:00         -65.49
2022-01-12/15:30:00         -65.60
2022-01-12/15:31:00         -65.71
2022-01-12/15:32:00         -65.82
2022-01-12/15:33:00         -65.94
2022-01-12/15:34:00         -66.05
2022-01-12/15:35:00         -66.17
2022-01-12/15:36:00         -66.28
2022-01-12/15:37:00         -66.39
2022-01-12/15:38:00         -66.51
2022-01-12/15:39:00         -66.62
