Time                           Lat
2022-01-12/13:00:00         -63.16
2022-01-12/13:01:00         -63.16
2022-01-12/13:02:00         -63.16
2022-01-12/13:03:00         -63.15
2022-01-12/13:04:00         -63.15
2022-01-12/13:05:00         -63.16
2022-01-12/13:06:00         -63.16
2022-01-12/13:07:00         -63.16
2022-01-12/13:08:00         -63.17
2022-01-12/13:09:00         -63.17
2022-01-12/13:10:00         -63.18
2022-01-12/13:11:00         -63.19
2022-01-12/13:12:00         -63.19
2022-01-12/13:13:00         -63.20
2022-01-12/13:14:00         -63.22
2022-01-12/13:15:00         -63.23
2022-01-12/13:16:00         -63.24
2022-01-12/13:17:00         -63.25
2022-01-12/13:18:00         -63.27
2022-01-12/13:19:00         -63.29
2022-01-12/13:20:00         -63.30
2022-01-12/13:21:00         -63.32
2022-01-12/13:22:00         -63.34
2022-01-12/13:23:00         -63.36
2022-01-12/13:24:00         -63.39
2022-01-12/13:25:00         -63.41
2022-01-12/13:26:00         -63.43
2022-01-12/13:27:00         -63.46
2022-01-12/13:28:00         -63.49
2022-01-12/13:29:00         -63.51
2022-01-12/13:30:00         -63.54
2022-01-12/13:31:00         -63.57
2022-01-12/13:32:00         -63.60
2022-01-12/13:33:00         -63.64
2022-01-12/13:34:00         -63.67
2022-01-12/13:35:00         -63.70
2022-01-12/13:36:00         -63.74
2022-01-12/13:37:00         -63.78
2022-01-12/13:38:00         -63.81
2022-01-12/13:39:00         -63.85
2022-01-12/13:40:00         -63.89
2022-01-12/13:41:00         -63.93
2022-01-12/13:42:00         -63.98
2022-01-12/13:43:00         -64.02
2022-01-12/13:44:00         -64.06
2022-01-12/13:45:00         -64.11
2022-01-12/13:46:00         -64.16
2022-01-12/13:47:00         -64.20
2022-01-12/13:48:00         -64.25
2022-01-12/13:49:00         -64.30
2022-01-12/13:50:00         -64.35
2022-01-12/13:51:00         -64.40
2022-01-12/13:52:00         -64.46
2022-01-12/13:53:00         -64.51
2022-01-12/13:54:00         -64.57
2022-01-12/13:55:00         -64.62
2022-01-12/13:56:00         -64.68
2022-01-12/13:57:00         -64.74
2022-01-12/13:58:00         -64.80
2022-01-12/13:59:00         -64.86
2022-01-12/14:00:00         -64.92
2022-01-12/14:01:00         -64.98
2022-01-12/14:02:00         -65.04
2022-01-12/14:03:00         -65.11
2022-01-12/14:04:00         -65.17
2022-01-12/14:05:00         -65.24
2022-01-12/14:06:00         -65.30
2022-01-12/14:07:00         -65.37
2022-01-12/14:08:00         -65.44
2022-01-12/14:09:00         -65.51
2022-01-12/14:10:00         -65.58
2022-01-12/14:11:00         -65.65
2022-01-12/14:12:00         -65.73
2022-01-12/14:13:00         -65.80
2022-01-12/14:14:00         -65.87
2022-01-12/14:15:00         -65.95
2022-01-12/14:16:00         -66.03
2022-01-12/14:17:00         -66.10
2022-01-12/14:18:00         -66.18
2022-01-12/14:19:00         -66.26
2022-01-12/14:20:00         -66.34
2022-01-12/14:21:00         -66.42
2022-01-12/14:22:00         -66.50
2022-01-12/14:23:00         -66.59
2022-01-12/14:24:00         -66.67
2022-01-12/14:25:00         -66.75
2022-01-12/14:26:00         -66.84
2022-01-12/14:27:00         -66.92
2022-01-12/14:28:00         -67.01
2022-01-12/14:29:00         -67.10
2022-01-12/14:30:00         -67.19
2022-01-12/14:31:00         -67.28
2022-01-12/14:32:00         -67.37
2022-01-12/14:33:00         -67.46
2022-01-12/14:34:00         -67.55
2022-01-12/14:35:00         -67.65
2022-01-12/14:36:00         -67.74
2022-01-12/14:37:00         -67.83
2022-01-12/14:38:00         -67.93
2022-01-12/14:39:00         -68.03
2022-01-12/14:40:00         -68.12
2022-01-12/14:41:00         -68.22
2022-01-12/14:42:00         -68.32
2022-01-12/14:43:00         -68.42
2022-01-12/14:44:00         -68.52
2022-01-12/14:45:00         -68.62
2022-01-12/14:46:00         -68.72
2022-01-12/14:47:00         -68.82
2022-01-12/14:48:00         -68.92
2022-01-12/14:49:00         -69.03
2022-01-12/14:50:00         -69.13
2022-01-12/14:51:00         -69.24
2022-01-12/14:52:00         -69.34
2022-01-12/14:53:00         -69.45
2022-01-12/14:54:00         -69.55
2022-01-12/14:55:00         -69.66
2022-01-12/14:56:00         -69.77
2022-01-12/14:57:00         -69.87
2022-01-12/14:58:00         -69.98
2022-01-12/14:59:00         -70.09
2022-01-12/15:00:00         -70.20
2022-01-12/15:01:00         -70.31
2022-01-12/15:02:00         -70.42
2022-01-12/15:03:00         -70.53
2022-01-12/15:04:00         -70.64
2022-01-12/15:05:00         -70.75
2022-01-12/15:06:00         -70.86
2022-01-12/15:07:00         -70.97
2022-01-12/15:08:00         -71.08
2022-01-12/15:09:00         -71.19
2022-01-12/15:10:00         -71.31
2022-01-12/15:11:00         -71.42
2022-01-12/15:12:00         -71.53
2022-01-12/15:13:00         -71.64
2022-01-12/15:14:00         -71.75
2022-01-12/15:15:00         -71.86
2022-01-12/15:16:00         -71.97
2022-01-12/15:17:00         -72.08
2022-01-12/15:18:00         -72.19
2022-01-12/15:19:00         -72.30
2022-01-12/15:20:00         -72.42
2022-01-12/15:21:00         -72.52
2022-01-12/15:22:00         -72.63
2022-01-12/15:23:00         -72.74
2022-01-12/15:24:00         -72.85
2022-01-12/15:25:00         -72.96
2022-01-12/15:26:00         -73.07
2022-01-12/15:27:00         -73.18
2022-01-12/15:28:00         -73.28
2022-01-12/15:29:00         -73.39
2022-01-12/15:30:00         -73.50
2022-01-12/15:31:00         -73.60
2022-01-12/15:32:00         -73.71
2022-01-12/15:33:00         -73.81
2022-01-12/15:34:00         -73.92
2022-01-12/15:35:00         -74.02
2022-01-12/15:36:00         -74.12
2022-01-12/15:37:00         -74.23
2022-01-12/15:38:00         -74.33
2022-01-12/15:39:00         -74.43
