Time                           Lon
2022-01-12/13:43:00          73.73
2022-01-12/13:44:00          74.07
2022-01-12/13:45:00          74.40
2022-01-12/13:46:00          74.73
2022-01-12/13:47:00          75.06
2022-01-12/13:48:00          75.40
2022-01-12/13:49:00          75.73
2022-01-12/13:50:00          76.06
2022-01-12/13:51:00          76.39
2022-01-12/13:52:00          76.73
2022-01-12/13:53:00          77.06
2022-01-12/13:54:00          77.40
2022-01-12/13:55:00          77.73
2022-01-12/13:56:00          78.07
2022-01-12/13:57:00          78.40
2022-01-12/13:58:00          78.74
2022-01-12/13:59:00          79.08
2022-01-12/14:00:00          79.42
2022-01-12/14:01:00          79.75
2022-01-12/14:02:00          80.09
2022-01-12/14:03:00          80.43
2022-01-12/14:04:00          80.77
2022-01-12/14:05:00          81.11
2022-01-12/14:06:00          81.46
2022-01-12/14:07:00          81.80
2022-01-12/14:08:00          82.14
2022-01-12/14:09:00          82.48
2022-01-12/14:10:00          82.83
2022-01-12/14:11:00          83.17
2022-01-12/14:12:00          83.52
2022-01-12/14:13:00          83.87
2022-01-12/14:14:00          84.22
2022-01-12/14:15:00          84.56
2022-01-12/14:16:00          84.91
2022-01-12/14:17:00          85.26
2022-01-12/14:18:00          85.62
2022-01-12/14:19:00          85.97
2022-01-12/14:20:00          86.32
2022-01-12/14:21:00          86.67
2022-01-12/14:22:00          87.03
2022-01-12/14:23:00          87.39
2022-01-12/14:24:00          87.74
2022-01-12/14:25:00          88.10
2022-01-12/14:26:00          88.46
2022-01-12/14:27:00          88.82
2022-01-12/14:28:00          89.19
2022-01-12/14:29:00          89.55
2022-01-12/14:30:00          89.91
2022-01-12/14:31:00          90.28
2022-01-12/14:32:00          90.65
2022-01-12/14:33:00          91.02
2022-01-12/14:34:00          91.39
2022-01-12/14:35:00          91.76
2022-01-12/14:36:00          92.13
2022-01-12/14:37:00          92.51
2022-01-12/14:38:00          92.88
2022-01-12/14:39:00          93.26
2022-01-12/14:40:00          93.64
2022-01-12/14:41:00          94.02
2022-01-12/14:42:00          94.41
2022-01-12/14:43:00          94.79
2022-01-12/14:44:00          95.18
2022-01-12/14:45:00          95.57
2022-01-12/14:46:00          95.96
2022-01-12/14:47:00          96.35
2022-01-12/14:48:00          96.75
2022-01-12/14:49:00          97.14
2022-01-12/14:50:00          97.54
2022-01-12/14:51:00          97.94
2022-01-12/14:52:00          98.35
2022-01-12/14:53:00          98.76
2022-01-12/14:54:00          99.16
2022-01-12/14:55:00          99.58
2022-01-12/14:56:00          99.99
2022-01-12/14:57:00          100.4
2022-01-12/14:58:00          100.8
2022-01-12/14:59:00          101.2
2022-01-12/15:00:00          101.7
2022-01-12/15:01:00          102.1
2022-01-12/15:02:00          102.5
2022-01-12/15:03:00          103.0
2022-01-12/15:04:00          103.4
2022-01-12/15:05:00          103.8
2022-01-12/15:06:00          104.3
2022-01-12/15:07:00          104.7
2022-01-12/15:08:00          105.2
2022-01-12/15:09:00          105.6
2022-01-12/15:10:00          106.1
2022-01-12/15:11:00          106.6
2022-01-12/15:12:00          107.0
2022-01-12/15:13:00          107.5
2022-01-12/15:14:00          108.0
2022-01-12/15:15:00          108.4
2022-01-12/15:16:00          108.9
2022-01-12/15:17:00          109.4
2022-01-12/15:18:00          109.9
2022-01-12/15:19:00          110.4
2022-01-12/15:20:00          110.8
2022-01-12/15:21:00          111.3
2022-01-12/15:22:00          111.8
2022-01-12/15:23:00          112.3
2022-01-12/15:24:00          112.8
2022-01-12/15:25:00          113.3
2022-01-12/15:26:00          113.9
2022-01-12/15:27:00          114.4
2022-01-12/15:28:00          114.9
2022-01-12/15:29:00          115.4
2022-01-12/15:30:00          115.9
2022-01-12/15:31:00          116.5
2022-01-12/15:32:00          117.0
2022-01-12/15:33:00          117.5
2022-01-12/15:34:00          118.1
2022-01-12/15:35:00          118.6
2022-01-12/15:36:00          119.2
2022-01-12/15:37:00          119.7
2022-01-12/15:38:00          120.3
2022-01-12/15:39:00          120.8
