Time                           Lon
2022-01-12/13:46:00          158.5
2022-01-12/13:47:00          159.6
2022-01-12/13:48:00          160.7
2022-01-12/13:49:00          161.8
2022-01-12/13:50:00          162.9
2022-01-12/13:51:00          164.1
2022-01-12/13:52:00          165.2
2022-01-12/13:53:00          166.4
2022-01-12/13:54:00          167.6
2022-01-12/13:55:00          168.8
2022-01-12/13:56:00          170.0
2022-01-12/13:57:00          171.2
2022-01-12/13:58:00          172.4
2022-01-12/13:59:00          173.7
2022-01-12/14:00:00          175.0
2022-01-12/14:01:00          176.2
2022-01-12/14:02:00          177.5
2022-01-12/14:03:00          178.8
2022-01-12/14:04:00          180.1
2022-01-12/14:05:00          181.5
2022-01-12/14:06:00          182.8
2022-01-12/14:07:00          184.1
2022-01-12/14:08:00          185.5
2022-01-12/14:09:00          186.8
2022-01-12/14:10:00          188.2
2022-01-12/14:11:00          189.5
2022-01-12/14:12:00          190.9
2022-01-12/14:13:00          192.2
2022-01-12/14:14:00          193.6
2022-01-12/14:15:00          194.9
2022-01-12/14:16:00          196.3
2022-01-12/14:17:00          197.6
2022-01-12/14:18:00          199.0
2022-01-12/14:19:00          200.3
2022-01-12/14:20:00          201.6
2022-01-12/14:21:00          202.9
2022-01-12/14:22:00          204.3
2022-01-12/14:23:00          205.6
2022-01-12/14:24:00          206.8
2022-01-12/14:25:00          208.1
2022-01-12/14:26:00          209.4
2022-01-12/14:27:00          210.6
2022-01-12/14:28:00          211.9
2022-01-12/14:29:00          213.1
2022-01-12/14:30:00          214.3
2022-01-12/14:31:00          215.5
2022-01-12/14:32:00          216.7
2022-01-12/14:33:00          217.9
2022-01-12/14:34:00          219.1
2022-01-12/14:35:00          220.2
2022-01-12/14:36:00          221.3
2022-01-12/14:37:00          222.4
2022-01-12/14:38:00          223.5
2022-01-12/14:39:00          224.6
2022-01-12/14:40:00          225.7
2022-01-12/14:41:00          226.8
2022-01-12/14:42:00          227.8
2022-01-12/14:43:00          228.8
2022-01-12/14:44:00          229.9
2022-01-12/14:45:00          230.9
2022-01-12/14:46:00          231.9
2022-01-12/14:47:00          232.8
2022-01-12/14:48:00          233.8
2022-01-12/14:49:00          234.8
2022-01-12/14:50:00          235.7
2022-01-12/14:51:00          236.6
2022-01-12/14:52:00          237.6
2022-01-12/14:53:00          238.5
2022-01-12/14:54:00          239.4
2022-01-12/14:55:00          240.3
2022-01-12/14:56:00          241.1
2022-01-12/14:57:00          242.0
2022-01-12/14:58:00          242.9
2022-01-12/14:59:00          243.7
2022-01-12/15:00:00          244.5
2022-01-12/15:01:00          245.4
2022-01-12/15:02:00          246.2
2022-01-12/15:03:00          247.0
2022-01-12/15:04:00          247.8
2022-01-12/15:05:00          248.6
2022-01-12/15:06:00          249.4
2022-01-12/15:07:00          250.2
2022-01-12/15:08:00          251.0
2022-01-12/15:09:00          251.7
2022-01-12/15:10:00          252.5
2022-01-12/15:11:00          253.2
2022-01-12/15:12:00          254.0
2022-01-12/15:13:00          254.7
2022-01-12/15:14:00          255.5
2022-01-12/15:15:00          256.2
2022-01-12/15:16:00          256.9
2022-01-12/15:17:00          257.6
2022-01-12/15:18:00          258.3
2022-01-12/15:19:00          259.0
2022-01-12/15:20:00          259.7
2022-01-12/15:21:00          260.4
2022-01-12/15:22:00          261.1
2022-01-12/15:23:00          261.8
2022-01-12/15:24:00          262.5
2022-01-12/15:25:00          263.2
2022-01-12/15:26:00          263.8
2022-01-12/15:27:00          264.5
2022-01-12/15:28:00          265.2
2022-01-12/15:29:00          265.8
2022-01-12/15:30:00          266.5
2022-01-12/15:31:00          267.1
2022-01-12/15:32:00          267.8
2022-01-12/15:33:00          268.4
2022-01-12/15:34:00          269.0
2022-01-12/15:35:00          269.7
2022-01-12/15:36:00          270.3
2022-01-12/15:37:00          270.9
2022-01-12/15:38:00          271.6
2022-01-12/15:39:00          272.2
