Time                           Lat
2022-01-12/13:00:00         -77.65
2022-01-12/13:01:00         -77.75
2022-01-12/13:02:00         -77.85
2022-01-12/13:03:00         -77.95
2022-01-12/13:04:00         -78.05
2022-01-12/13:05:00         -78.15
2022-01-12/13:06:00         -78.24
2022-01-12/13:07:00         -78.34
2022-01-12/13:08:00         -78.44
2022-01-12/13:09:00         -78.54
2022-01-12/13:10:00         -78.63
2022-01-12/13:11:00         -78.73
2022-01-12/13:12:00         -78.83
2022-01-12/13:13:00         -78.92
2022-01-12/13:14:00         -79.02
2022-01-12/13:15:00         -79.11
2022-01-12/13:16:00         -79.21
2022-01-12/13:17:00         -79.31
2022-01-12/13:18:00         -79.40
2022-01-12/13:19:00         -79.49
2022-01-12/13:20:00         -79.59
2022-01-12/13:21:00         -79.68
2022-01-12/13:22:00         -79.78
2022-01-12/13:23:00         -79.87
2022-01-12/13:24:00         -79.96
2022-01-12/13:25:00         -80.05
2022-01-12/13:26:00         -80.15
2022-01-12/13:27:00         -80.24
2022-01-12/13:28:00         -80.33
2022-01-12/13:29:00         -80.42
2022-01-12/13:30:00         -80.51
2022-01-12/13:31:00         -80.60
2022-01-12/13:32:00         -80.69
2022-01-12/13:33:00         -80.78
2022-01-12/13:34:00         -80.86
2022-01-12/13:35:00         -80.95
2022-01-12/13:36:00         -81.04
2022-01-12/13:37:00         -81.12
2022-01-12/13:38:00         -81.20
2022-01-12/13:39:00         -81.29
2022-01-12/13:40:00         -81.37
2022-01-12/13:41:00         -81.45
2022-01-12/13:42:00         -81.53
2022-01-12/13:43:00         -81.61
2022-01-12/13:44:00         -81.69
2022-01-12/13:45:00         -81.76
2022-01-12/13:46:00         -81.84
2022-01-12/13:47:00         -81.91
2022-01-12/13:48:00         -81.98
2022-01-12/13:49:00         -82.05
2022-01-12/13:50:00         -82.12
2022-01-12/13:51:00         -82.18
2022-01-12/13:52:00         -82.25
2022-01-12/13:53:00         -82.31
2022-01-12/13:54:00         -82.37
2022-01-12/13:55:00         -82.42
2022-01-12/13:56:00         -82.48
2022-01-12/13:57:00         -82.53
2022-01-12/13:58:00         -82.58
2022-01-12/13:59:00         -82.63
2022-01-12/14:00:00         -82.68
2022-01-12/14:01:00         -82.72
2022-01-12/14:02:00         -82.76
2022-01-12/14:03:00         -82.80
2022-01-12/14:04:00         -82.83
2022-01-12/14:05:00         -82.87
2022-01-12/14:06:00         -82.90
2022-01-12/14:07:00         -82.92
2022-01-12/14:08:00         -82.95
2022-01-12/14:09:00         -82.97
2022-01-12/14:10:00         -82.99
2022-01-12/14:11:00         -83.00
2022-01-12/14:12:00         -83.01
2022-01-12/14:13:00         -83.02
2022-01-12/14:14:00         -83.03
2022-01-12/14:15:00         -83.04
2022-01-12/14:16:00         -83.04
2022-01-12/14:17:00         -83.04
2022-01-12/14:18:00         -83.03
2022-01-12/14:19:00         -83.03
2022-01-12/14:20:00         -83.02
2022-01-12/14:21:00         -83.01
2022-01-12/14:22:00         -82.99
2022-01-12/14:23:00         -82.98
2022-01-12/14:24:00         -82.96
2022-01-12/14:25:00         -82.94
2022-01-12/14:26:00         -82.91
2022-01-12/14:27:00         -82.89
2022-01-12/14:28:00         -82.86
2022-01-12/14:29:00         -82.83
2022-01-12/14:30:00         -82.80
2022-01-12/14:31:00         -82.77
2022-01-12/14:32:00         -82.74
2022-01-12/14:33:00         -82.70
2022-01-12/14:34:00         -82.66
2022-01-12/14:35:00         -82.62
2022-01-12/14:36:00         -82.58
2022-01-12/14:37:00         -82.54
2022-01-12/14:38:00         -82.50
2022-01-12/14:39:00         -82.45
2022-01-12/14:40:00         -82.41
2022-01-12/14:41:00         -82.36
2022-01-12/14:42:00         -82.31
2022-01-12/14:43:00         -82.27
2022-01-12/14:44:00         -82.22
2022-01-12/14:45:00         -82.17
2022-01-12/14:46:00         -82.11
2022-01-12/14:47:00         -82.06
2022-01-12/14:48:00         -82.01
2022-01-12/14:49:00         -81.96
2022-01-12/14:50:00         -81.90
2022-01-12/14:51:00         -81.85
2022-01-12/14:52:00         -81.79
2022-01-12/14:53:00         -81.74
2022-01-12/14:54:00         -81.68
2022-01-12/14:55:00         -81.62
2022-01-12/14:56:00         -81.57
2022-01-12/14:57:00         -81.51
2022-01-12/14:58:00         -81.45
2022-01-12/14:59:00         -81.39
2022-01-12/15:00:00         -81.33
2022-01-12/15:01:00         -81.27
2022-01-12/15:02:00         -81.22
2022-01-12/15:03:00         -81.16
2022-01-12/15:04:00         -81.10
2022-01-12/15:05:00         -81.04
2022-01-12/15:06:00         -80.98
2022-01-12/15:07:00         -80.91
2022-01-12/15:08:00         -80.85
2022-01-12/15:09:00         -80.79
2022-01-12/15:10:00         -80.73
2022-01-12/15:11:00         -80.67
2022-01-12/15:12:00         -80.61
2022-01-12/15:13:00         -80.55
2022-01-12/15:14:00         -80.48
2022-01-12/15:15:00         -80.42
2022-01-12/15:16:00         -80.36
2022-01-12/15:17:00         -80.30
2022-01-12/15:18:00         -80.23
2022-01-12/15:19:00         -80.17
2022-01-12/15:20:00         -80.11
2022-01-12/15:21:00         -80.04
2022-01-12/15:22:00         -79.98
2022-01-12/15:23:00         -79.92
2022-01-12/15:24:00         -79.85
2022-01-12/15:25:00         -79.79
2022-01-12/15:26:00         -79.72
2022-01-12/15:27:00         -79.66
2022-01-12/15:28:00         -79.59
2022-01-12/15:29:00         -79.53
2022-01-12/15:30:00         -79.46
2022-01-12/15:31:00         -79.40
2022-01-12/15:32:00         -79.33
2022-01-12/15:33:00         -79.27
2022-01-12/15:34:00         -79.20
2022-01-12/15:35:00         -79.14
2022-01-12/15:36:00         -79.07
2022-01-12/15:37:00         -79.00
2022-01-12/15:38:00         -78.94
2022-01-12/15:39:00         -78.87
