Time	R	Lat	Lon
2022-01-12/00:25:00	1.006	-75.32	290.9
2022-01-12/00:25:01	1.006	-75.31866666666666	290.9083333333333
2022-01-12/00:25:02	1.006	-75.31733333333332	290.91666666666663
2022-01-12/00:25:03	1.006	-75.31599999999999	290.92499999999995
2022-01-12/00:25:04	1.006	-75.31466666666665	290.93333333333334
2022-01-12/00:25:05	1.006	-75.31333333333333	290.94166666666666
2022-01-12/00:25:06	1.006	-75.312	290.95
2022-01-12/00:25:07	1.006	-75.31066666666666	290.9583333333333
2022-01-12/00:25:08	1.006	-75.30933333333333	290.96666666666664
2022-01-12/00:25:09	1.006	-75.30799999999999	290.97499999999997
2022-01-12/00:25:10	1.006	-75.30666666666666	290.9833333333333
2022-01-12/00:25:11	1.006	-75.30533333333332	290.9916666666666
2022-01-12/00:25:12	1.006	-75.30399999999999	291.0
2022-01-12/00:25:13	1.006	-75.30266666666667	291.0083333333333
2022-01-12/00:25:14	1.006	-75.30133333333333	291.01666666666665
2022-01-12/00:25:15	1.006	-75.3	291.025
2022-01-12/00:25:16	1.006	-75.29866666666666	291.0333333333333
2022-01-12/00:25:17	1.006	-75.29733333333333	291.04166666666663
2022-01-12/00:25:18	1.006	-75.29599999999999	291.04999999999995
2022-01-12/00:25:19	1.006	-75.29466666666666	291.05833333333334
2022-01-12/00:25:20	1.006	-75.29333333333332	291.06666666666666
2022-01-12/00:25:21	1.006	-75.29199999999999	291.075
2022-01-12/00:25:22	1.006	-75.29066666666667	291.0833333333333
2022-01-12/00:25:23	1.006	-75.28933333333333	291.09166666666664
2022-01-12/00:25:24	1.006	-75.288	291.09999999999997
2022-01-12/00:25:25	1.006	-75.28666666666666	291.1083333333333
2022-01-12/00:25:26	1.006	-75.28533333333333	291.1166666666666
2022-01-12/00:25:27	1.006	-75.28399999999999	291.125
2022-01-12/00:25:28	1.006	-75.28266666666666	291.1333333333333
2022-01-12/00:25:29	1.006	-75.28133333333332	291.14166666666665
2022-01-12/00:25:30	1.006	-75.28	291.15
2022-01-12/00:25:31	1.006	-75.27866666666667	291.1583333333333
2022-01-12/00:25:32	1.006	-75.27733333333333	291.16666666666663
2022-01-12/00:25:33	1.006	-75.276	291.17499999999995
2022-01-12/00:25:34	1.006	-75.27466666666666	291.18333333333334
2022-01-12/00:25:35	1.006	-75.27333333333333	291.19166666666666
2022-01-12/00:25:36	1.006	-75.27199999999999	291.2
2022-01-12/00:25:37	1.006	-75.27066666666666	291.2083333333333
2022-01-12/00:25:38	1.006	-75.26933333333332	291.21666666666664
2022-01-12/00:25:39	1.006	-75.268	291.22499999999997
2022-01-12/00:25:40	1.006	-75.26666666666667	291.2333333333333
2022-01-12/00:25:41	1.006	-75.26533333333333	291.2416666666666
2022-01-12/00:25:42	1.006	-75.264	291.25
2022-01-12/00:25:43	1.006	-75.26266666666666	291.2583333333333
2022-01-12/00:25:44	1.006	-75.26133333333333	291.26666666666665
2022-01-12/00:25:45	1.006	-75.25999999999999	291.275
2022-01-12/00:25:46	1.006	-75.25866666666666	291.2833333333333
2022-01-12/00:25:47	1.006	-75.25733333333332	291.29166666666663
2022-01-12/00:25:48	1.006	-75.256	291.29999999999995
2022-01-12/00:25:49	1.006	-75.25466666666667	291.30833333333334
2022-01-12/00:25:50	1.006	-75.25333333333333	291.31666666666666
2022-01-12/00:25:51	1.006	-75.252	291.325
2022-01-12/00:25:52	1.006	-75.25066666666666	291.3333333333333
2022-01-12/00:25:53	1.006	-75.24933333333333	291.34166666666664
2022-01-12/00:25:54	1.006	-75.24799999999999	291.34999999999997
2022-01-12/00:25:55	1.006	-75.24666666666666	291.3583333333333
2022-01-12/00:25:56	1.006	-75.24533333333333	291.3666666666666
2022-01-12/00:25:57	1.006	-75.244	291.375
2022-01-12/00:25:58	1.006	-75.24266666666666	291.3833333333333
2022-01-12/00:25:59	1.006	-75.24133333333333	291.39166666666665
2022-01-12/00:26:00	1.006	-75.24	291.4
2022-01-12/00:26:01	1.006	-75.23866666666666	291.40999999999997
2022-01-12/00:26:02	1.006	-75.23733333333332	291.41999999999996
2022-01-12/00:26:03	1.006	-75.23599999999999	291.42999999999995
2022-01-12/00:26:04	1.006	-75.23466666666666	291.44
2022-01-12/00:26:05	1.006	-75.23333333333333	291.45
2022-01-12/00:26:06	1.006	-75.232	291.46
2022-01-12/00:26:07	1.006	-75.23066666666666	291.46999999999997
2022-01-12/00:26:08	1.006	-75.22933333333333	291.47999999999996
2022-01-12/00:26:09	1.006	-75.228	291.49
2022-01-12/00:26:10	1.006	-75.22666666666666	291.5
2022-01-12/00:26:11	1.006	-75.22533333333332	291.51
2022-01-12/00:26:12	1.006	-75.22399999999999	291.52
2022-01-12/00:26:13	1.006	-75.22266666666667	291.53
2022-01-12/00:26:14	1.006	-75.22133333333333	291.53999999999996
2022-01-12/00:26:15	1.006	-75.22	291.54999999999995
2022-01-12/00:26:16	1.006	-75.21866666666666	291.56
2022-01-12/00:26:17	1.006	-75.21733333333333	291.57
2022-01-12/00:26:18	1.006	-75.216	291.58
2022-01-12/00:26:19	1.006	-75.21466666666666	291.59
2022-01-12/00:26:20	1.006	-75.21333333333332	291.59999999999997
2022-01-12/00:26:21	1.006	-75.21199999999999	291.61
2022-01-12/00:26:22	1.006	-75.21066666666667	291.62
2022-01-12/00:26:23	1.006	-75.20933333333333	291.63
2022-01-12/00:26:24	1.006	-75.208	291.64
2022-01-12/00:26:25	1.006	-75.20666666666666	291.65
2022-01-12/00:26:26	1.006	-75.20533333333333	291.65999999999997
2022-01-12/00:26:27	1.006	-75.204	291.66999999999996
2022-01-12/00:26:28	1.006	-75.20266666666666	291.68
2022-01-12/00:26:29	1.006	-75.20133333333332	291.69
2022-01-12/00:26:30	1.006	-75.19999999999999	291.7
2022-01-12/00:26:31	1.006	-75.19866666666667	291.71
2022-01-12/00:26:32	1.006	-75.19733333333333	291.71999999999997
2022-01-12/00:26:33	1.006	-75.196	291.73
2022-01-12/00:26:34	1.006	-75.19466666666666	291.74
2022-01-12/00:26:35	1.006	-75.19333333333333	291.75
2022-01-12/00:26:36	1.006	-75.192	291.76
2022-01-12/00:26:37	1.006	-75.19066666666666	291.77
2022-01-12/00:26:38	1.006	-75.18933333333332	291.78
2022-01-12/00:26:39	1.006	-75.188	291.78999999999996
2022-01-12/00:26:40	1.006	-75.18666666666667	291.8
2022-01-12/00:26:41	1.006	-75.18533333333333	291.81
2022-01-12/00:26:42	1.006	-75.184	291.82
2022-01-12/00:26:43	1.006	-75.18266666666666	291.83
2022-01-12/00:26:44	1.006	-75.18133333333333	291.84
2022-01-12/00:26:45	1.006	-75.17999999999999	291.85
2022-01-12/00:26:46	1.006	-75.17866666666666	291.86
2022-01-12/00:26:47	1.006	-75.17733333333332	291.87
2022-01-12/00:26:48	1.006	-75.176	291.88
2022-01-12/00:26:49	1.006	-75.17466666666667	291.89
2022-01-12/00:26:50	1.006	-75.17333333333333	291.9
2022-01-12/00:26:51	1.006	-75.172	291.90999999999997
2022-01-12/00:26:52	1.006	-75.17066666666666	291.92
2022-01-12/00:26:53	1.006	-75.16933333333333	291.93
2022-01-12/00:26:54	1.006	-75.16799999999999	291.94
2022-01-12/00:26:55	1.006	-75.16666666666666	291.95
2022-01-12/00:26:56	1.006	-75.16533333333334	291.96
2022-01-12/00:26:57	1.006	-75.164	291.97
2022-01-12/00:26:58	1.006	-75.16266666666667	291.98
2022-01-12/00:26:59	1.006	-75.16133333333333	291.99
2022-01-12/00:27:00	1.006	-75.16	292.0
2022-01-12/00:27:01	1.006	-75.15866666666666	292.0083333333333
2022-01-12/00:27:02	1.006	-75.15733333333333	292.01666666666665
2022-01-12/00:27:03	1.006	-75.15599999999999	292.025
2022-01-12/00:27:04	1.006	-75.15466666666666	292.03333333333336
2022-01-12/00:27:05	1.006	-75.15333333333334	292.0416666666667
2022-01-12/00:27:06	1.006	-75.152	292.05
2022-01-12/00:27:07	1.006	-75.15066666666667	292.05833333333334
2022-01-12/00:27:08	1.006	-75.14933333333333	292.06666666666666
2022-01-12/00:27:09	1.006	-75.148	292.075
2022-01-12/00:27:10	1.006	-75.14666666666666	292.0833333333333
2022-01-12/00:27:11	1.006	-75.14533333333333	292.09166666666664
2022-01-12/00:27:12	1.006	-75.14399999999999	292.1
2022-01-12/00:27:13	1.006	-75.14266666666667	292.10833333333335
2022-01-12/00:27:14	1.006	-75.14133333333334	292.1166666666667
2022-01-12/00:27:15	1.006	-75.14	292.125
2022-01-12/00:27:16	1.006	-75.13866666666667	292.1333333333333
2022-01-12/00:27:17	1.006	-75.13733333333333	292.14166666666665
2022-01-12/00:27:18	1.006	-75.136	292.15
2022-01-12/00:27:19	1.006	-75.13466666666666	292.15833333333336
2022-01-12/00:27:20	1.006	-75.13333333333333	292.1666666666667
2022-01-12/00:27:21	1.006	-75.13199999999999	292.175
2022-01-12/00:27:22	1.006	-75.13066666666667	292.18333333333334
2022-01-12/00:27:23	1.006	-75.12933333333334	292.19166666666666
2022-01-12/00:27:24	1.006	-75.128	292.2
2022-01-12/00:27:25	1.006	-75.12666666666667	292.2083333333333
2022-01-12/00:27:26	1.006	-75.12533333333333	292.21666666666664
2022-01-12/00:27:27	1.006	-75.124	292.225
2022-01-12/00:27:28	1.006	-75.12266666666666	292.23333333333335
2022-01-12/00:27:29	1.006	-75.12133333333333	292.2416666666667
2022-01-12/00:27:30	1.006	-75.12	292.25
2022-01-12/00:27:31	1.006	-75.11866666666667	292.2583333333333
2022-01-12/00:27:32	1.006	-75.11733333333333	292.26666666666665
2022-01-12/00:27:33	1.006	-75.116	292.275
2022-01-12/00:27:34	1.006	-75.11466666666666	292.28333333333336
2022-01-12/00:27:35	1.006	-75.11333333333333	292.2916666666667
2022-01-12/00:27:36	1.006	-75.112	292.3
2022-01-12/00:27:37	1.006	-75.11066666666666	292.30833333333334
2022-01-12/00:27:38	1.006	-75.10933333333332	292.31666666666666
2022-01-12/00:27:39	1.006	-75.108	292.325
2022-01-12/00:27:40	1.006	-75.10666666666667	292.3333333333333
2022-01-12/00:27:41	1.006	-75.10533333333333	292.34166666666664
2022-01-12/00:27:42	1.006	-75.104	292.35
2022-01-12/00:27:43	1.006	-75.10266666666666	292.35833333333335
2022-01-12/00:27:44	1.006	-75.10133333333333	292.3666666666667
2022-01-12/00:27:45	1.006	-75.1	292.375
2022-01-12/00:27:46	1.006	-75.09866666666666	292.3833333333333
2022-01-12/00:27:47	1.006	-75.09733333333332	292.39166666666665
2022-01-12/00:27:48	1.006	-75.096	292.4
2022-01-12/00:27:49	1.006	-75.09466666666667	292.40833333333336
2022-01-12/00:27:50	1.006	-75.09333333333333	292.4166666666667
2022-01-12/00:27:51	1.006	-75.092	292.425
2022-01-12/00:27:52	1.006	-75.09066666666666	292.43333333333334
2022-01-12/00:27:53	1.006	-75.08933333333333	292.44166666666666
2022-01-12/00:27:54	1.006	-75.088	292.45
2022-01-12/00:27:55	1.006	-75.08666666666666	292.4583333333333
2022-01-12/00:27:56	1.006	-75.08533333333334	292.46666666666664
2022-01-12/00:27:57	1.006	-75.084	292.475
2022-01-12/00:27:58	1.006	-75.08266666666667	292.48333333333335
2022-01-12/00:27:59	1.006	-75.08133333333333	292.4916666666667
2022-01-12/00:28:00	1.006	-75.08	292.5
2022-01-12/00:28:01	1.006	-75.07866666666666	292.51
2022-01-12/00:28:02	1.006	-75.07733333333333	292.52
2022-01-12/00:28:03	1.006	-75.076	292.53
2022-01-12/00:28:04	1.006	-75.07466666666666	292.54
2022-01-12/00:28:05	1.006	-75.07333333333334	292.55
2022-01-12/00:28:06	1.006	-75.072	292.56
2022-01-12/00:28:07	1.006	-75.07066666666667	292.57
2022-01-12/00:28:08	1.006	-75.06933333333333	292.58
2022-01-12/00:28:09	1.006	-75.068	292.59000000000003
2022-01-12/00:28:10	1.006	-75.06666666666666	292.6
2022-01-12/00:28:11	1.006	-75.06533333333333	292.61
2022-01-12/00:28:12	1.006	-75.064	292.62
2022-01-12/00:28:13	1.006	-75.06266666666667	292.63
2022-01-12/00:28:14	1.006	-75.06133333333334	292.64
2022-01-12/00:28:15	1.006	-75.06	292.65
2022-01-12/00:28:16	1.006	-75.05866666666667	292.66
2022-01-12/00:28:17	1.006	-75.05733333333333	292.67
2022-01-12/00:28:18	1.006	-75.056	292.68
2022-01-12/00:28:19	1.006	-75.05466666666666	292.69
2022-01-12/00:28:20	1.006	-75.05333333333333	292.7
2022-01-12/00:28:21	1.006	-75.05199999999999	292.71000000000004
2022-01-12/00:28:22	1.006	-75.05066666666667	292.72
2022-01-12/00:28:23	1.006	-75.04933333333334	292.73
2022-01-12/00:28:24	1.006	-75.048	292.74
2022-01-12/00:28:25	1.006	-75.04666666666667	292.75
2022-01-12/00:28:26	1.006	-75.04533333333333	292.76
2022-01-12/00:28:27	1.006	-75.044	292.77
2022-01-12/00:28:28	1.006	-75.04266666666666	292.78000000000003
2022-01-12/00:28:29	1.006	-75.04133333333333	292.79
2022-01-12/00:28:30	1.006	-75.03999999999999	292.8
2022-01-12/00:28:31	1.006	-75.03866666666667	292.81
2022-01-12/00:28:32	1.006	-75.03733333333334	292.82
2022-01-12/00:28:33	1.006	-75.036	292.83000000000004
2022-01-12/00:28:34	1.006	-75.03466666666667	292.84000000000003
2022-01-12/00:28:35	1.006	-75.03333333333333	292.85
2022-01-12/00:28:36	1.006	-75.032	292.86
2022-01-12/00:28:37	1.006	-75.03066666666666	292.87
2022-01-12/00:28:38	1.006	-75.02933333333333	292.88
2022-01-12/00:28:39	1.006	-75.028	292.89
2022-01-12/00:28:40	1.006	-75.02666666666667	292.90000000000003
2022-01-12/00:28:41	1.006	-75.02533333333334	292.91
2022-01-12/00:28:42	1.006	-75.024	292.92
2022-01-12/00:28:43	1.006	-75.02266666666667	292.93
2022-01-12/00:28:44	1.006	-75.02133333333333	292.94
2022-01-12/00:28:45	1.006	-75.02	292.95000000000005
2022-01-12/00:28:46	1.006	-75.01866666666666	292.96000000000004
2022-01-12/00:28:47	1.006	-75.01733333333333	292.97
2022-01-12/00:28:48	1.006	-75.016	292.98
2022-01-12/00:28:49	1.006	-75.01466666666667	292.99
2022-01-12/00:28:50	1.006	-75.01333333333334	293.0
2022-01-12/00:28:51	1.006	-75.012	293.01
2022-01-12/00:28:52	1.006	-75.01066666666667	293.02000000000004
2022-01-12/00:28:53	1.006	-75.00933333333333	293.03000000000003
2022-01-12/00:28:54	1.006	-75.008	293.04
2022-01-12/00:28:55	1.006	-75.00666666666666	293.05
2022-01-12/00:28:56	1.006	-75.00533333333334	293.06
2022-01-12/00:28:57	1.006	-75.004	293.07000000000005
2022-01-12/00:28:58	1.006	-75.00266666666667	293.08000000000004
2022-01-12/00:28:59	1.006	-75.00133333333333	293.09000000000003
2022-01-12/00:29:00	1.006	-75.0	293.1
2022-01-12/00:29:01	1.006	-74.99866666666667	293.10833333333335
2022-01-12/00:29:02	1.006	-74.99733333333333	293.1166666666667
2022-01-12/00:29:03	1.006	-74.996	293.125
2022-01-12/00:29:04	1.006	-74.99466666666666	293.1333333333334
2022-01-12/00:29:05	1.006	-74.99333333333334	293.1416666666667
2022-01-12/00:29:06	1.006	-74.992	293.15000000000003
2022-01-12/00:29:07	1.006	-74.99066666666667	293.15833333333336
2022-01-12/00:29:08	1.006	-74.98933333333333	293.1666666666667
2022-01-12/00:29:09	1.006	-74.988	293.175
2022-01-12/00:29:10	1.006	-74.98666666666666	293.18333333333334
2022-01-12/00:29:11	1.006	-74.98533333333333	293.19166666666666
2022-01-12/00:29:12	1.006	-74.984	293.20000000000005
2022-01-12/00:29:13	1.006	-74.98266666666667	293.20833333333337
2022-01-12/00:29:14	1.006	-74.98133333333334	293.2166666666667
2022-01-12/00:29:15	1.006	-74.98	293.225
2022-01-12/00:29:16	1.006	-74.97866666666667	293.23333333333335
2022-01-12/00:29:17	1.006	-74.97733333333333	293.2416666666667
2022-01-12/00:29:18	1.006	-74.976	293.25
2022-01-12/00:29:19	1.006	-74.97466666666666	293.2583333333334
2022-01-12/00:29:20	1.006	-74.97333333333333	293.2666666666667
2022-01-12/00:29:21	1.006	-74.972	293.27500000000003
2022-01-12/00:29:22	1.006	-74.97066666666667	293.28333333333336
2022-01-12/00:29:23	1.006	-74.96933333333334	293.2916666666667
2022-01-12/00:29:24	1.006	-74.968	293.3
2022-01-12/00:29:25	1.006	-74.96666666666667	293.30833333333334
2022-01-12/00:29:26	1.006	-74.96533333333333	293.31666666666666
2022-01-12/00:29:27	1.006	-74.964	293.32500000000005
2022-01-12/00:29:28	1.006	-74.96266666666666	293.33333333333337
2022-01-12/00:29:29	1.006	-74.96133333333333	293.3416666666667
2022-01-12/00:29:30	1.006	-74.96000000000001	293.35
2022-01-12/00:29:31	1.006	-74.95866666666667	293.35833333333335
2022-01-12/00:29:32	1.006	-74.95733333333334	293.3666666666667
2022-01-12/00:29:33	1.006	-74.956	293.375
2022-01-12/00:29:34	1.006	-74.95466666666667	293.3833333333334
2022-01-12/00:29:35	1.006	-74.95333333333333	293.3916666666667
2022-01-12/00:29:36	1.006	-74.952	293.40000000000003
2022-01-12/00:29:37	1.006	-74.95066666666666	293.40833333333336
2022-01-12/00:29:38	1.006	-74.94933333333333	293.4166666666667
2022-01-12/00:29:39	1.006	-74.94800000000001	293.425
2022-01-12/00:29:40	1.006	-74.94666666666667	293.43333333333334
2022-01-12/00:29:41	1.006	-74.94533333333334	293.44166666666666
2022-01-12/00:29:42	1.006	-74.944	293.45000000000005
2022-01-12/00:29:43	1.006	-74.94266666666667	293.45833333333337
2022-01-12/00:29:44	1.006	-74.94133333333333	293.4666666666667
2022-01-12/00:29:45	1.006	-74.94	293.475
2022-01-12/00:29:46	1.006	-74.93866666666666	293.48333333333335
2022-01-12/00:29:47	1.006	-74.93733333333333	293.4916666666667
2022-01-12/00:29:48	1.006	-74.936	293.5
2022-01-12/00:29:49	1.006	-74.93466666666667	293.5083333333334
2022-01-12/00:29:50	1.006	-74.93333333333334	293.5166666666667
2022-01-12/00:29:51	1.006	-74.932	293.52500000000003
2022-01-12/00:29:52	1.006	-74.93066666666667	293.53333333333336
2022-01-12/00:29:53	1.006	-74.92933333333333	293.5416666666667
2022-01-12/00:29:54	1.006	-74.928	293.55
2022-01-12/00:29:55	1.006	-74.92666666666666	293.55833333333334
2022-01-12/00:29:56	1.006	-74.92533333333334	293.56666666666666
2022-01-12/00:29:57	1.006	-74.924	293.57500000000005
2022-01-12/00:29:58	1.006	-74.92266666666667	293.58333333333337
2022-01-12/00:29:59	1.006	-74.92133333333334	293.5916666666667
2022-01-12/00:30:00	1.006	-74.92	293.6
2022-01-12/00:30:01	1.006	-74.91866666666667	293.61
2022-01-12/00:30:02	1.006	-74.91733333333333	293.62
2022-01-12/00:30:03	1.006	-74.916	293.63
2022-01-12/00:30:04	1.006	-74.91466666666666	293.64000000000004
2022-01-12/00:30:05	1.006	-74.91333333333334	293.65000000000003
2022-01-12/00:30:06	1.006	-74.912	293.66
2022-01-12/00:30:07	1.006	-74.91066666666667	293.67
2022-01-12/00:30:08	1.006	-74.90933333333334	293.68
2022-01-12/00:30:09	1.006	-74.908	293.69
2022-01-12/00:30:10	1.006	-74.90666666666667	293.70000000000005
2022-01-12/00:30:11	1.006	-74.90533333333333	293.71000000000004
2022-01-12/00:30:12	1.006	-74.904	293.72
2022-01-12/00:30:13	1.006	-74.90266666666668	293.73
2022-01-12/00:30:14	1.006	-74.90133333333334	293.74
2022-01-12/00:30:15	1.006	-74.9	293.75
2022-01-12/00:30:16	1.006	-74.89866666666667	293.76
2022-01-12/00:30:17	1.006	-74.89733333333334	293.77000000000004
2022-01-12/00:30:18	1.006	-74.896	293.78000000000003
2022-01-12/00:30:19	1.006	-74.89466666666667	293.79
2022-01-12/00:30:20	1.006	-74.89333333333333	293.8
2022-01-12/00:30:21	1.006	-74.892	293.81
2022-01-12/00:30:22	1.006	-74.89066666666668	293.82
2022-01-12/00:30:23	1.006	-74.88933333333334	293.83
2022-01-12/00:30:24	1.006	-74.888	293.84000000000003
2022-01-12/00:30:25	1.006	-74.88666666666667	293.85
2022-01-12/00:30:26	1.006	-74.88533333333334	293.86
2022-01-12/00:30:27	1.006	-74.884	293.87
2022-01-12/00:30:28	1.006	-74.88266666666667	293.88
2022-01-12/00:30:29	1.006	-74.88133333333333	293.89
2022-01-12/00:30:30	1.006	-74.88	293.9
2022-01-12/00:30:31	1.006	-74.87866666666667	293.91
2022-01-12/00:30:32	1.006	-74.87733333333334	293.92
2022-01-12/00:30:33	1.006	-74.876	293.93
2022-01-12/00:30:34	1.006	-74.87466666666667	293.94
2022-01-12/00:30:35	1.006	-74.87333333333333	293.95
2022-01-12/00:30:36	1.006	-74.872	293.96
2022-01-12/00:30:37	1.006	-74.87066666666666	293.97
2022-01-12/00:30:38	1.006	-74.86933333333333	293.98
2022-01-12/00:30:39	1.006	-74.86800000000001	293.99
2022-01-12/00:30:40	1.006	-74.86666666666667	294.0
2022-01-12/00:30:41	1.006	-74.86533333333334	294.01
2022-01-12/00:30:42	1.006	-74.864	294.02
2022-01-12/00:30:43	1.006	-74.86266666666667	294.03
2022-01-12/00:30:44	1.006	-74.86133333333333	294.04
2022-01-12/00:30:45	1.006	-74.86	294.05
2022-01-12/00:30:46	1.006	-74.85866666666666	294.06
2022-01-12/00:30:47	1.006	-74.85733333333333	294.07
2022-01-12/00:30:48	1.006	-74.85600000000001	294.08
2022-01-12/00:30:49	1.006	-74.85466666666667	294.09
2022-01-12/00:30:50	1.006	-74.85333333333334	294.1
2022-01-12/00:30:51	1.006	-74.852	294.11
2022-01-12/00:30:52	1.006	-74.85066666666667	294.12
2022-01-12/00:30:53	1.006	-74.84933333333333	294.13
2022-01-12/00:30:54	1.006	-74.848	294.14
2022-01-12/00:30:55	1.006	-74.84666666666666	294.15
2022-01-12/00:30:56	1.006	-74.84533333333334	294.15999999999997
2022-01-12/00:30:57	1.006	-74.84400000000001	294.17
2022-01-12/00:30:58	1.006	-74.84266666666667	294.18
2022-01-12/00:30:59	1.006	-74.84133333333334	294.19
2022-01-12/00:31:00	1.006	-74.84	294.2
2022-01-12/00:31:01	1.006	-74.83866666666667	294.2083333333333
2022-01-12/00:31:02	1.006	-74.83733333333333	294.21666666666664
2022-01-12/00:31:03	1.006	-74.836	294.22499999999997
2022-01-12/00:31:04	1.006	-74.83466666666666	294.23333333333335
2022-01-12/00:31:05	1.006	-74.83333333333334	294.2416666666667
2022-01-12/00:31:06	1.006	-74.83200000000001	294.25
2022-01-12/00:31:07	1.006	-74.83066666666667	294.2583333333333
2022-01-12/00:31:08	1.006	-74.82933333333334	294.26666666666665
2022-01-12/00:31:09	1.006	-74.828	294.275
2022-01-12/00:31:10	1.006	-74.82666666666667	294.2833333333333
2022-01-12/00:31:11	1.006	-74.82533333333333	294.29166666666663
2022-01-12/00:31:12	1.006	-74.824	294.3
2022-01-12/00:31:13	1.006	-74.82266666666668	294.30833333333334
2022-01-12/00:31:14	1.006	-74.82133333333334	294.31666666666666
2022-01-12/00:31:15	1.006	-74.82000000000001	294.325
2022-01-12/00:31:16	1.006	-74.81866666666667	294.3333333333333
2022-01-12/00:31:17	1.006	-74.81733333333334	294.34166666666664
2022-01-12/00:31:18	1.006	-74.816	294.34999999999997
2022-01-12/00:31:19	1.006	-74.81466666666667	294.35833333333335
2022-01-12/00:31:20	1.006	-74.81333333333333	294.3666666666667
2022-01-12/00:31:21	1.006	-74.812	294.375
2022-01-12/00:31:22	1.006	-74.81066666666668	294.3833333333333
2022-01-12/00:31:23	1.006	-74.80933333333334	294.39166666666665
2022-01-12/00:31:24	1.006	-74.808	294.4
2022-01-12/00:31:25	1.006	-74.80666666666667	294.4083333333333
2022-01-12/00:31:26	1.006	-74.80533333333334	294.41666666666663
2022-01-12/00:31:27	1.006	-74.804	294.425
2022-01-12/00:31:28	1.006	-74.80266666666667	294.43333333333334
2022-01-12/00:31:29	1.006	-74.80133333333333	294.44166666666666
2022-01-12/00:31:30	1.006	-74.80000000000001	294.45
2022-01-12/00:31:31	1.006	-74.79866666666668	294.4583333333333
2022-01-12/00:31:32	1.006	-74.79733333333334	294.46666666666664
2022-01-12/00:31:33	1.006	-74.796	294.47499999999997
2022-01-12/00:31:34	1.006	-74.79466666666667	294.48333333333335
2022-01-12/00:31:35	1.006	-74.79333333333334	294.4916666666667
2022-01-12/00:31:36	1.006	-74.792	294.5
2022-01-12/00:31:37	1.006	-74.79066666666667	294.5083333333333
2022-01-12/00:31:38	1.006	-74.78933333333333	294.51666666666665
2022-01-12/00:31:39	1.006	-74.78800000000001	294.525
2022-01-12/00:31:40	1.006	-74.78666666666668	294.5333333333333
2022-01-12/00:31:41	1.006	-74.78533333333334	294.54166666666663
2022-01-12/00:31:42	1.006	-74.784	294.55
2022-01-12/00:31:43	1.006	-74.78266666666667	294.55833333333334
2022-01-12/00:31:44	1.006	-74.78133333333334	294.56666666666666
2022-01-12/00:31:45	1.006	-74.78	294.575
2022-01-12/00:31:46	1.006	-74.77866666666667	294.5833333333333
2022-01-12/00:31:47	1.006	-74.77733333333333	294.59166666666664
2022-01-12/00:31:48	1.006	-74.77600000000001	294.59999999999997
2022-01-12/00:31:49	1.006	-74.77466666666668	294.60833333333335
2022-01-12/00:31:50	1.006	-74.77333333333334	294.6166666666667
2022-01-12/00:31:51	1.006	-74.772	294.625
2022-01-12/00:31:52	1.006	-74.77066666666667	294.6333333333333
2022-01-12/00:31:53	1.006	-74.76933333333334	294.64166666666665
2022-01-12/00:31:54	1.006	-74.768	294.65
2022-01-12/00:31:55	1.006	-74.76666666666667	294.6583333333333
2022-01-12/00:31:56	1.006	-74.76533333333334	294.66666666666663
2022-01-12/00:31:57	1.006	-74.76400000000001	294.675
2022-01-12/00:31:58	1.006	-74.76266666666668	294.68333333333334
2022-01-12/00:31:59	1.006	-74.76133333333334	294.69166666666666
2022-01-12/00:32:00	1.006	-74.76	294.7
2022-01-12/00:32:01	1.006	-74.75866666666667	294.71
2022-01-12/00:32:02	1.006	-74.75733333333334	294.71999999999997
2022-01-12/00:32:03	1.006	-74.756	294.73
2022-01-12/00:32:04	1.006	-74.75466666666667	294.74
2022-01-12/00:32:05	1.006	-74.75333333333334	294.75
2022-01-12/00:32:06	1.006	-74.75200000000001	294.76
2022-01-12/00:32:07	1.006	-74.75066666666667	294.77
2022-01-12/00:32:08	1.006	-74.74933333333334	294.78
2022-01-12/00:32:09	1.006	-74.748	294.78999999999996
2022-01-12/00:32:10	1.006	-74.74666666666667	294.8
2022-01-12/00:32:11	1.006	-74.74533333333333	294.81
2022-01-12/00:32:12	1.006	-74.744	294.82
2022-01-12/00:32:13	1.006	-74.74266666666668	294.83
2022-01-12/00:32:14	1.006	-74.74133333333334	294.84
2022-01-12/00:32:15	1.006	-74.74000000000001	294.85
2022-01-12/00:32:16	1.006	-74.73866666666667	294.86
2022-01-12/00:32:17	1.006	-74.73733333333334	294.87
2022-01-12/00:32:18	1.006	-74.736	294.88
2022-01-12/00:32:19	1.006	-74.73466666666667	294.89
2022-01-12/00:32:20	1.006	-74.73333333333333	294.9
2022-01-12/00:32:21	1.006	-74.732	294.90999999999997
2022-01-12/00:32:22	1.006	-74.73066666666668	294.92
2022-01-12/00:32:23	1.006	-74.72933333333334	294.93
2022-01-12/00:32:24	1.006	-74.72800000000001	294.94
2022-01-12/00:32:25	1.006	-74.72666666666667	294.95
2022-01-12/00:32:26	1.006	-74.72533333333334	294.96
2022-01-12/00:32:27	1.006	-74.724	294.97
2022-01-12/00:32:28	1.006	-74.72266666666667	294.98
2022-01-12/00:32:29	1.006	-74.72133333333333	294.99
2022-01-12/00:32:30	1.006	-74.72	295.0
2022-01-12/00:32:31	1.006	-74.71866666666668	295.01
