                    time         Energy    pitch_angle            Daa
2022-01-12/04:03:15        0.02198     88.00 0.0001504
2022-01-12/04:03:15        0.02198     89.00 1.005e-09
2022-01-12/04:03:15        0.02198     89.50     0.000
2022-01-12/04:03:15        0.02595     2.000 2.610e-06
2022-01-12/04:03:15        0.02595     5.000 2.613e-06
2022-01-12/04:03:15        0.02595     8.000 2.593e-06
2022-01-12/04:03:15        0.02595     11.00 2.564e-06
2022-01-12/04:03:15        0.02595     14.00 2.574e-06
2022-01-12/04:03:15        0.02595     17.00 2.574e-06
2022-01-12/04:03:15        0.02595     20.00 2.552e-06
2022-01-12/04:03:15        0.02595     23.00 2.486e-06
2022-01-12/04:03:15        0.02595     26.00 2.361e-06
2022-01-12/04:03:15        0.02595     29.00 2.152e-06
2022-01-12/04:03:15        0.02595     32.00 1.841e-06
2022-01-12/04:03:15        0.02595     35.00 1.505e-06
2022-01-12/04:03:15        0.02595     38.00 1.574e-06
2022-01-12/04:03:15        0.02595     41.00 1.711e-06
2022-01-12/04:03:15        0.02595     44.00 1.896e-06
2022-01-12/04:03:15        0.02595     47.00 2.015e-06
2022-01-12/04:03:15        0.02595     50.00 2.012e-06
2022-01-12/04:03:15        0.02595     52.00 1.962e-06
2022-01-12/04:03:15        0.02595     54.00 1.877e-06
2022-01-12/04:03:15        0.02595     56.00 1.829e-06
2022-01-12/04:03:15        0.02595     58.00 1.776e-06
2022-01-12/04:03:15        0.02595     60.00 1.667e-06
2022-01-12/04:03:15        0.02595     62.00 1.398e-06
2022-01-12/04:03:15        0.02595     64.00 1.380e-06
2022-01-12/04:03:15        0.02595     66.00 1.283e-06
2022-01-12/04:03:15        0.02595     68.00 1.090e-06
2022-01-12/04:03:15        0.02595     70.00 1.450e-06
2022-01-12/04:03:15        0.02595     72.00 2.081e-06
2022-01-12/04:03:15        0.02595     74.00 3.420e-06
2022-01-12/04:03:15        0.02595     76.00 4.923e-06
2022-01-12/04:03:15        0.02595     78.00 8.350e-06
2022-01-12/04:03:15        0.02595     80.00 1.569e-05
2022-01-12/04:03:15        0.02595     82.00 3.129e-05
2022-01-12/04:03:15        0.02595     84.00 8.124e-05
2022-01-12/04:03:15        0.02595     85.00 0.0001522
2022-01-12/04:03:15        0.02595     86.00 0.0003341
2022-01-12/04:03:15        0.02595     87.00 0.0005480
2022-01-12/04:03:15        0.02595     88.00 0.0002541
2022-01-12/04:03:15        0.02595     89.00 1.241e-09
2022-01-12/04:03:15        0.02595     89.50     0.000
2022-01-12/04:03:15        0.03000     2.000 3.361e-06
2022-01-12/04:03:15        0.03000     5.000 3.381e-06
2022-01-12/04:03:15        0.03000     8.000 3.381e-06
2022-01-12/04:03:15        0.03000     11.00 3.356e-06
2022-01-12/04:03:15        0.03000     14.00 3.296e-06
2022-01-12/04:03:15        0.03000     17.00 3.195e-06
2022-01-12/04:03:15        0.03000     20.00 3.043e-06
2022-01-12/04:03:15        0.03000     23.00 2.855e-06
2022-01-12/04:03:15        0.03000     26.00 2.770e-06
2022-01-12/04:03:15        0.03000     29.00 2.724e-06
2022-01-12/04:03:15        0.03000     32.00 2.595e-06
2022-01-12/04:03:15        0.03000     35.00 2.346e-06
2022-01-12/04:03:15        0.03000     38.00 1.938e-06
2022-01-12/04:03:15        0.03000     41.00 1.529e-06
2022-01-12/04:03:15        0.03000     44.00 1.657e-06
2022-01-12/04:03:15        0.03000     47.00 1.842e-06
2022-01-12/04:03:15        0.03000     50.00 2.046e-06
2022-01-12/04:03:15        0.03000     52.00 2.041e-06
2022-01-12/04:03:15        0.03000     54.00 2.026e-06
2022-01-12/04:03:15        0.03000     56.00 1.960e-06
2022-01-12/04:03:15        0.03000     58.00 1.871e-06
2022-01-12/04:03:15        0.03000     60.00 1.839e-06
2022-01-12/04:03:15        0.03000     62.00 1.783e-06
2022-01-12/04:03:15        0.03000     64.00 1.515e-06
2022-01-12/04:03:15        0.03000     66.00 1.494e-06
2022-01-12/04:03:15        0.03000     68.00 1.455e-06
2022-01-12/04:03:15        0.03000     70.00 1.381e-06
2022-01-12/04:03:15        0.03000     72.00 1.874e-06
2022-01-12/04:03:15        0.03000     74.00 2.933e-06
2022-01-12/04:03:15        0.03000     76.00 4.753e-06
2022-01-12/04:03:15        0.03000     78.00 7.679e-06
2022-01-12/04:03:15        0.03000     80.00 1.442e-05
2022-01-12/04:03:15        0.03000     82.00 2.865e-05
2022-01-12/04:03:15        0.03000     84.00 7.481e-05
2022-01-12/04:03:15        0.03000     85.00 0.0001367
2022-01-12/04:03:15        0.03000     86.00 0.0003051
2022-01-12/04:03:15        0.03000     87.00 0.0006307
2022-01-12/04:03:15        0.03000     88.00 0.0003790
2022-01-12/04:03:15        0.03000     89.00 1.089e-09
2022-01-12/04:03:15        0.03000     89.50     0.000
2022-01-12/04:03:15        0.03542     2.000 4.395e-06
2022-01-12/04:03:15        0.03542     5.000 4.351e-06
2022-01-12/04:03:15        0.03542     8.000 4.226e-06
2022-01-12/04:03:15        0.03542     11.00 4.044e-06
2022-01-12/04:03:15        0.03542     14.00 3.933e-06
2022-01-12/04:03:15        0.03542     17.00 3.937e-06
2022-01-12/04:03:15        0.03542     20.00 3.909e-06
2022-01-12/04:03:15        0.03542     23.00 3.834e-06
2022-01-12/04:03:15        0.03542     26.00 3.684e-06
2022-01-12/04:03:15        0.03542     29.00 3.437e-06
2022-01-12/04:03:15        0.03542     32.00 3.096e-06
2022-01-12/04:03:15        0.03542     35.00 2.923e-06
2022-01-12/04:03:15        0.03542     38.00 2.795e-06
2022-01-12/04:03:15        0.03542     41.00 2.494e-06
2022-01-12/04:03:15        0.03542     44.00 1.953e-06
2022-01-12/04:03:15        0.03542     47.00 1.597e-06
2022-01-12/04:03:15        0.03542     50.00 1.766e-06
2022-01-12/04:03:15        0.03542     52.00 1.900e-06
2022-01-12/04:03:15        0.03542     54.00 2.055e-06
2022-01-12/04:03:15        0.03542     56.00 2.068e-06
2022-01-12/04:03:15        0.03542     58.00 2.039e-06
2022-01-12/04:03:15        0.03542     60.00 1.944e-06
2022-01-12/04:03:15        0.03542     62.00 1.918e-06
2022-01-12/04:03:15        0.03542     64.00 1.878e-06
2022-01-12/04:03:15        0.03542     66.00 1.703e-06
2022-01-12/04:03:15        0.03542     68.00 1.669e-06
2022-01-12/04:03:15        0.03542     70.00 1.717e-06
2022-01-12/04:03:15        0.03542     72.00 1.826e-06
2022-01-12/04:03:15        0.03542     74.00 2.577e-06
2022-01-12/04:03:15        0.03542     76.00 4.554e-06
2022-01-12/04:03:15        0.03542     78.00 7.007e-06
2022-01-12/04:03:15        0.03542     80.00 1.330e-05
2022-01-12/04:03:15        0.03542     82.00 2.705e-05
2022-01-12/04:03:15        0.03542     84.00 6.774e-05
2022-01-12/04:03:15        0.03542     85.00 0.0001234
2022-01-12/04:03:15        0.03542     86.00 0.0002740
2022-01-12/04:03:15        0.03542     87.00 0.0006649
2022-01-12/04:03:15        0.03542     88.00 0.0005870
2022-01-12/04:03:15        0.03542     89.00 9.325e-10
2022-01-12/04:03:15        0.03542     89.50 1.156e-10
2022-01-12/04:03:15        0.04181     2.000 6.933e-06
2022-01-12/04:03:15        0.04181     5.000 6.959e-06
2022-01-12/04:03:15        0.04181     8.000 6.929e-06
2022-01-12/04:03:15        0.04181     11.00 6.827e-06
2022-01-12/04:03:15        0.04181     14.00 6.631e-06
2022-01-12/04:03:15        0.04181     17.00 6.307e-06
2022-01-12/04:03:15        0.04181     20.00 5.823e-06
2022-01-12/04:03:15        0.04181     23.00 5.162e-06
2022-01-12/04:03:15        0.04181     26.00 4.434e-06
2022-01-12/04:03:15        0.04181     29.00 4.269e-06
2022-01-12/04:03:15        0.04181     32.00 4.141e-06
2022-01-12/04:03:15        0.04181     35.00 3.872e-06
2022-01-12/04:03:15        0.04181     38.00 3.425e-06
2022-01-12/04:03:15        0.04181     41.00 3.056e-06
2022-01-12/04:03:15        0.04181     44.00 2.875e-06
2022-01-12/04:03:15        0.04181     47.00 2.431e-06
2022-01-12/04:03:15        0.04181     50.00 1.681e-06
2022-01-12/04:03:15        0.04181     52.00 1.614e-06
2022-01-12/04:03:15        0.04181     54.00 1.745e-06
2022-01-12/04:03:15        0.04181     56.00 1.944e-06
2022-01-12/04:03:15        0.04181     58.00 2.079e-06
2022-01-12/04:03:15        0.04181     60.00 2.079e-06
2022-01-12/04:03:15        0.04181     62.00 2.016e-06
2022-01-12/04:03:15        0.04181     64.00 1.994e-06
2022-01-12/04:03:15        0.04181     66.00 1.987e-06
2022-01-12/04:03:15        0.04181     68.00 1.874e-06
2022-01-12/04:03:15        0.04181     70.00 1.757e-06
2022-01-12/04:03:15        0.04181     72.00 2.100e-06
2022-01-12/04:03:15        0.04181     74.00 2.501e-06
2022-01-12/04:03:15        0.04181     76.00 3.877e-06
2022-01-12/04:03:15        0.04181     78.00 6.742e-06
2022-01-12/04:03:15        0.04181     80.00 1.177e-05
2022-01-12/04:03:15        0.04181     82.00 2.514e-05
2022-01-12/04:03:15        0.04181     84.00 6.175e-05
2022-01-12/04:03:15        0.04181     85.00 0.0001130
2022-01-12/04:03:15        0.04181     86.00 0.0002414
2022-01-12/04:03:15        0.04181     87.00 0.0006443
2022-01-12/04:03:15        0.04181     88.00 0.0007306
2022-01-12/04:03:15        0.04181     89.00 1.622e-06
2022-01-12/04:03:15        0.04181     89.50 4.864e-10
2022-01-12/04:03:15        0.04936     2.000 9.268e-06
2022-01-12/04:03:15        0.04936     5.000 9.304e-06
2022-01-12/04:03:15        0.04936     8.000 9.266e-06
2022-01-12/04:03:15        0.04936     11.00 9.141e-06
2022-01-12/04:03:15        0.04936     14.00 8.914e-06
2022-01-12/04:03:15        0.04936     17.00 8.577e-06
2022-01-12/04:03:15        0.04936     20.00 8.234e-06
2022-01-12/04:03:15        0.04936     23.00 7.999e-06
2022-01-12/04:03:15        0.04936     26.00 7.566e-06
2022-01-12/04:03:15        0.04936     29.00 6.845e-06
2022-01-12/04:03:15        0.04936     32.00 5.775e-06
2022-01-12/04:03:15        0.04936     35.00 4.607e-06
2022-01-12/04:03:15        0.04936     38.00 4.444e-06
2022-01-12/04:03:15        0.04936     41.00 4.115e-06
2022-01-12/04:03:15        0.04936     44.00 3.512e-06
2022-01-12/04:03:15        0.04936     47.00 3.101e-06
2022-01-12/04:03:15        0.04936     50.00 2.768e-06
2022-01-12/04:03:15        0.04936     52.00 2.281e-06
2022-01-12/04:03:15        0.04936     54.00 1.644e-06
2022-01-12/04:03:15        0.04936     56.00 1.621e-06
2022-01-12/04:03:15        0.04936     58.00 1.801e-06
2022-01-12/04:03:15        0.04936     60.00 2.042e-06
2022-01-12/04:03:15        0.04936     62.00 2.089e-06
2022-01-12/04:03:15        0.04936     64.00 2.085e-06
2022-01-12/04:03:15        0.04936     66.00 2.013e-06
2022-01-12/04:03:15        0.04936     68.00 2.085e-06
2022-01-12/04:03:15        0.04936     70.00 1.696e-06
2022-01-12/04:03:15        0.04936     72.00 2.044e-06
2022-01-12/04:03:15        0.04936     74.00 2.522e-06
2022-01-12/04:03:15        0.04936     76.00 3.383e-06
2022-01-12/04:03:15        0.04936     78.00 6.411e-06
2022-01-12/04:03:15        0.04936     80.00 1.061e-05
2022-01-12/04:03:15        0.04936     82.00 2.277e-05
2022-01-12/04:03:15        0.04936     84.00 5.615e-05
2022-01-12/04:03:15        0.04936     85.00 0.0001024
2022-01-12/04:03:15        0.04936     86.00 0.0002139
2022-01-12/04:03:15        0.04936     87.00 0.0005926
2022-01-12/04:03:15        0.04936     88.00 0.0008671
2022-01-12/04:03:15        0.04936     89.00 2.607e-05
2022-01-12/04:03:15        0.04936     89.50 4.790e-10
2022-01-12/04:03:15        0.05827     2.000 1.123e-05
2022-01-12/04:03:15        0.05827     5.000 1.124e-05
2022-01-12/04:03:15        0.05827     8.000 1.121e-05
2022-01-12/04:03:15        0.05827     11.00 1.127e-05
2022-01-12/04:03:15        0.05827     14.00 1.129e-05
2022-01-12/04:03:15        0.05827     17.00 1.123e-05
2022-01-12/04:03:15        0.05827     20.00 1.106e-05
2022-01-12/04:03:15        0.05827     23.00 1.072e-05
2022-01-12/04:03:15        0.05827     26.00 1.014e-05
2022-01-12/04:03:15        0.05827     29.00 9.334e-06
2022-01-12/04:03:15        0.05827     32.00 8.728e-06
2022-01-12/04:03:15        0.05827     35.00 7.991e-06
2022-01-12/04:03:15        0.05827     38.00 6.709e-06
2022-01-12/04:03:15        0.05827     41.00 4.991e-06
2022-01-12/04:03:15        0.05827     44.00 4.596e-06
2022-01-12/04:03:15        0.05827     47.00 4.099e-06
2022-01-12/04:03:15        0.05827     50.00 3.263e-06
2022-01-12/04:03:15        0.05827     52.00 3.062e-06
2022-01-12/04:03:15        0.05827     54.00 2.761e-06
2022-01-12/04:03:15        0.05827     56.00 2.194e-06
2022-01-12/04:03:15        0.05827     58.00 1.529e-06
2022-01-12/04:03:15        0.05827     60.00 1.684e-06
2022-01-12/04:03:15        0.05827     62.00 1.922e-06
2022-01-12/04:03:15        0.05827     64.00 2.076e-06
2022-01-12/04:03:15        0.05827     66.00 2.135e-06
2022-01-12/04:03:15        0.05827     68.00 2.097e-06
2022-01-12/04:03:15        0.05827     70.00 1.748e-06
2022-01-12/04:03:15        0.05827     72.00 1.911e-06
2022-01-12/04:03:15        0.05827     74.00 2.606e-06
2022-01-12/04:03:15        0.05827     76.00 3.322e-06
2022-01-12/04:03:15        0.05827     78.00 5.414e-06
2022-01-12/04:03:15        0.05827     80.00 1.030e-05
2022-01-12/04:03:15        0.05827     82.00 2.108e-05
2022-01-12/04:03:15        0.05827     84.00 5.100e-05
2022-01-12/04:03:15        0.05827     85.00 9.307e-05
2022-01-12/04:03:15        0.05827     86.00 0.0001935
2022-01-12/04:03:15        0.05827     87.00 0.0005365
2022-01-12/04:03:15        0.05827     88.00  0.001097
2022-01-12/04:03:15        0.05827     89.00 7.267e-05
2022-01-12/04:03:15        0.05827     89.50 6.200e-10
2022-01-12/04:03:15        0.06879     2.000 1.606e-05
2022-01-12/04:03:15        0.06879     5.000 1.614e-05
2022-01-12/04:03:15        0.06879     8.000 1.612e-05
2022-01-12/04:03:15        0.06879     11.00 1.597e-05
2022-01-12/04:03:15        0.06879     14.00 1.563e-05
2022-01-12/04:03:15        0.06879     17.00 1.506e-05
2022-01-12/04:03:15        0.06879     20.00 1.421e-05
2022-01-12/04:03:15        0.06879     23.00 1.313e-05
2022-01-12/04:03:15        0.06879     26.00 1.250e-05
2022-01-12/04:03:15        0.06879     29.00 1.226e-05
2022-01-12/04:03:15        0.06879     32.00 1.171e-05
2022-01-12/04:03:15        0.06879     35.00 1.073e-05
2022-01-12/04:03:15        0.06879     38.00 9.464e-06
2022-01-12/04:03:15        0.06879     41.00 8.597e-06
2022-01-12/04:03:15        0.06879     44.00 6.923e-06
2022-01-12/04:03:15        0.06879     47.00 4.885e-06
2022-01-12/04:03:15        0.06879     50.00 4.510e-06
2022-01-12/04:03:15        0.06879     52.00 3.970e-06
2022-01-12/04:03:15        0.06879     54.00 3.254e-06
2022-01-12/04:03:15        0.06879     56.00 3.021e-06
2022-01-12/04:03:15        0.06879     58.00 2.624e-06
2022-01-12/04:03:15        0.06879     60.00 1.890e-06
2022-01-12/04:03:15        0.06879     62.00 1.600e-06
2022-01-12/04:03:15        0.06879     64.00 1.815e-06
2022-01-12/04:03:15        0.06879     66.00 2.107e-06
2022-01-12/04:03:15        0.06879     68.00 2.172e-06
2022-01-12/04:03:15        0.06879     70.00 1.688e-06
2022-01-12/04:03:15        0.06879     72.00 1.860e-06
2022-01-12/04:03:15        0.06879     74.00 2.383e-06
2022-01-12/04:03:15        0.06879     76.00 3.545e-06
2022-01-12/04:03:15        0.06879     78.00 4.734e-06
2022-01-12/04:03:15        0.06879     80.00 9.842e-06
2022-01-12/04:03:15        0.06879     82.00 1.868e-05
2022-01-12/04:03:15        0.06879     84.00 4.810e-05
2022-01-12/04:03:15        0.06879     85.00 8.495e-05
2022-01-12/04:03:15        0.06879     86.00 0.0001775
2022-01-12/04:03:15        0.06879     87.00 0.0004827
2022-01-12/04:03:15        0.06879     88.00  0.001303
2022-01-12/04:03:15        0.06879     89.00 0.0001337
2022-01-12/04:03:15        0.06879     89.50 6.135e-10
2022-01-12/04:03:15        0.08121     2.000 2.930e-05
2022-01-12/04:03:15        0.08121     5.000 2.897e-05
2022-01-12/04:03:15        0.08121     8.000 2.801e-05
2022-01-12/04:03:15        0.08121     11.00 2.633e-05
2022-01-12/04:03:15        0.08121     14.00 2.390e-05
2022-01-12/04:03:15        0.08121     17.00 2.089e-05
2022-01-12/04:03:15        0.08121     20.00 1.894e-05
2022-01-12/04:03:15        0.08121     23.00 1.856e-05
2022-01-12/04:03:15        0.08121     26.00 1.779e-05
2022-01-12/04:03:15        0.08121     29.00 1.649e-05
2022-01-12/04:03:15        0.08121     32.00 1.461e-05
2022-01-12/04:03:15        0.08121     35.00 1.331e-05
2022-01-12/04:03:15        0.08121     38.00 1.274e-05
2022-01-12/04:03:15        0.08121     41.00 1.152e-05
2022-01-12/04:03:15        0.08121     44.00 9.810e-06
2022-01-12/04:03:15        0.08121     47.00 8.547e-06
2022-01-12/04:03:15        0.08121     50.00 6.076e-06
2022-01-12/04:03:15        0.08121     52.00 4.871e-06
2022-01-12/04:03:15        0.08121     54.00 4.524e-06
2022-01-12/04:03:15        0.08121     56.00 3.882e-06
2022-01-12/04:03:15        0.08121     58.00 3.136e-06
2022-01-12/04:03:15        0.08121     60.00 2.859e-06
2022-01-12/04:03:15        0.08121     62.00 2.303e-06
2022-01-12/04:03:15        0.08121     64.00 1.541e-06
2022-01-12/04:03:15        0.08121     66.00 1.747e-06
2022-01-12/04:03:15        0.08121     68.00 2.105e-06
2022-01-12/04:03:15        0.08121     70.00 1.685e-06
2022-01-12/04:03:15        0.08121     72.00 1.688e-06
2022-01-12/04:03:15        0.08121     74.00 2.109e-06
2022-01-12/04:03:15        0.08121     76.00 3.165e-06
2022-01-12/04:03:15        0.08121     78.00 4.870e-06
2022-01-12/04:03:15        0.08121     80.00 8.555e-06
2022-01-12/04:03:15        0.08121     82.00 1.688e-05
2022-01-12/04:03:15        0.08121     84.00 4.432e-05
2022-01-12/04:03:15        0.08121     85.00 7.688e-05
2022-01-12/04:03:15        0.08121     86.00 0.0001612
2022-01-12/04:03:15        0.08121     87.00 0.0004281
2022-01-12/04:03:15        0.08121     88.00  0.001445
2022-01-12/04:03:15        0.08121     89.00 0.0002096
2022-01-12/04:03:15        0.08121     89.50 8.703e-10
2022-01-12/04:03:15         0.1000     2.000 5.838e-05
2022-01-12/04:03:15         0.1000     5.000 5.788e-05
2022-01-12/04:03:15         0.1000     8.000 5.621e-05
2022-01-12/04:03:15         0.1000     11.00 5.335e-05
2022-01-12/04:03:15         0.1000     14.00 4.938e-05
2022-01-12/04:03:15         0.1000     17.00 4.540e-05
2022-01-12/04:03:15         0.1000     20.00 4.366e-05
2022-01-12/04:03:15         0.1000     23.00 4.073e-05
2022-01-12/04:03:15         0.1000     26.00 3.612e-05
2022-01-12/04:03:15         0.1000     29.00 2.954e-05
2022-01-12/04:03:15         0.1000     32.00 2.192e-05
2022-01-12/04:03:15         0.1000     35.00 2.015e-05
2022-01-12/04:03:15         0.1000     38.00 1.832e-05
2022-01-12/04:03:15         0.1000     41.00 1.535e-05
2022-01-12/04:03:15         0.1000     44.00 1.376e-05
2022-01-12/04:03:15         0.1000     47.00 1.240e-05
2022-01-12/04:03:15         0.1000     50.00 1.006e-05
2022-01-12/04:03:15         0.1000     52.00 9.088e-06
2022-01-12/04:03:15         0.1000     54.00 7.350e-06
2022-01-12/04:03:15         0.1000     56.00 5.012e-06
2022-01-12/04:03:15         0.1000     58.00 4.555e-06
2022-01-12/04:03:15         0.1000     60.00 3.863e-06
2022-01-12/04:03:15         0.1000     62.00 3.026e-06
2022-01-12/04:03:15         0.1000     64.00 2.730e-06
2022-01-12/04:03:15         0.1000     66.00 1.953e-06
2022-01-12/04:03:15         0.1000     68.00 1.656e-06
2022-01-12/04:03:15         0.1000     70.00 1.474e-06
2022-01-12/04:03:15         0.1000     72.00 1.634e-06
2022-01-12/04:03:15         0.1000     74.00 1.767e-06
2022-01-12/04:03:15         0.1000     76.00 2.797e-06
2022-01-12/04:03:15         0.1000     78.00 4.761e-06
2022-01-12/04:03:15         0.1000     80.00 7.243e-06
2022-01-12/04:03:15         0.1000     82.00 1.607e-05
2022-01-12/04:03:15         0.1000     84.00 3.899e-05
2022-01-12/04:03:15         0.1000     85.00 6.988e-05
2022-01-12/04:03:15         0.1000     86.00 0.0001434
2022-01-12/04:03:15         0.1000     87.00 0.0003710
2022-01-12/04:03:15         0.1000     88.00  0.001478
2022-01-12/04:03:15         0.1000     89.00 0.0004397
2022-01-12/04:03:15         0.1000     89.50 8.777e-10
2022-01-12/04:03:15         0.1132     2.000 8.085e-05
2022-01-12/04:03:15         0.1132     5.000 8.119e-05
2022-01-12/04:03:15         0.1132     8.000 8.087e-05
2022-01-12/04:03:15         0.1132     11.00 7.971e-05
2022-01-12/04:03:15         0.1132     14.00 7.746e-05
2022-01-12/04:03:15         0.1132     17.00 7.368e-05
2022-01-12/04:03:15         0.1132     20.00 6.795e-05
2022-01-12/04:03:15         0.1132     23.00 5.986e-05
2022-01-12/04:03:15         0.1132     26.00 5.042e-05
2022-01-12/04:03:15         0.1132     29.00 4.612e-05
2022-01-12/04:03:15         0.1132     32.00 4.054e-05
2022-01-12/04:03:15         0.1132     35.00 3.189e-05
2022-01-12/04:03:15         0.1132     38.00 2.196e-05
2022-01-12/04:03:15         0.1132     41.00 2.026e-05
2022-01-12/04:03:15         0.1132     44.00 1.727e-05
2022-01-12/04:03:15         0.1132     47.00 1.418e-05
2022-01-12/04:03:15         0.1132     50.00 1.283e-05
2022-01-12/04:03:15         0.1132     52.00 1.114e-05
2022-01-12/04:03:15         0.1132     54.00 9.653e-06
2022-01-12/04:03:15         0.1132     56.00 8.143e-06
2022-01-12/04:03:15         0.1132     58.00 5.632e-06
2022-01-12/04:03:15         0.1132     60.00 4.553e-06
2022-01-12/04:03:15         0.1132     62.00 3.890e-06
2022-01-12/04:03:15         0.1132     64.00 2.999e-06
2022-01-12/04:03:15         0.1132     66.00 2.670e-06
2022-01-12/04:03:15         0.1132     68.00 1.834e-06
2022-01-12/04:03:15         0.1132     70.00 1.224e-06
2022-01-12/04:03:15         0.1132     72.00 1.514e-06
2022-01-12/04:03:15         0.1132     74.00 1.722e-06
2022-01-12/04:03:15         0.1132     76.00 2.329e-06
2022-01-12/04:03:15         0.1132     78.00 4.444e-06
2022-01-12/04:03:15         0.1132     80.00 6.965e-06
2022-01-12/04:03:15         0.1132     82.00 1.526e-05
2022-01-12/04:03:15         0.1132     84.00 3.749e-05
2022-01-12/04:03:15         0.1132     85.00 6.628e-05
2022-01-12/04:03:15         0.1132     86.00 0.0001342
2022-01-12/04:03:15         0.1132     87.00 0.0003452
2022-01-12/04:03:15         0.1132     88.00  0.001409
2022-01-12/04:03:15         0.1132     89.00 0.0006498
2022-01-12/04:03:15         0.1132     89.50 8.228e-10
2022-01-12/04:03:15         0.1336     2.000 0.0001453
2022-01-12/04:03:15         0.1336     5.000 0.0001445
2022-01-12/04:03:15         0.1336     8.000 0.0001413
2022-01-12/04:03:15         0.1336     11.00 0.0001351
2022-01-12/04:03:15         0.1336     14.00 0.0001257
2022-01-12/04:03:15         0.1336     17.00 0.0001128
2022-01-12/04:03:15         0.1336     20.00 9.872e-05
2022-01-12/04:03:15         0.1336     23.00 9.425e-05
2022-01-12/04:03:15         0.1336     26.00 8.973e-05
2022-01-12/04:03:15         0.1336     29.00 8.191e-05
2022-01-12/04:03:15         0.1336     32.00 6.964e-05
2022-01-12/04:03:15         0.1336     35.00 5.400e-05
2022-01-12/04:03:15         0.1336     38.00 4.699e-05
2022-01-12/04:03:15         0.1336     41.00 3.672e-05
2022-01-12/04:03:15         0.1336     44.00 2.304e-05
2022-01-12/04:03:15         0.1336     47.00 2.031e-05
2022-01-12/04:03:15         0.1336     50.00 1.597e-05
2022-01-12/04:03:15         0.1336     52.00 1.407e-05
2022-01-12/04:03:15         0.1336     54.00 1.291e-05
2022-01-12/04:03:15         0.1336     56.00 1.091e-05
2022-01-12/04:03:15         0.1336     58.00 9.244e-06
2022-01-12/04:03:15         0.1336     60.00 7.260e-06
2022-01-12/04:03:15         0.1336     62.00 4.559e-06
2022-01-12/04:03:15         0.1336     64.00 4.083e-06
2022-01-12/04:03:15         0.1336     66.00 3.082e-06
2022-01-12/04:03:15         0.1336     68.00 2.704e-06
2022-01-12/04:03:15         0.1336     70.00 1.499e-06
2022-01-12/04:03:15         0.1336     72.00 1.139e-06
2022-01-12/04:03:15         0.1336     74.00 1.534e-06
2022-01-12/04:03:15         0.1336     76.00 1.999e-06
2022-01-12/04:03:15         0.1336     78.00 3.913e-06
2022-01-12/04:03:15         0.1336     80.00 6.903e-06
2022-01-12/04:03:15         0.1336     82.00 1.442e-05
2022-01-12/04:03:15         0.1336     84.00 3.326e-05
2022-01-12/04:03:15         0.1336     85.00 6.082e-05
2022-01-12/04:03:15         0.1336     86.00 0.0001223
2022-01-12/04:03:15         0.1336     87.00 0.0003159
2022-01-12/04:03:15         0.1336     88.00  0.001304
2022-01-12/04:03:15         0.1336     89.00 0.0009665
2022-01-12/04:03:15         0.1336     89.50 8.070e-10
2022-01-12/04:03:15         0.1577     2.000 0.0002309
2022-01-12/04:03:15         0.1577     5.000 0.0002297
2022-01-12/04:03:15         0.1577     8.000 0.0002250
2022-01-12/04:03:15         0.1577     11.00 0.0002165
2022-01-12/04:03:15         0.1577     14.00 0.0002049
2022-01-12/04:03:15         0.1577     17.00 0.0001963
2022-01-12/04:03:15         0.1577     20.00 0.0001886
2022-01-12/04:03:15         0.1577     23.00 0.0001758
2022-01-12/04:03:15         0.1577     26.00 0.0001560
2022-01-12/04:03:15         0.1577     29.00 0.0001286
2022-01-12/04:03:15         0.1577     32.00 0.0001031
2022-01-12/04:03:15         0.1577     35.00 9.616e-05
2022-01-12/04:03:15         0.1577     38.00 8.296e-05
2022-01-12/04:03:15         0.1577     41.00 6.221e-05
2022-01-12/04:03:15         0.1577     44.00 4.935e-05
2022-01-12/04:03:15         0.1577     47.00 3.582e-05
2022-01-12/04:03:15         0.1577     50.00 2.203e-05
2022-01-12/04:03:15         0.1577     52.00 1.993e-05
2022-01-12/04:03:15         0.1577     54.00 1.635e-05
2022-01-12/04:03:15         0.1577     56.00 1.375e-05
2022-01-12/04:03:15         0.1577     58.00 1.231e-05
2022-01-12/04:03:15         0.1577     60.00 9.832e-06
2022-01-12/04:03:15         0.1577     62.00 8.222e-06
2022-01-12/04:03:15         0.1577     64.00 5.342e-06
2022-01-12/04:03:15         0.1577     66.00 4.105e-06
2022-01-12/04:03:15         0.1577     68.00 3.228e-06
2022-01-12/04:03:15         0.1577     70.00 2.330e-06
2022-01-12/04:03:15         0.1577     72.00 1.375e-06
2022-01-12/04:03:15         0.1577     74.00 1.148e-06
2022-01-12/04:03:15         0.1577     76.00 1.716e-06
2022-01-12/04:03:15         0.1577     78.00 3.057e-06
2022-01-12/04:03:15         0.1577     80.00 6.622e-06
2022-01-12/04:03:15         0.1577     82.00 1.235e-05
2022-01-12/04:03:15         0.1577     84.00 3.066e-05
2022-01-12/04:03:15         0.1577     85.00 5.463e-05
2022-01-12/04:03:15         0.1577     86.00 0.0001110
2022-01-12/04:03:15         0.1577     87.00 0.0002894
2022-01-12/04:03:15         0.1577     88.00  0.001186
2022-01-12/04:03:15         0.1577     89.00  0.001340
2022-01-12/04:03:15         0.1577     89.50 1.313e-09
2022-01-12/04:03:15         0.1862     2.000 0.0003237
2022-01-12/04:03:15         0.1862     5.000 0.0003249
