                    time         Energy    pitch_angle            Daa
2022-01-12/04:10:45      7.026e-05     84.00     0.000
2022-01-12/04:10:45      7.026e-05     85.00     0.000
2022-01-12/04:10:45      7.026e-05     86.00     0.000
2022-01-12/04:10:45      7.026e-05     87.00     0.000
2022-01-12/04:10:45      7.026e-05     88.00     0.000
2022-01-12/04:10:45      7.026e-05     89.00     0.000
2022-01-12/04:10:45      7.026e-05     89.50     0.000
2022-01-12/04:10:45      8.294e-05     2.000 1.073e-07
2022-01-12/04:10:45      8.294e-05     5.000 1.120e-07
2022-01-12/04:10:45      8.294e-05     8.000 1.194e-07
2022-01-12/04:10:45      8.294e-05     11.00 1.283e-07
2022-01-12/04:10:45      8.294e-05     14.00 1.379e-07
2022-01-12/04:10:45      8.294e-05     17.00 1.465e-07
2022-01-12/04:10:45      8.294e-05     20.00 1.526e-07
2022-01-12/04:10:45      8.294e-05     23.00 1.541e-07
2022-01-12/04:10:45      8.294e-05     26.00 1.511e-07
2022-01-12/04:10:45      8.294e-05     29.00 1.464e-07
2022-01-12/04:10:45      8.294e-05     32.00 1.533e-07
2022-01-12/04:10:45      8.294e-05     35.00 1.624e-07
2022-01-12/04:10:45      8.294e-05     38.00 1.748e-07
2022-01-12/04:10:45      8.294e-05     41.00 1.921e-07
2022-01-12/04:10:45      8.294e-05     44.00 2.170e-07
2022-01-12/04:10:45      8.294e-05     47.00 2.538e-07
2022-01-12/04:10:45      8.294e-05     50.00 3.099e-07
2022-01-12/04:10:45      8.294e-05     52.00 3.582e-07
2022-01-12/04:10:45      8.294e-05     54.00 4.134e-07
2022-01-12/04:10:45      8.294e-05     56.00 4.740e-07
2022-01-12/04:10:45      8.294e-05     58.00 5.400e-07
2022-01-12/04:10:45      8.294e-05     60.00 6.021e-07
2022-01-12/04:10:45      8.294e-05     62.00 6.322e-07
2022-01-12/04:10:45      8.294e-05     64.00 6.331e-07
2022-01-12/04:10:45      8.294e-05     66.00 6.167e-07
2022-01-12/04:10:45      8.294e-05     68.00 5.861e-07
2022-01-12/04:10:45      8.294e-05     70.00 5.369e-07
2022-01-12/04:10:45      8.294e-05     72.00 4.600e-07
2022-01-12/04:10:45      8.294e-05     74.00 3.360e-07
2022-01-12/04:10:45      8.294e-05     76.00 1.427e-07
2022-01-12/04:10:45      8.294e-05     78.00     0.000
2022-01-12/04:10:45      8.294e-05     80.00     0.000
2022-01-12/04:10:45      8.294e-05     82.00     0.000
2022-01-12/04:10:45      8.294e-05     84.00     0.000
2022-01-12/04:10:45      8.294e-05     85.00     0.000
2022-01-12/04:10:45      8.294e-05     86.00     0.000
2022-01-12/04:10:45      8.294e-05     87.00     0.000
2022-01-12/04:10:45      8.294e-05     88.00     0.000
2022-01-12/04:10:45      8.294e-05     89.00     0.000
2022-01-12/04:10:45      8.294e-05     89.50     0.000
2022-01-12/04:10:45      0.0001000     2.000 8.958e-08
2022-01-12/04:10:45      0.0001000     5.000 9.497e-08
2022-01-12/04:10:45      0.0001000     8.000 1.042e-07
2022-01-12/04:10:45      0.0001000     11.00 1.172e-07
2022-01-12/04:10:45      0.0001000     14.00 1.335e-07
2022-01-12/04:10:45      0.0001000     17.00 1.515e-07
2022-01-12/04:10:45      0.0001000     20.00 1.675e-07
2022-01-12/04:10:45      0.0001000     23.00 1.797e-07
2022-01-12/04:10:45      0.0001000     26.00 1.859e-07
2022-01-12/04:10:45      0.0001000     29.00 1.832e-07
2022-01-12/04:10:45      0.0001000     32.00 1.706e-07
2022-01-12/04:10:45      0.0001000     35.00 1.492e-07
2022-01-12/04:10:45      0.0001000     38.00 1.367e-07
2022-01-12/04:10:45      0.0001000     41.00 1.465e-07
2022-01-12/04:10:45      0.0001000     44.00 1.605e-07
2022-01-12/04:10:45      0.0001000     47.00 1.823e-07
2022-01-12/04:10:45      0.0001000     50.00 2.161e-07
2022-01-12/04:10:45      0.0001000     52.00 2.493e-07
2022-01-12/04:10:45      0.0001000     54.00 2.924e-07
2022-01-12/04:10:45      0.0001000     56.00 3.433e-07
2022-01-12/04:10:45      0.0001000     58.00 4.007e-07
2022-01-12/04:10:45      0.0001000     60.00 4.656e-07
2022-01-12/04:10:45      0.0001000     62.00 5.345e-07
2022-01-12/04:10:45      0.0001000     64.00 5.871e-07
2022-01-12/04:10:45      0.0001000     66.00 5.976e-07
2022-01-12/04:10:45      0.0001000     68.00 5.845e-07
2022-01-12/04:10:45      0.0001000     70.00 5.535e-07
2022-01-12/04:10:45      0.0001000     72.00 5.042e-07
2022-01-12/04:10:45      0.0001000     74.00 4.193e-07
2022-01-12/04:10:45      0.0001000     76.00 2.730e-07
2022-01-12/04:10:45      0.0001000     78.00 4.700e-08
2022-01-12/04:10:45      0.0001000     80.00     0.000
2022-01-12/04:10:45      0.0001000     82.00     0.000
2022-01-12/04:10:45      0.0001000     84.00     0.000
2022-01-12/04:10:45      0.0001000     85.00     0.000
2022-01-12/04:10:45      0.0001000     86.00     0.000
2022-01-12/04:10:45      0.0001000     87.00     0.000
2022-01-12/04:10:45      0.0001000     88.00     0.000
2022-01-12/04:10:45      0.0001000     89.00     0.000
2022-01-12/04:10:45      0.0001000     89.50     0.000
2022-01-12/04:10:45      0.0001132     2.000 8.052e-08
2022-01-12/04:10:45      0.0001132     5.000 8.504e-08
2022-01-12/04:10:45      0.0001132     8.000 9.283e-08
2022-01-12/04:10:45      0.0001132     11.00 1.042e-07
2022-01-12/04:10:45      0.0001132     14.00 1.196e-07
2022-01-12/04:10:45      0.0001132     17.00 1.388e-07
2022-01-12/04:10:45      0.0001132     20.00 1.621e-07
2022-01-12/04:10:45      0.0001132     23.00 1.873e-07
2022-01-12/04:10:45      0.0001132     26.00 2.086e-07
2022-01-12/04:10:45      0.0001132     29.00 2.163e-07
2022-01-12/04:10:45      0.0001132     32.00 2.122e-07
2022-01-12/04:10:45      0.0001132     35.00 1.946e-07
2022-01-12/04:10:45      0.0001132     38.00 1.639e-07
2022-01-12/04:10:45      0.0001132     41.00 1.305e-07
2022-01-12/04:10:45      0.0001132     44.00 1.349e-07
2022-01-12/04:10:45      0.0001132     47.00 1.500e-07
2022-01-12/04:10:45      0.0001132     50.00 1.741e-07
2022-01-12/04:10:45      0.0001132     52.00 1.979e-07
2022-01-12/04:10:45      0.0001132     54.00 2.317e-07
2022-01-12/04:10:45      0.0001132     56.00 2.746e-07
2022-01-12/04:10:45      0.0001132     58.00 3.249e-07
2022-01-12/04:10:45      0.0001132     60.00 3.831e-07
2022-01-12/04:10:45      0.0001132     62.00 4.497e-07
2022-01-12/04:10:45      0.0001132     64.00 5.179e-07
2022-01-12/04:10:45      0.0001132     66.00 5.664e-07
2022-01-12/04:10:45      0.0001132     68.00 5.725e-07
2022-01-12/04:10:45      0.0001132     70.00 5.540e-07
2022-01-12/04:10:45      0.0001132     72.00 5.180e-07
2022-01-12/04:10:45      0.0001132     74.00 4.539e-07
2022-01-12/04:10:45      0.0001132     76.00 3.387e-07
2022-01-12/04:10:45      0.0001132     78.00 1.404e-07
2022-01-12/04:10:45      0.0001132     80.00     0.000
2022-01-12/04:10:45      0.0001132     82.00     0.000
2022-01-12/04:10:45      0.0001132     84.00     0.000
2022-01-12/04:10:45      0.0001132     85.00     0.000
2022-01-12/04:10:45      0.0001132     86.00     0.000
2022-01-12/04:10:45      0.0001132     87.00     0.000
2022-01-12/04:10:45      0.0001132     88.00     0.000
2022-01-12/04:10:45      0.0001132     89.00     0.000
2022-01-12/04:10:45      0.0001132     89.50     0.000
2022-01-12/04:10:45      0.0001336     2.000 7.124e-08
2022-01-12/04:10:45      0.0001336     5.000 7.437e-08
2022-01-12/04:10:45      0.0001336     8.000 7.965e-08
2022-01-12/04:10:45      0.0001336     11.00 8.748e-08
2022-01-12/04:10:45      0.0001336     14.00 9.853e-08
2022-01-12/04:10:45      0.0001336     17.00 1.132e-07
2022-01-12/04:10:45      0.0001336     20.00 1.325e-07
2022-01-12/04:10:45      0.0001336     23.00 1.563e-07
2022-01-12/04:10:45      0.0001336     26.00 1.848e-07
2022-01-12/04:10:45      0.0001336     29.00 2.166e-07
2022-01-12/04:10:45      0.0001336     32.00 2.464e-07
2022-01-12/04:10:45      0.0001336     35.00 2.566e-07
2022-01-12/04:10:45      0.0001336     38.00 2.377e-07
2022-01-12/04:10:45      0.0001336     41.00 2.012e-07
2022-01-12/04:10:45      0.0001336     44.00 1.514e-07
2022-01-12/04:10:45      0.0001336     47.00 1.189e-07
2022-01-12/04:10:45      0.0001336     50.00 1.340e-07
2022-01-12/04:10:45      0.0001336     52.00 1.496e-07
2022-01-12/04:10:45      0.0001336     54.00 1.714e-07
2022-01-12/04:10:45      0.0001336     56.00 2.029e-07
2022-01-12/04:10:45      0.0001336     58.00 2.437e-07
2022-01-12/04:10:45      0.0001336     60.00 2.919e-07
2022-01-12/04:10:45      0.0001336     62.00 3.482e-07
2022-01-12/04:10:45      0.0001336     64.00 4.147e-07
2022-01-12/04:10:45      0.0001336     66.00 4.856e-07
2022-01-12/04:10:45      0.0001336     68.00 5.374e-07
2022-01-12/04:10:45      0.0001336     70.00 5.440e-07
2022-01-12/04:10:45      0.0001336     72.00 5.237e-07
2022-01-12/04:10:45      0.0001336     74.00 4.801e-07
2022-01-12/04:10:45      0.0001336     76.00 3.998e-07
2022-01-12/04:10:45      0.0001336     78.00 2.451e-07
2022-01-12/04:10:45      0.0001336     80.00 7.033e-09
2022-01-12/04:10:45      0.0001336     82.00     0.000
2022-01-12/04:10:45      0.0001336     84.00     0.000
2022-01-12/04:10:45      0.0001336     85.00     0.000
2022-01-12/04:10:45      0.0001336     86.00     0.000
2022-01-12/04:10:45      0.0001336     87.00     0.000
2022-01-12/04:10:45      0.0001336     88.00     0.000
2022-01-12/04:10:45      0.0001336     89.00     0.000
2022-01-12/04:10:45      0.0001336     89.50     0.000
2022-01-12/04:10:45      0.0001577     2.000 6.518e-08
2022-01-12/04:10:45      0.0001577     5.000 6.731e-08
2022-01-12/04:10:45      0.0001577     8.000 7.071e-08
2022-01-12/04:10:45      0.0001577     11.00 7.561e-08
2022-01-12/04:10:45      0.0001577     14.00 8.244e-08
2022-01-12/04:10:45      0.0001577     17.00 9.166e-08
2022-01-12/04:10:45      0.0001577     20.00 1.040e-07
2022-01-12/04:10:45      0.0001577     23.00 1.207e-07
2022-01-12/04:10:45      0.0001577     26.00 1.431e-07
2022-01-12/04:10:45      0.0001577     29.00 1.711e-07
2022-01-12/04:10:45      0.0001577     32.00 2.043e-07
2022-01-12/04:10:45      0.0001577     35.00 2.402e-07
2022-01-12/04:10:45      0.0001577     38.00 2.729e-07
2022-01-12/04:10:45      0.0001577     41.00 2.764e-07
2022-01-12/04:10:45      0.0001577     44.00 2.360e-07
2022-01-12/04:10:45      0.0001577     47.00 1.767e-07
2022-01-12/04:10:45      0.0001577     50.00 1.173e-07
2022-01-12/04:10:45      0.0001577     52.00 1.166e-07
2022-01-12/04:10:45      0.0001577     54.00 1.312e-07
2022-01-12/04:10:45      0.0001577     56.00 1.522e-07
2022-01-12/04:10:45      0.0001577     58.00 1.830e-07
2022-01-12/04:10:45      0.0001577     60.00 2.221e-07
2022-01-12/04:10:45      0.0001577     62.00 2.686e-07
2022-01-12/04:10:45      0.0001577     64.00 3.242e-07
2022-01-12/04:10:45      0.0001577     66.00 3.903e-07
2022-01-12/04:10:45      0.0001577     68.00 4.623e-07
2022-01-12/04:10:45      0.0001577     70.00 5.157e-07
2022-01-12/04:10:45      0.0001577     72.00 5.170e-07
2022-01-12/04:10:45      0.0001577     74.00 4.888e-07
2022-01-12/04:10:45      0.0001577     76.00 4.340e-07
2022-01-12/04:10:45      0.0001577     78.00 3.267e-07
2022-01-12/04:10:45      0.0001577     80.00 1.092e-07
2022-01-12/04:10:45      0.0001577     82.00     0.000
2022-01-12/04:10:45      0.0001577     84.00     0.000
2022-01-12/04:10:45      0.0001577     85.00     0.000
2022-01-12/04:10:45      0.0001577     86.00     0.000
2022-01-12/04:10:45      0.0001577     87.00     0.000
2022-01-12/04:10:45      0.0001577     88.00     0.000
2022-01-12/04:10:45      0.0001577     89.00     0.000
2022-01-12/04:10:45      0.0001577     89.50     0.000
2022-01-12/04:10:45      0.0001862     2.000 6.180e-08
2022-01-12/04:10:45      0.0001862     5.000 6.334e-08
2022-01-12/04:10:45      0.0001862     8.000 6.565e-08
2022-01-12/04:10:45      0.0001862     11.00 6.887e-08
2022-01-12/04:10:45      0.0001862     14.00 7.314e-08
2022-01-12/04:10:45      0.0001862     17.00 7.879e-08
2022-01-12/04:10:45      0.0001862     20.00 8.625e-08
2022-01-12/04:10:45      0.0001862     23.00 9.619e-08
2022-01-12/04:10:45      0.0001862     26.00 1.095e-07
2022-01-12/04:10:45      0.0001862     29.00 1.277e-07
2022-01-12/04:10:45      0.0001862     32.00 1.527e-07
2022-01-12/04:10:45      0.0001862     35.00 1.849e-07
2022-01-12/04:10:45      0.0001862     38.00 2.219e-07
2022-01-12/04:10:45      0.0001862     41.00 2.597e-07
2022-01-12/04:10:45      0.0001862     44.00 2.868e-07
2022-01-12/04:10:45      0.0001862     47.00 2.609e-07
2022-01-12/04:10:45      0.0001862     50.00 1.955e-07
2022-01-12/04:10:45      0.0001862     52.00 1.465e-07
2022-01-12/04:10:45      0.0001862     54.00 1.088e-07
2022-01-12/04:10:45      0.0001862     56.00 1.184e-07
2022-01-12/04:10:45      0.0001862     58.00 1.397e-07
2022-01-12/04:10:45      0.0001862     60.00 1.704e-07
2022-01-12/04:10:45      0.0001862     62.00 2.087e-07
2022-01-12/04:10:45      0.0001862     64.00 2.535e-07
2022-01-12/04:10:45      0.0001862     66.00 3.087e-07
2022-01-12/04:10:45      0.0001862     68.00 3.743e-07
2022-01-12/04:10:45      0.0001862     70.00 4.494e-07
2022-01-12/04:10:45      0.0001862     72.00 4.956e-07
2022-01-12/04:10:45      0.0001862     74.00 4.885e-07
2022-01-12/04:10:45      0.0001862     76.00 4.501e-07
2022-01-12/04:10:45      0.0001862     78.00 3.765e-07
2022-01-12/04:10:45      0.0001862     80.00 2.095e-07
2022-01-12/04:10:45      0.0001862     82.00     0.000
2022-01-12/04:10:45      0.0001862     84.00     0.000
2022-01-12/04:10:45      0.0001862     85.00     0.000
2022-01-12/04:10:45      0.0001862     86.00     0.000
2022-01-12/04:10:45      0.0001862     87.00     0.000
2022-01-12/04:10:45      0.0001862     88.00     0.000
2022-01-12/04:10:45      0.0001862     89.00     0.000
2022-01-12/04:10:45      0.0001862     89.50     0.000
2022-01-12/04:10:45      0.0002198     2.000 5.912e-08
2022-01-12/04:10:45      0.0002198     5.000 6.033e-08
2022-01-12/04:10:45      0.0002198     8.000 6.202e-08
2022-01-12/04:10:45      0.0002198     11.00 6.422e-08
2022-01-12/04:10:45      0.0002198     14.00 6.711e-08
2022-01-12/04:10:45      0.0002198     17.00 7.079e-08
2022-01-12/04:10:45      0.0002198     20.00 7.559e-08
2022-01-12/04:10:45      0.0002198     23.00 8.178e-08
2022-01-12/04:10:45      0.0002198     26.00 8.983e-08
2022-01-12/04:10:45      0.0002198     29.00 1.006e-07
2022-01-12/04:10:45      0.0002198     32.00 1.150e-07
2022-01-12/04:10:45      0.0002198     35.00 1.354e-07
2022-01-12/04:10:45      0.0002198     38.00 1.639e-07
2022-01-12/04:10:45      0.0002198     41.00 1.996e-07
2022-01-12/04:10:45      0.0002198     44.00 2.375e-07
2022-01-12/04:10:45      0.0002198     47.00 2.707e-07
2022-01-12/04:10:45      0.0002198     50.00 2.693e-07
2022-01-12/04:10:45      0.0002198     52.00 2.274e-07
2022-01-12/04:10:45      0.0002198     54.00 1.777e-07
2022-01-12/04:10:45      0.0002198     56.00 1.290e-07
2022-01-12/04:10:45      0.0002198     58.00 1.113e-07
2022-01-12/04:10:45      0.0002198     60.00 1.337e-07
2022-01-12/04:10:45      0.0002198     62.00 1.645e-07
2022-01-12/04:10:45      0.0002198     64.00 2.015e-07
2022-01-12/04:10:45      0.0002198     66.00 2.466e-07
2022-01-12/04:10:45      0.0002198     68.00 3.020e-07
2022-01-12/04:10:45      0.0002198     70.00 3.699e-07
2022-01-12/04:10:45      0.0002198     72.00 4.435e-07
2022-01-12/04:10:45      0.0002198     74.00 4.778e-07
2022-01-12/04:10:45      0.0002198     76.00 4.523e-07
2022-01-12/04:10:45      0.0002198     78.00 4.002e-07
2022-01-12/04:10:45      0.0002198     80.00 2.846e-07
2022-01-12/04:10:45      0.0002198     82.00 3.452e-08
2022-01-12/04:10:45      0.0002198     84.00     0.000
2022-01-12/04:10:45      0.0002198     85.00     0.000
2022-01-12/04:10:45      0.0002198     86.00     0.000
2022-01-12/04:10:45      0.0002198     87.00     0.000
2022-01-12/04:10:45      0.0002198     88.00     0.000
2022-01-12/04:10:45      0.0002198     89.00     0.000
2022-01-12/04:10:45      0.0002198     89.50     0.000
2022-01-12/04:10:45      0.0002595     2.000 5.683e-08
2022-01-12/04:10:45      0.0002595     5.000 5.785e-08
2022-01-12/04:10:45      0.0002595     8.000 5.914e-08
2022-01-12/04:10:45      0.0002595     11.00 6.082e-08
2022-01-12/04:10:45      0.0002595     14.00 6.291e-08
2022-01-12/04:10:45      0.0002595     17.00 6.548e-08
2022-01-12/04:10:45      0.0002595     20.00 6.864e-08
2022-01-12/04:10:45      0.0002595     23.00 7.263e-08
2022-01-12/04:10:45      0.0002595     26.00 7.766e-08
2022-01-12/04:10:45      0.0002595     29.00 8.427e-08
2022-01-12/04:10:45      0.0002595     32.00 9.308e-08
2022-01-12/04:10:45      0.0002595     35.00 1.049e-07
2022-01-12/04:10:45      0.0002595     38.00 1.214e-07
2022-01-12/04:10:45      0.0002595     41.00 1.452e-07
2022-01-12/04:10:45      0.0002595     44.00 1.776e-07
2022-01-12/04:10:45      0.0002595     47.00 2.139e-07
2022-01-12/04:10:45      0.0002595     50.00 2.472e-07
2022-01-12/04:10:45      0.0002595     52.00 2.604e-07
2022-01-12/04:10:45      0.0002595     54.00 2.444e-07
2022-01-12/04:10:45      0.0002595     56.00 1.980e-07
2022-01-12/04:10:45      0.0002595     58.00 1.501e-07
2022-01-12/04:10:45      0.0002595     60.00 1.157e-07
2022-01-12/04:10:45      0.0002595     62.00 1.347e-07
2022-01-12/04:10:45      0.0002595     64.00 1.652e-07
2022-01-12/04:10:45      0.0002595     66.00 2.024e-07
2022-01-12/04:10:45      0.0002595     68.00 2.469e-07
2022-01-12/04:10:45      0.0002595     70.00 3.027e-07
2022-01-12/04:10:45      0.0002595     72.00 3.721e-07
2022-01-12/04:10:45      0.0002595     74.00 4.421e-07
2022-01-12/04:10:45      0.0002595     76.00 4.527e-07
2022-01-12/04:10:45      0.0002595     78.00 4.059e-07
2022-01-12/04:10:45      0.0002595     80.00 3.275e-07
2022-01-12/04:10:45      0.0002595     82.00 1.282e-07
2022-01-12/04:10:45      0.0002595     84.00     0.000
2022-01-12/04:10:45      0.0002595     85.00     0.000
2022-01-12/04:10:45      0.0002595     86.00     0.000
2022-01-12/04:10:45      0.0002595     87.00     0.000
2022-01-12/04:10:45      0.0002595     88.00     0.000
2022-01-12/04:10:45      0.0002595     89.00     0.000
2022-01-12/04:10:45      0.0002595     89.50     0.000
2022-01-12/04:10:45      0.0003000     2.000 5.514e-08
2022-01-12/04:10:45      0.0003000     5.000 5.602e-08
2022-01-12/04:10:45      0.0003000     8.000 5.712e-08
2022-01-12/04:10:45      0.0003000     11.00 5.845e-08
2022-01-12/04:10:45      0.0003000     14.00 6.006e-08
2022-01-12/04:10:45      0.0003000     17.00 6.199e-08
2022-01-12/04:10:45      0.0003000     20.00 6.433e-08
2022-01-12/04:10:45      0.0003000     23.00 6.721e-08
2022-01-12/04:10:45      0.0003000     26.00 7.076e-08
2022-01-12/04:10:45      0.0003000     29.00 7.523e-08
2022-01-12/04:10:45      0.0003000     32.00 8.092e-08
2022-01-12/04:10:45      0.0003000     35.00 8.856e-08
2022-01-12/04:10:45      0.0003000     38.00 9.909e-08
2022-01-12/04:10:45      0.0003000     41.00 1.137e-07
2022-01-12/04:10:45      0.0003000     44.00 1.349e-07
2022-01-12/04:10:45      0.0003000     47.00 1.645e-07
2022-01-12/04:10:45      0.0003000     50.00 1.981e-07
2022-01-12/04:10:45      0.0003000     52.00 2.197e-07
2022-01-12/04:10:45      0.0003000     54.00 2.360e-07
2022-01-12/04:10:45      0.0003000     56.00 2.379e-07
2022-01-12/04:10:45      0.0003000     58.00 2.012e-07
2022-01-12/04:10:45      0.0003000     60.00 1.577e-07
2022-01-12/04:10:45      0.0003000     62.00 1.272e-07
2022-01-12/04:10:45      0.0003000     64.00 1.449e-07
2022-01-12/04:10:45      0.0003000     66.00 1.755e-07
2022-01-12/04:10:45      0.0003000     68.00 2.136e-07
2022-01-12/04:10:45      0.0003000     70.00 2.590e-07
2022-01-12/04:10:45      0.0003000     72.00 3.181e-07
2022-01-12/04:10:45      0.0003000     74.00 3.879e-07
2022-01-12/04:10:45      0.0003000     76.00 4.395e-07
2022-01-12/04:10:45      0.0003000     78.00 4.098e-07
2022-01-12/04:10:45      0.0003000     80.00 3.479e-07
2022-01-12/04:10:45      0.0003000     82.00 1.966e-07
2022-01-12/04:10:45      0.0003000     84.00     0.000
2022-01-12/04:10:45      0.0003000     85.00     0.000
2022-01-12/04:10:45      0.0003000     86.00     0.000
2022-01-12/04:10:45      0.0003000     87.00     0.000
2022-01-12/04:10:45      0.0003000     88.00     0.000
2022-01-12/04:10:45      0.0003000     89.00     0.000
2022-01-12/04:10:45      0.0003000     89.50     0.000
2022-01-12/04:10:45      0.0003617     2.000 5.593e-08
2022-01-12/04:10:45      0.0003617     5.000 5.656e-08
2022-01-12/04:10:45      0.0003617     8.000 5.717e-08
2022-01-12/04:10:45      0.0003617     11.00 5.782e-08
2022-01-12/04:10:45      0.0003617     14.00 5.854e-08
2022-01-12/04:10:45      0.0003617     17.00 5.945e-08
2022-01-12/04:10:45      0.0003617     20.00 6.064e-08
2022-01-12/04:10:45      0.0003617     23.00 6.249e-08
2022-01-12/04:10:45      0.0003617     26.00 6.476e-08
2022-01-12/04:10:45      0.0003617     29.00 6.758e-08
2022-01-12/04:10:45      0.0003617     32.00 7.113e-08
2022-01-12/04:10:45      0.0003617     35.00 7.567e-08
2022-01-12/04:10:45      0.0003617     38.00 8.160e-08
2022-01-12/04:10:45      0.0003617     41.00 8.964e-08
2022-01-12/04:10:45      0.0003617     44.00 1.012e-07
2022-01-12/04:10:45      0.0003617     47.00 1.180e-07
2022-01-12/04:10:45      0.0003617     50.00 1.420e-07
2022-01-12/04:10:45      0.0003617     52.00 1.606e-07
2022-01-12/04:10:45      0.0003617     54.00 1.803e-07
2022-01-12/04:10:45      0.0003617     56.00 1.985e-07
2022-01-12/04:10:45      0.0003617     58.00 2.110e-07
2022-01-12/04:10:45      0.0003617     60.00 2.041e-07
2022-01-12/04:10:45      0.0003617     62.00 1.715e-07
2022-01-12/04:10:45      0.0003617     64.00 1.482e-07
2022-01-12/04:10:45      0.0003617     66.00 1.582e-07
2022-01-12/04:10:45      0.0003617     68.00 1.871e-07
2022-01-12/04:10:45      0.0003617     70.00 2.237e-07
2022-01-12/04:10:45      0.0003617     72.00 2.673e-07
2022-01-12/04:10:45      0.0003617     74.00 3.269e-07
2022-01-12/04:10:45      0.0003617     76.00 3.925e-07
2022-01-12/04:10:45      0.0003617     78.00 4.128e-07
2022-01-12/04:10:45      0.0003617     80.00 3.508e-07
2022-01-12/04:10:45      0.0003617     82.00 2.536e-07
2022-01-12/04:10:45      0.0003617     84.00     0.000
2022-01-12/04:10:45      0.0003617     85.00     0.000
2022-01-12/04:10:45      0.0003617     86.00     0.000
2022-01-12/04:10:45      0.0003617     87.00     0.000
2022-01-12/04:10:45      0.0003617     88.00     0.000
2022-01-12/04:10:45      0.0003617     89.00     0.000
2022-01-12/04:10:45      0.0003617     89.50     0.000
2022-01-12/04:10:45      0.0004270     2.000 5.905e-08
2022-01-12/04:10:45      0.0004270     5.000 5.977e-08
2022-01-12/04:10:45      0.0004270     8.000 6.051e-08
2022-01-12/04:10:45      0.0004270     11.00 6.125e-08
2022-01-12/04:10:45      0.0004270     14.00 6.194e-08
2022-01-12/04:10:45      0.0004270     17.00 6.249e-08
2022-01-12/04:10:45      0.0004270     20.00 6.282e-08
2022-01-12/04:10:45      0.0004270     23.00 6.268e-08
2022-01-12/04:10:45      0.0004270     26.00 6.298e-08
2022-01-12/04:10:45      0.0004270     29.00 6.376e-08
2022-01-12/04:10:45      0.0004270     32.00 6.577e-08
2022-01-12/04:10:45      0.0004270     35.00 6.867e-08
2022-01-12/04:10:45      0.0004270     38.00 7.247e-08
2022-01-12/04:10:45      0.0004270     41.00 7.748e-08
2022-01-12/04:10:45      0.0004270     44.00 8.426e-08
2022-01-12/04:10:45      0.0004270     47.00 9.401e-08
2022-01-12/04:10:45      0.0004270     50.00 1.085e-07
2022-01-12/04:10:45      0.0004270     52.00 1.216e-07
2022-01-12/04:10:45      0.0004270     54.00 1.363e-07
2022-01-12/04:10:45      0.0004270     56.00 1.529e-07
2022-01-12/04:10:45      0.0004270     58.00 1.697e-07
2022-01-12/04:10:45      0.0004270     60.00 1.848e-07
2022-01-12/04:10:45      0.0004270     62.00 1.914e-07
2022-01-12/04:10:45      0.0004270     64.00 1.750e-07
2022-01-12/04:10:45      0.0004270     66.00 1.657e-07
2022-01-12/04:10:45      0.0004270     68.00 1.819e-07
2022-01-12/04:10:45      0.0004270     70.00 2.084e-07
2022-01-12/04:10:45      0.0004270     72.00 2.450e-07
2022-01-12/04:10:45      0.0004270     74.00 2.866e-07
2022-01-12/04:10:45      0.0004270     76.00 3.465e-07
2022-01-12/04:10:45      0.0004270     78.00 3.974e-07
2022-01-12/04:10:45      0.0004270     80.00 3.559e-07
2022-01-12/04:10:45      0.0004270     82.00 2.773e-07
2022-01-12/04:10:45      0.0004270     84.00 6.577e-08
2022-01-12/04:10:45      0.0004270     85.00     0.000
2022-01-12/04:10:45      0.0004270     86.00     0.000
2022-01-12/04:10:45      0.0004270     87.00     0.000
2022-01-12/04:10:45      0.0004270     88.00     0.000
2022-01-12/04:10:45      0.0004270     89.00     0.000
2022-01-12/04:10:45      0.0004270     89.50     0.000
2022-01-12/04:10:45      0.0005041     2.000 5.977e-08
2022-01-12/04:10:45      0.0005041     5.000 6.057e-08
2022-01-12/04:10:45      0.0005041     8.000 6.140e-08
2022-01-12/04:10:45      0.0005041     11.00 6.230e-08
2022-01-12/04:10:45      0.0005041     14.00 6.317e-08
2022-01-12/04:10:45      0.0005041     17.00 6.407e-08
2022-01-12/04:10:45      0.0005041     20.00 6.488e-08
2022-01-12/04:10:45      0.0005041     23.00 6.558e-08
2022-01-12/04:10:45      0.0005041     26.00 6.606e-08
2022-01-12/04:10:45      0.0005041     29.00 6.625e-08
2022-01-12/04:10:45      0.0005041     32.00 6.558e-08
2022-01-12/04:10:45      0.0005041     35.00 6.554e-08
2022-01-12/04:10:45      0.0005041     38.00 6.691e-08
2022-01-12/04:10:45      0.0005041     41.00 7.002e-08
2022-01-12/04:10:45      0.0005041     44.00 7.430e-08
2022-01-12/04:10:45      0.0005041     47.00 8.013e-08
2022-01-12/04:10:45      0.0005041     50.00 8.853e-08
2022-01-12/04:10:45      0.0005041     52.00 9.642e-08
2022-01-12/04:10:45      0.0005041     54.00 1.066e-07
2022-01-12/04:10:45      0.0005041     56.00 1.181e-07
2022-01-12/04:10:45      0.0005041     58.00 1.312e-07
2022-01-12/04:10:45      0.0005041     60.00 1.468e-07
2022-01-12/04:10:45      0.0005041     62.00 1.629e-07
2022-01-12/04:10:45      0.0005041     64.00 1.774e-07
2022-01-12/04:10:45      0.0005041     66.00 1.795e-07
2022-01-12/04:10:45      0.0005041     68.00 1.886e-07
