Time                           Lon
2022-01-12/13:42:00          72.35
2022-01-12/13:43:00          72.65
2022-01-12/13:44:00          72.95
2022-01-12/13:45:00          73.24
2022-01-12/13:46:00          73.54
2022-01-12/13:47:00          73.84
2022-01-12/13:48:00          74.14
2022-01-12/13:49:00          74.44
2022-01-12/13:50:00          74.74
2022-01-12/13:51:00          75.04
2022-01-12/13:52:00          75.33
2022-01-12/13:53:00          75.63
2022-01-12/13:54:00          75.93
2022-01-12/13:55:00          76.23
2022-01-12/13:56:00          76.53
2022-01-12/13:57:00          76.83
2022-01-12/13:58:00          77.13
2022-01-12/13:59:00          77.43
2022-01-12/14:00:00          77.73
2022-01-12/14:01:00          78.03
2022-01-12/14:02:00          78.33
2022-01-12/14:03:00          78.63
2022-01-12/14:04:00          78.93
2022-01-12/14:05:00          79.23
2022-01-12/14:06:00          79.54
2022-01-12/14:07:00          79.84
2022-01-12/14:08:00          80.14
2022-01-12/14:09:00          80.44
2022-01-12/14:10:00          80.75
2022-01-12/14:11:00          81.05
2022-01-12/14:12:00          81.35
2022-01-12/14:13:00          81.66
2022-01-12/14:14:00          81.96
2022-01-12/14:15:00          82.27
2022-01-12/14:16:00          82.57
2022-01-12/14:17:00          82.88
2022-01-12/14:18:00          83.19
2022-01-12/14:19:00          83.50
2022-01-12/14:20:00          83.80
2022-01-12/14:21:00          84.11
2022-01-12/14:22:00          84.42
2022-01-12/14:23:00          84.73
2022-01-12/14:24:00          85.04
2022-01-12/14:25:00          85.36
2022-01-12/14:26:00          85.67
2022-01-12/14:27:00          85.98
2022-01-12/14:28:00          86.29
2022-01-12/14:29:00          86.61
2022-01-12/14:30:00          86.92
2022-01-12/14:31:00          87.24
2022-01-12/14:32:00          87.55
2022-01-12/14:33:00          87.87
2022-01-12/14:34:00          88.19
2022-01-12/14:35:00          88.51
2022-01-12/14:36:00          88.83
2022-01-12/14:37:00          89.15
2022-01-12/14:38:00          89.47
2022-01-12/14:39:00          89.79
2022-01-12/14:40:00          90.11
2022-01-12/14:41:00          90.44
2022-01-12/14:42:00          90.76
2022-01-12/14:43:00          91.09
2022-01-12/14:44:00          91.41
2022-01-12/14:45:00          91.74
2022-01-12/14:46:00          92.07
2022-01-12/14:47:00          92.40
2022-01-12/14:48:00          92.73
2022-01-12/14:49:00          93.06
2022-01-12/14:50:00          93.39
2022-01-12/14:51:00          93.72
2022-01-12/14:52:00          94.06
2022-01-12/14:53:00          94.39
2022-01-12/14:54:00          94.73
2022-01-12/14:55:00          95.06
2022-01-12/14:56:00          95.40
2022-01-12/14:57:00          95.74
2022-01-12/14:58:00          96.08
2022-01-12/14:59:00          96.42
2022-01-12/15:00:00          96.76
2022-01-12/15:01:00          97.11
2022-01-12/15:02:00          97.45
2022-01-12/15:03:00          97.80
2022-01-12/15:04:00          98.14
2022-01-12/15:05:00          98.49
2022-01-12/15:06:00          98.84
2022-01-12/15:07:00          99.19
2022-01-12/15:08:00          99.54
2022-01-12/15:09:00          99.90
2022-01-12/15:10:00          100.3
2022-01-12/15:11:00          100.6
2022-01-12/15:12:00          101.0
2022-01-12/15:13:00          101.3
2022-01-12/15:14:00          101.7
2022-01-12/15:15:00          102.0
2022-01-12/15:16:00          102.4
2022-01-12/15:17:00          102.8
2022-01-12/15:18:00          103.1
2022-01-12/15:19:00          103.5
2022-01-12/15:20:00          103.9
2022-01-12/15:21:00          104.3
2022-01-12/15:22:00          104.6
2022-01-12/15:23:00          105.0
2022-01-12/15:24:00          105.4
2022-01-12/15:25:00          105.8
2022-01-12/15:26:00          106.2
2022-01-12/15:27:00          106.5
2022-01-12/15:28:00          106.9
2022-01-12/15:29:00          107.3
2022-01-12/15:30:00          107.7
2022-01-12/15:31:00          108.1
2022-01-12/15:32:00          108.5
2022-01-12/15:33:00          108.9
2022-01-12/15:34:00          109.3
2022-01-12/15:35:00          109.7
2022-01-12/15:36:00          110.1
2022-01-12/15:37:00          110.6
2022-01-12/15:38:00          111.0
2022-01-12/15:39:00          111.4
