Time                       energy      ratio
2022-01-12/01:39:45          24.32    0.7261
2022-01-12/01:39:45          39.23    0.5435
2022-01-12/01:39:45          46.73    0.4763
2022-01-12/01:39:45          56.30    0.4083
2022-01-12/01:39:45          67.84    0.3436
2022-01-12/01:39:45          81.77    0.2800
2022-01-12/01:39:45          98.36    0.2423
2022-01-12/01:39:45          118.6    0.2041
2022-01-12/01:39:45          142.9    0.1721
2022-01-12/01:39:45          171.8    0.1458
2022-01-12/01:39:45          206.7    0.1232
2022-01-12/01:39:45          247.6    0.1061
2022-01-12/01:39:45          295.9   0.09494
2022-01-12/01:39:45          353.2   0.08404
2022-01-12/01:39:45          421.5   0.07372
2022-01-12/01:39:45          504.2   0.06556
2022-01-12/01:39:45          605.4   0.05823
2022-01-12/01:39:45          731.8   0.05156
2022-01-12/01:39:45          972.3   0.04288
2022-01-12/01:40:15        0.03075     0.000
2022-01-12/01:40:15        0.03242     0.000
2022-01-12/01:40:15        0.04127     0.000
2022-01-12/01:40:15        0.05200     0.000
2022-01-12/01:40:15        0.06481     0.000
2022-01-12/01:40:15        0.08088     0.000
2022-01-12/01:40:15         0.1005     0.000
2022-01-12/01:40:15         0.1256     0.000
2022-01-12/01:40:15         0.1565     0.000
2022-01-12/01:40:15         0.1950  0.005415
2022-01-12/01:40:15         0.2432   0.02038
2022-01-12/01:40:15         0.3030   0.04333
2022-01-12/01:40:15         0.3776   0.06054
2022-01-12/01:40:15         0.4700    0.1065
2022-01-12/01:40:15         0.5855    0.2486
2022-01-12/01:40:15         0.7291    0.2925
2022-01-12/01:40:15         0.9078    0.2893
2022-01-12/01:40:15          1.129    0.2684
2022-01-12/01:40:15          1.406    0.2364
2022-01-12/01:40:15          1.751    0.1999
2022-01-12/01:40:15          2.180    0.6243
2022-01-12/01:40:15          2.715    0.7712
2022-01-12/01:40:15          3.375    0.7402
2022-01-12/01:40:15          4.202    0.6791
2022-01-12/01:40:15          5.232    0.5915
2022-01-12/01:40:15          6.521    0.5024
2022-01-12/01:40:15          8.126    0.5028
2022-01-12/01:40:15          10.11    0.4600
2022-01-12/01:40:15          12.59    0.6333
2022-01-12/01:40:15          15.68    0.5814
2022-01-12/01:40:15          19.53    0.5309
2022-01-12/01:40:15          24.32    0.4587
2022-01-12/01:40:15          39.23    0.3118
2022-01-12/01:40:15          46.73    0.2679
2022-01-12/01:40:15          56.30    0.2220
2022-01-12/01:40:15          67.84    0.1780
2022-01-12/01:40:15          81.77    0.1380
2022-01-12/01:40:15          98.36    0.1128
2022-01-12/01:40:15          118.6   0.09201
2022-01-12/01:40:15          142.9   0.07719
2022-01-12/01:40:15          171.8   0.06615
2022-01-12/01:40:15          206.7   0.05647
2022-01-12/01:40:15          247.6   0.04905
2022-01-12/01:40:15          295.9   0.04334
2022-01-12/01:40:15          353.2   0.03831
2022-01-12/01:40:15          421.5   0.03395
2022-01-12/01:40:15          504.2   0.03037
2022-01-12/01:40:15          605.4   0.02699
2022-01-12/01:40:15          731.8   0.02371
2022-01-12/01:40:15          972.3   0.01944
2022-01-12/01:40:45        0.03075     0.000
2022-01-12/01:40:45        0.03242     0.000
2022-01-12/01:40:45        0.04127     0.000
2022-01-12/01:40:45        0.05200     0.000
2022-01-12/01:40:45        0.06481     0.000
2022-01-12/01:40:45        0.08088     0.000
2022-01-12/01:40:45         0.1005     0.000
2022-01-12/01:40:45         0.1256     0.000
2022-01-12/01:40:45         0.1565     0.000
2022-01-12/01:40:45         0.1950   0.02612
2022-01-12/01:40:45         0.2432   0.08665
2022-01-12/01:40:45         0.3030    0.1703
2022-01-12/01:40:45         0.3776    0.2252
2022-01-12/01:40:45         0.4700    0.2655
2022-01-12/01:40:45         0.5855    0.3122
2022-01-12/01:40:45         0.7291    0.3330
2022-01-12/01:40:45         0.9078    0.3328
2022-01-12/01:40:45          1.129    0.3208
2022-01-12/01:40:45          1.406    0.3003
2022-01-12/01:40:45          1.751    0.2792
2022-01-12/01:40:45          2.180    0.6849
2022-01-12/01:40:45          2.715    0.8154
2022-01-12/01:40:45          3.375    0.7896
2022-01-12/01:40:45          4.202    0.7370
2022-01-12/01:40:45          5.232    0.6577
2022-01-12/01:40:45          6.521    0.5569
2022-01-12/01:40:45          8.126    0.4563
2022-01-12/01:40:45          10.11    0.3659
2022-01-12/01:40:45          12.59    0.4208
2022-01-12/01:40:45          15.68    0.3647
2022-01-12/01:40:45          19.53    0.3132
2022-01-12/01:40:45          24.32    0.2649
2022-01-12/01:40:45          39.23    0.1653
2022-01-12/01:40:45          46.73    0.1366
2022-01-12/01:40:45          56.30    0.1098
2022-01-12/01:40:45          67.84   0.08724
2022-01-12/01:40:45          81.77   0.06973
2022-01-12/01:40:45          98.36   0.06374
2022-01-12/01:40:45          118.6   0.05317
2022-01-12/01:40:45          142.9   0.04411
2022-01-12/01:40:45          171.8   0.03685
2022-01-12/01:40:45          206.7   0.03075
2022-01-12/01:40:45          247.6   0.02570
2022-01-12/01:40:45          295.9   0.02385
2022-01-12/01:40:45          353.2   0.02161
2022-01-12/01:40:45          421.5   0.01915
2022-01-12/01:40:45          504.2   0.01726
2022-01-12/01:40:45          605.4   0.01550
2022-01-12/01:40:45          731.8   0.01397
2022-01-12/01:40:45          972.3   0.01191
2022-01-12/01:41:15        0.03075     0.000
2022-01-12/01:41:15        0.03242     0.000
2022-01-12/01:41:15        0.04127     0.000
2022-01-12/01:41:15        0.05200     0.000
2022-01-12/01:41:15        0.06481     0.000
2022-01-12/01:41:15        0.08088     0.000
2022-01-12/01:41:15         0.1005     0.000
2022-01-12/01:41:15         0.1256     0.000
2022-01-12/01:41:15         0.1565     0.000
2022-01-12/01:41:15         0.1950     0.000
2022-01-12/01:41:15         0.2432  0.008571
2022-01-12/01:41:15         0.3030   0.02097
2022-01-12/01:41:15         0.3776   0.03147
2022-01-12/01:41:15         0.4700   0.04409
2022-01-12/01:41:15         0.5855   0.08584
2022-01-12/01:41:15         0.7291    0.1001
2022-01-12/01:41:15         0.9078   0.09835
2022-01-12/01:41:15          1.129   0.09045
2022-01-12/01:41:15          1.406   0.07887
2022-01-12/01:41:15          1.751   0.06595
2022-01-12/01:41:15          2.180    0.5678
2022-01-12/01:41:15          2.715    0.7276
2022-01-12/01:41:15          3.375    0.6943
2022-01-12/01:41:15          4.202    0.6296
2022-01-12/01:41:15          5.232    0.5393
2022-01-12/01:41:15          6.521    0.4360
2022-01-12/01:41:15          8.126    0.3398
2022-01-12/01:41:15          10.11    0.2597
2022-01-12/01:41:15          12.59    0.2897
2022-01-12/01:41:15          15.68    0.2434
2022-01-12/01:41:15          19.53    0.2013
2022-01-12/01:41:15          24.32    0.1603
2022-01-12/01:41:15          39.23   0.09581
2022-01-12/01:41:15          46.73   0.08030
2022-01-12/01:41:15          56.30   0.06499
2022-01-12/01:41:15          67.84   0.05097
2022-01-12/01:41:15          81.77   0.03925
2022-01-12/01:41:15          98.36   0.03574
2022-01-12/01:41:15          118.6   0.02979
2022-01-12/01:41:15          142.9   0.02434
2022-01-12/01:41:15          171.8   0.01965
2022-01-12/01:41:15          206.7   0.01565
2022-01-12/01:41:15          247.6   0.01275
2022-01-12/01:41:15          295.9   0.01237
2022-01-12/01:41:15          353.2   0.01142
2022-01-12/01:41:15          421.5   0.01011
2022-01-12/01:41:15          504.2  0.009160
2022-01-12/01:41:15          605.4  0.008262
2022-01-12/01:41:15          731.8  0.007514
2022-01-12/01:41:15          972.3  0.006568
2022-01-12/01:41:45        0.03075     0.000
2022-01-12/01:41:45        0.03242     0.000
2022-01-12/01:41:45        0.04127     0.000
2022-01-12/01:41:45        0.05200     0.000
2022-01-12/01:41:45        0.06481     0.000
2022-01-12/01:41:45        0.08088     0.000
2022-01-12/01:41:45         0.1005     0.000
2022-01-12/01:41:45         0.1256     0.000
2022-01-12/01:41:45         0.1565     0.000
2022-01-12/01:41:45         0.1950     0.000
2022-01-12/01:41:45         0.2432   0.01102
2022-01-12/01:41:45         0.3030   0.02784
2022-01-12/01:41:45         0.3776   0.04231
2022-01-12/01:41:45         0.4700    0.1309
2022-01-12/01:41:45         0.5855    0.3525
2022-01-12/01:41:45         0.7291    0.4137
2022-01-12/01:41:45         0.9078    0.4094
2022-01-12/01:41:45          1.129    0.3810
2022-01-12/01:41:45          1.406    0.3366
2022-01-12/01:41:45          1.751    0.2844
2022-01-12/01:41:45          2.180    0.5599
2022-01-12/01:41:45          2.715    0.7038
2022-01-12/01:41:45          3.375    0.6674
2022-01-12/01:41:45          4.202    0.6010
2022-01-12/01:41:45          5.232    0.5138
2022-01-12/01:41:45          6.521    0.4163
2022-01-12/01:41:45          8.126    0.3318
2022-01-12/01:41:45          10.11    0.2600
2022-01-12/01:41:45          12.59    0.2950
2022-01-12/01:41:45          15.68    0.2511
2022-01-12/01:41:45          19.53    0.2114
2022-01-12/01:41:45          24.32    0.1706
2022-01-12/01:41:45          39.23    0.1050
2022-01-12/01:41:45          46.73   0.08870
2022-01-12/01:41:45          56.30   0.07280
2022-01-12/01:41:45          67.84   0.05821
2022-01-12/01:41:45          81.77   0.04549
2022-01-12/01:41:45          98.36   0.04019
2022-01-12/01:41:45          118.6   0.03351
2022-01-12/01:41:45          142.9   0.02776
2022-01-12/01:41:45          171.8   0.02292
2022-01-12/01:41:45          206.7   0.01874
2022-01-12/01:41:45          247.6   0.01562
2022-01-12/01:41:45          295.9   0.01458
2022-01-12/01:41:45          353.2   0.01323
2022-01-12/01:41:45          421.5   0.01168
2022-01-12/01:41:45          504.2   0.01049
2022-01-12/01:41:45          605.4  0.009392
2022-01-12/01:41:45          731.8  0.008440
2022-01-12/01:41:45          972.3  0.007231
2022-01-12/01:42:15        0.03075     0.000
2022-01-12/01:42:15        0.03242     0.000
2022-01-12/01:42:15        0.04127     0.000
2022-01-12/01:42:15        0.05200     0.000
2022-01-12/01:42:15        0.06481     0.000
2022-01-12/01:42:15        0.08088     0.000
2022-01-12/01:42:15         0.1005     0.000
2022-01-12/01:42:15         0.1256     0.000
2022-01-12/01:42:15         0.1565     0.000
2022-01-12/01:42:15         0.1950     0.000
2022-01-12/01:42:15         0.2432  0.009825
2022-01-12/01:42:15         0.3030   0.02440
2022-01-12/01:42:15         0.3776   0.03686
2022-01-12/01:42:15         0.4700   0.07504
2022-01-12/01:42:15         0.5855    0.1907
2022-01-12/01:42:15         0.7291    0.2261
2022-01-12/01:42:15         0.9078    0.2233
2022-01-12/01:42:15          1.129    0.2062
2022-01-12/01:42:15          1.406    0.1803
2022-01-12/01:42:15          1.751    0.1508
2022-01-12/01:42:15          2.180    0.4135
2022-01-12/01:42:15          2.715    0.5609
2022-01-12/01:42:15          3.375    0.5238
2022-01-12/01:42:15          4.202    0.4608
2022-01-12/01:42:15          5.232    0.3883
2022-01-12/01:42:15          6.521    0.3160
2022-01-12/01:42:15          8.126    0.2879
2022-01-12/01:42:15          10.11    0.2488
2022-01-12/01:42:15          12.59    0.3387
2022-01-12/01:42:15          15.68    0.3020
2022-01-12/01:42:15          19.53    0.2684
2022-01-12/01:42:15          24.32    0.2253
2022-01-12/01:42:15          39.23    0.1467
2022-01-12/01:42:15          46.73    0.1250
2022-01-12/01:42:15          56.30    0.1028
2022-01-12/01:42:15          67.84   0.08195
2022-01-12/01:42:15          81.77   0.06339
2022-01-12/01:42:15          98.36   0.05238
2022-01-12/01:42:15          118.6   0.04295
2022-01-12/01:42:15          142.9   0.03597
2022-01-12/01:42:15          171.8   0.03062
2022-01-12/01:42:15          206.7   0.02596
2022-01-12/01:42:15          247.6   0.02232
2022-01-12/01:42:15          295.9   0.01991
2022-01-12/01:42:15          353.2   0.01767
2022-01-12/01:42:15          421.5   0.01562
2022-01-12/01:42:15          504.2   0.01395
2022-01-12/01:42:15          605.4   0.01241
2022-01-12/01:42:15          731.8   0.01093
2022-01-12/01:42:15          972.3  0.009017
2022-01-12/01:42:45        0.03075     0.000
2022-01-12/01:42:45        0.03242     0.000
2022-01-12/01:42:45        0.04127     0.000
2022-01-12/01:42:45        0.05200     0.000
2022-01-12/01:42:45        0.06481     0.000
2022-01-12/01:42:45        0.08088     0.000
2022-01-12/01:42:45         0.1005     0.000
2022-01-12/01:42:45         0.1256     0.000
2022-01-12/01:42:45         0.1565     0.000
2022-01-12/01:42:45         0.1950     0.000
2022-01-12/01:42:45         0.2432  0.009028
2022-01-12/01:42:45         0.3030   0.02257
2022-01-12/01:42:45         0.3776   0.03417
2022-01-12/01:42:45         0.4700    0.2346
2022-01-12/01:42:45         0.5855    0.5952
2022-01-12/01:42:45         0.7291    0.6693
2022-01-12/01:42:45         0.9078    0.6647
2022-01-12/01:42:45          1.129    0.6320
2022-01-12/01:42:45          1.406    0.5757
2022-01-12/01:42:45          1.751    0.5019
2022-01-12/01:42:45          2.180    0.6627
2022-01-12/01:42:45          2.715    0.7706
2022-01-12/01:42:45          3.375    0.7350
2022-01-12/01:42:45          4.202    0.6721
2022-01-12/01:42:45          5.232    0.5899
2022-01-12/01:42:45          6.521    0.4965
2022-01-12/01:42:45          8.126    0.4525
2022-01-12/01:42:45          10.11    0.3900
2022-01-12/01:42:45          12.59    0.4696
2022-01-12/01:42:45          15.68    0.4184
2022-01-12/01:42:45          19.53    0.3734
2022-01-12/01:42:45          24.32    0.3158
2022-01-12/01:42:45          39.23    0.2086
2022-01-12/01:42:45          46.73    0.1783
2022-01-12/01:42:45          56.30    0.1477
2022-01-12/01:42:45          67.84    0.1190
2022-01-12/01:42:45          81.77   0.09286
2022-01-12/01:42:45          98.36   0.07649
2022-01-12/01:42:45          118.6   0.06307
2022-01-12/01:42:45          142.9   0.05319
2022-01-12/01:42:45          171.8   0.04554
2022-01-12/01:42:45          206.7   0.03877
2022-01-12/01:42:45          247.6   0.03346
2022-01-12/01:42:45          295.9   0.02961
2022-01-12/01:42:45          353.2   0.02617
2022-01-12/01:42:45          421.5   0.02312
2022-01-12/01:42:45          504.2   0.02062
2022-01-12/01:42:45          605.4   0.01830
2022-01-12/01:42:45          731.8   0.01611
2022-01-12/01:42:45          972.3   0.01327
2022-01-12/01:43:15        0.03075     0.000
2022-01-12/01:43:15        0.03242     0.000
2022-01-12/01:43:15        0.04127     0.000
2022-01-12/01:43:15        0.05200     0.000
2022-01-12/01:43:15        0.06481     0.000
2022-01-12/01:43:15        0.08088     0.000
2022-01-12/01:43:15         0.1005     0.000
2022-01-12/01:43:15         0.1256     0.000
2022-01-12/01:43:15         0.1565     0.000
2022-01-12/01:43:15         0.1950     0.000
2022-01-12/01:43:15         0.2432  0.008273
2022-01-12/01:43:15         0.3030   0.02083
2022-01-12/01:43:15         0.3776   0.03164
2022-01-12/01:43:15         0.4700   0.09684
2022-01-12/01:43:15         0.5855    0.2663
2022-01-12/01:43:15         0.7291    0.3154
2022-01-12/01:43:15         0.9078    0.3119
2022-01-12/01:43:15          1.129    0.2890
2022-01-12/01:43:15          1.406    0.2537
2022-01-12/01:43:15          1.751    0.2130
2022-01-12/01:43:15          2.180    0.3340
2022-01-12/01:43:15          2.715    0.4397
2022-01-12/01:43:15          3.375    0.4036
2022-01-12/01:43:15          4.202    0.3488
2022-01-12/01:43:15          5.232    0.2904
2022-01-12/01:43:15          6.521    0.2515
2022-01-12/01:43:15          8.126    0.3041
2022-01-12/01:43:15          10.11    0.2836
2022-01-12/01:43:15          12.59    0.3730
2022-01-12/01:43:15          15.68    0.3327
2022-01-12/01:43:15          19.53    0.2994
2022-01-12/01:43:15          24.32    0.2533
2022-01-12/01:43:15          39.23    0.1659
2022-01-12/01:43:15          46.73    0.1411
2022-01-12/01:43:15          56.30    0.1162
2022-01-12/01:43:15          67.84   0.09334
2022-01-12/01:43:15          81.77   0.07311
2022-01-12/01:43:15          98.36   0.05985
2022-01-12/01:43:15          118.6   0.04929
2022-01-12/01:43:15          142.9   0.04155
2022-01-12/01:43:15          171.8   0.03554
2022-01-12/01:43:15          206.7   0.03024
2022-01-12/01:43:15          247.6   0.02635
2022-01-12/01:43:15          295.9   0.02309
2022-01-12/01:43:15          353.2   0.02027
2022-01-12/01:43:15          421.5   0.01786
2022-01-12/01:43:15          504.2   0.01588
2022-01-12/01:43:15          605.4   0.01404
2022-01-12/01:43:15          731.8   0.01230
2022-01-12/01:43:15          972.3   0.01002
2022-01-12/01:43:45        0.03075     0.000
2022-01-12/01:43:45        0.03242     0.000
2022-01-12/01:43:45        0.04127     0.000
2022-01-12/01:43:45        0.05200     0.000
2022-01-12/01:43:45        0.06481     0.000
2022-01-12/01:43:45        0.08088     0.000
2022-01-12/01:43:45         0.1005     0.000
2022-01-12/01:43:45         0.1256     0.000
2022-01-12/01:43:45         0.1565     0.000
2022-01-12/01:43:45         0.1950     0.000
2022-01-12/01:43:45         0.2432  0.008105
2022-01-12/01:43:45         0.3030   0.02028
2022-01-12/01:43:45         0.3776   0.03071
2022-01-12/01:43:45         0.4700   0.04579
2022-01-12/01:43:45         0.5855   0.09646
2022-01-12/01:43:45         0.7291    0.1133
2022-01-12/01:43:45         0.9078    0.1115
2022-01-12/01:43:45          1.129    0.1025
2022-01-12/01:43:45          1.406   0.08931
2022-01-12/01:43:45          1.751   0.07448
2022-01-12/01:43:45          2.180    0.6886
2022-01-12/01:43:45          2.715    0.8249
2022-01-12/01:43:45          3.375    0.7989
2022-01-12/01:43:45          4.202    0.7449
2022-01-12/01:43:45          5.232    0.6614
2022-01-12/01:43:45          6.521    0.5572
2022-01-12/01:43:45          8.126    0.4742
2022-01-12/01:43:45          10.11    0.3865
2022-01-12/01:43:45          12.59    0.3983
2022-01-12/01:43:45          15.68    0.3411
2022-01-12/01:43:45          19.53    0.2961
2022-01-12/01:43:45          24.32    0.2451
2022-01-12/01:43:45          39.23    0.1534
2022-01-12/01:43:45          46.73    0.1286
2022-01-12/01:43:45          56.30    0.1048
2022-01-12/01:43:45          67.84   0.08375
2022-01-12/01:43:45          81.77   0.06626
2022-01-12/01:43:45          98.36   0.05787
2022-01-12/01:43:45          118.6   0.04875
2022-01-12/01:43:45          142.9   0.04069
2022-01-12/01:43:45          171.8   0.03372
2022-01-12/01:43:45          206.7   0.02776
2022-01-12/01:43:45          247.6   0.02353
2022-01-12/01:43:45          295.9   0.02136
2022-01-12/01:43:45          353.2   0.01909
2022-01-12/01:43:45          421.5   0.01681
2022-01-12/01:43:45          504.2   0.01499
2022-01-12/01:43:45          605.4   0.01335
2022-01-12/01:43:45          731.8   0.01193
2022-01-12/01:43:45          972.3   0.01008
2022-01-12/01:44:15        0.03075     0.000
2022-01-12/01:44:15        0.03242     0.000
2022-01-12/01:44:15        0.04127     0.000
2022-01-12/01:44:15        0.05200     0.000
2022-01-12/01:44:15        0.06481     0.000
2022-01-12/01:44:15        0.08088     0.000
2022-01-12/01:44:15         0.1005     0.000
2022-01-12/01:44:15         0.1256     0.000
2022-01-12/01:44:15         0.1565     0.000
2022-01-12/01:44:15         0.1950     0.000
2022-01-12/01:44:15         0.2432  0.008667
2022-01-12/01:44:15         0.3030   0.02188
2022-01-12/01:44:15         0.3776   0.03326
2022-01-12/01:44:15         0.4700   0.04822
2022-01-12/01:44:15         0.5855   0.09839
2022-01-12/01:44:15         0.7291    0.1152
2022-01-12/01:44:15         0.9078    0.1132
2022-01-12/01:44:15          1.129    0.1041
2022-01-12/01:44:15          1.406   0.09066
2022-01-12/01:44:15          1.751   0.07559
2022-01-12/01:44:15          2.180    0.9387
2022-01-12/01:44:15          2.715    0.9722
2022-01-12/01:44:15          3.375    0.9668
2022-01-12/01:44:15          4.202    0.9543
2022-01-12/01:44:15          5.232    0.9302
2022-01-12/01:44:15          6.521    0.8865
2022-01-12/01:44:15          8.126    0.8129
2022-01-12/01:44:15          10.11    0.7077
2022-01-12/01:44:15          12.59    0.6958
2022-01-12/01:44:15          15.68    0.6084
2022-01-12/01:44:15          19.53    0.5091
2022-01-12/01:44:15          24.32    0.4067
2022-01-12/01:44:15          39.23    0.2452
2022-01-12/01:44:15          46.73    0.2092
2022-01-12/01:44:15          56.30    0.1721
2022-01-12/01:44:15          67.84    0.1364
2022-01-12/01:44:15          81.77    0.1053
2022-01-12/01:44:15          98.36   0.09792
2022-01-12/01:44:15          118.6   0.08172
2022-01-12/01:44:15          142.9   0.06657
2022-01-12/01:44:15          171.8   0.05343
2022-01-12/01:44:15          206.7   0.04189
2022-01-12/01:44:15          247.6   0.03216
2022-01-12/01:44:15          295.9   0.03311
2022-01-12/01:44:15          353.2   0.03136
2022-01-12/01:44:15          421.5   0.02791
2022-01-12/01:44:15          504.2   0.02557
2022-01-12/01:44:15          605.4   0.02335
2022-01-12/01:44:15          731.8   0.02160
2022-01-12/01:44:15          972.3   0.01945
2022-01-12/01:44:45        0.03075     0.000
2022-01-12/01:44:45        0.03242     0.000
2022-01-12/01:44:45        0.04127     0.000
2022-01-12/01:44:45        0.05200     0.000
2022-01-12/01:44:45        0.06481     0.000
2022-01-12/01:44:45        0.08088     0.000
2022-01-12/01:44:45         0.1005     0.000
2022-01-12/01:44:45         0.1256     0.000
2022-01-12/01:44:45         0.1565     0.000
2022-01-12/01:44:45         0.1950     0.000
2022-01-12/01:44:45         0.2432  0.008230
2022-01-12/01:44:45         0.3030   0.02077
2022-01-12/01:44:45         0.3776   0.03157
2022-01-12/01:44:45         0.4700    0.1029
2022-01-12/01:44:45         0.5855    0.2841
2022-01-12/01:44:45         0.7291    0.3361
2022-01-12/01:44:45         0.9078    0.3324
2022-01-12/01:44:45          1.129    0.3082
2022-01-12/01:44:45          1.406    0.2710
2022-01-12/01:44:45          1.751    0.2277
2022-01-12/01:44:45          2.180    0.3970
2022-01-12/01:44:45          2.715    0.5236
2022-01-12/01:44:45          3.375    0.4851
2022-01-12/01:44:45          4.202    0.4228
2022-01-12/01:44:45          5.232    0.3514
2022-01-12/01:44:45          6.521    0.2776
2022-01-12/01:44:45          8.126    0.2140
2022-01-12/01:44:45          10.11    0.1635
2022-01-12/01:44:45          12.59    0.1759
2022-01-12/01:44:45          15.68    0.1476
2022-01-12/01:44:45          19.53    0.1226
2022-01-12/01:44:45          24.32   0.09812
2022-01-12/01:44:45          39.23   0.06048
2022-01-12/01:44:45          46.73   0.05138
2022-01-12/01:44:45          56.30   0.04238
2022-01-12/01:44:45          67.84   0.03398
2022-01-12/01:44:45          81.77   0.02648
2022-01-12/01:44:45          98.36   0.02315
2022-01-12/01:44:45          118.6   0.01926
2022-01-12/01:44:45          142.9   0.01600
2022-01-12/01:44:45          171.8   0.01330
2022-01-12/01:44:45          206.7   0.01092
2022-01-12/01:44:45          247.6  0.009059
2022-01-12/01:44:45          295.9  0.008449
2022-01-12/01:44:45          353.2  0.007666
2022-01-12/01:44:45          421.5  0.006775
2022-01-12/01:44:45          504.2  0.006084
2022-01-12/01:44:45          605.4  0.005443
2022-01-12/01:44:45          731.8  0.004882
2022-01-12/01:44:45          972.3  0.004176
2022-01-12/01:45:15        0.03075     0.000
2022-01-12/01:45:15        0.03242     0.000
2022-01-12/01:45:15        0.04127     0.000
2022-01-12/01:45:15        0.05200     0.000
2022-01-12/01:45:15        0.06481     0.000
2022-01-12/01:45:15        0.08088     0.000
2022-01-12/01:45:15         0.1005     0.000
2022-01-12/01:45:15         0.1256     0.000
2022-01-12/01:45:15         0.1565     0.000
2022-01-12/01:45:15         0.1950     0.000
2022-01-12/01:45:15         0.2432  0.008916
2022-01-12/01:45:15         0.3030   0.02254
2022-01-12/01:45:15         0.3776   0.03427
2022-01-12/01:45:15         0.4700   0.04986
2022-01-12/01:45:15         0.5855    0.1022
2022-01-12/01:45:15         0.7291    0.1197
2022-01-12/01:45:15         0.9078    0.1176
2022-01-12/01:45:15          1.129    0.1082
2022-01-12/01:45:15          1.406   0.09420
2022-01-12/01:45:15          1.751   0.07855
2022-01-12/01:45:15          2.180    0.7227
2022-01-12/01:45:15          2.715    0.8489
2022-01-12/01:45:15          3.375    0.8254
2022-01-12/01:45:15          4.202    0.7757
2022-01-12/01:45:15          5.232    0.6966
2022-01-12/01:45:15          6.521    0.5899
2022-01-12/01:45:15          8.126    0.4697
2022-01-12/01:45:15          10.11    0.3614
2022-01-12/01:45:15          12.59    0.3898
2022-01-12/01:45:15          15.68    0.3279
2022-01-12/01:45:15          19.53    0.2749
2022-01-12/01:45:15          24.32    0.2220
2022-01-12/01:45:15          39.23    0.1361
2022-01-12/01:45:15          46.73    0.1142
2022-01-12/01:45:15          56.30   0.09235
2022-01-12/01:45:15          67.84   0.07215
2022-01-12/01:45:15          81.77   0.05508
2022-01-12/01:45:15          98.36   0.04928
2022-01-12/01:45:15          118.6   0.04118
2022-01-12/01:45:15          142.9   0.03396
2022-01-12/01:45:15          171.8   0.02771
2022-01-12/01:45:15          206.7   0.02222
2022-01-12/01:45:15          247.6   0.01840
2022-01-12/01:45:15          295.9   0.01748
2022-01-12/01:45:15          353.2   0.01607
2022-01-12/01:45:15          421.5   0.01431
2022-01-12/01:45:15          504.2   0.01291
2022-01-12/01:45:15          605.4   0.01163
2022-01-12/01:45:15          731.8   0.01050
2022-01-12/01:45:15          972.3  0.009075
2022-01-12/01:45:45        0.03075     0.000
2022-01-12/01:45:45        0.03242     0.000
2022-01-12/01:45:45        0.04127     0.000
2022-01-12/01:45:45        0.05200     0.000
2022-01-12/01:45:45        0.06481     0.000
2022-01-12/01:45:45        0.08088     0.000
2022-01-12/01:45:45         0.1005     0.000
2022-01-12/01:45:45         0.1256     0.000
2022-01-12/01:45:45         0.1565     0.000
2022-01-12/01:45:45         0.1950     0.000
2022-01-12/01:45:45         0.2432  0.008411
2022-01-12/01:45:45         0.3030   0.02104
2022-01-12/01:45:45         0.3776   0.03187
2022-01-12/01:45:45         0.4700   0.08043
2022-01-12/01:45:45         0.5855    0.2163
2022-01-12/01:45:45         0.7291    0.2569
2022-01-12/01:45:45         0.9078    0.2539
2022-01-12/01:45:45          1.129    0.2347
2022-01-12/01:45:45          1.406    0.2055
2022-01-12/01:45:45          1.751    0.1721
2022-01-12/01:45:45          2.180    0.3866
2022-01-12/01:45:45          2.715    0.5237
2022-01-12/01:45:45          3.375    0.4867
2022-01-12/01:45:45          4.202    0.4246
2022-01-12/01:45:45          5.232    0.3515
2022-01-12/01:45:45          6.521    0.2768
2022-01-12/01:45:45          8.126    0.2130
2022-01-12/01:45:45          10.11    0.1635
2022-01-12/01:45:45          12.59    0.1980
2022-01-12/01:45:45          15.68    0.1685
2022-01-12/01:45:45          19.53    0.1408
2022-01-12/01:45:45          24.32    0.1127
2022-01-12/01:45:45          39.23   0.06913
2022-01-12/01:45:45          46.73   0.05858
2022-01-12/01:45:45          56.30   0.04801
2022-01-12/01:45:45          67.84   0.03810
2022-01-12/01:45:45          81.77   0.02939
2022-01-12/01:45:45          98.36   0.02572
2022-01-12/01:45:45          118.6   0.02118
2022-01-12/01:45:45          142.9   0.01742
2022-01-12/01:45:45          171.8   0.01438
2022-01-12/01:45:45          206.7   0.01178
2022-01-12/01:45:45          247.6  0.009747
2022-01-12/01:45:45          295.9  0.009179
2022-01-12/01:45:45          353.2  0.008361
2022-01-12/01:45:45          421.5  0.007393
2022-01-12/01:45:45          504.2  0.006670
2022-01-12/01:45:45          605.4  0.005988
2022-01-12/01:45:45          731.8  0.005384
2022-01-12/01:45:45          972.3  0.004625
2022-01-12/01:46:15        0.03075     0.000
2022-01-12/01:46:15        0.03242     0.000
2022-01-12/01:46:15        0.04127     0.000
2022-01-12/01:46:15        0.05200     0.000
2022-01-12/01:46:15        0.06481     0.000
2022-01-12/01:46:15        0.08088     0.000
2022-01-12/01:46:15         0.1005     0.000
2022-01-12/01:46:15         0.1256     0.000
2022-01-12/01:46:15         0.1565     0.000
2022-01-12/01:46:15         0.1950     0.000
2022-01-12/01:46:15         0.2432     0.000
2022-01-12/01:46:15         0.3030     0.000
