Time                             Mshell         energy           flux
2022-01-12/01:03:45          11.97    0.1950     0.000
2022-01-12/01:03:45          11.97    0.2432 6.482e+07
2022-01-12/01:03:45          11.97    0.3030 1.164e+08
2022-01-12/01:03:45          11.97    0.3776 1.241e+08
2022-01-12/01:03:45          11.97    0.4700 1.306e+08
2022-01-12/01:03:45          11.97    0.5855 1.796e+08
2022-01-12/01:03:45          11.97    0.7291 1.444e+08
2022-01-12/01:03:45          11.97    0.9078 1.014e+08
2022-01-12/01:03:45          11.97     1.129 6.790e+07
2022-01-12/01:03:45          11.97     1.406 4.513e+07
2022-01-12/01:03:45          11.97     1.751 2.809e+07
2022-01-12/01:03:45          11.97     2.180 1.945e+07
2022-01-12/01:03:45          11.97     2.715 1.540e+07
2022-01-12/01:03:45          11.97     3.375 9.989e+06
2022-01-12/01:03:45          11.97     4.202 6.308e+06
2022-01-12/01:03:45          11.97     5.232 3.941e+06
2022-01-12/01:03:45          11.97     6.521 3.283e+06
2022-01-12/01:03:45          11.97     8.126 3.447e+06
2022-01-12/01:03:45          11.97     10.11 2.417e+06
2022-01-12/01:03:45          11.97     12.59 2.083e+06
2022-01-12/01:03:45          11.97     15.68 1.426e+06
2022-01-12/01:03:45          11.97     19.53 9.867e+05
2022-01-12/01:03:45          11.97     24.32 7.085e+05
2022-01-12/01:03:45          11.97     39.23 3.477e+05
2022-01-12/01:03:45          11.97     46.73 2.249e+05
2022-01-12/01:03:45          11.97     56.30 1.483e+05
2022-01-12/01:03:45          11.97     67.84 9.608e+04
2022-01-12/01:03:45          11.97     81.77 6.109e+04
2022-01-12/01:03:45          11.97     98.36 5.259e+04
2022-01-12/01:03:45          11.97     118.6 5.020e+04
2022-01-12/01:03:45          11.97     142.9 4.192e+04
2022-01-12/01:03:45          11.97     171.8 3.471e+04
2022-01-12/01:03:45          11.97     206.7 3.007e+04
2022-01-12/01:03:45          11.97     247.6 2.735e+04
2022-01-12/01:03:45          11.97     295.9 1.909e+04
2022-01-12/01:03:45          11.97     353.2 1.383e+04
2022-01-12/01:03:45          11.97     421.5 1.027e+04
2022-01-12/01:03:45          11.97     504.2     7641.
2022-01-12/01:03:45          11.97     605.4     4762.
2022-01-12/01:03:45          11.97     731.8     2860.
2022-01-12/01:03:45          11.97     972.3     1293.
2022-01-12/01:04:15          11.96   0.03075     0.000
2022-01-12/01:04:15          11.96   0.03242     0.000
2022-01-12/01:04:15          11.96   0.04127     0.000
2022-01-12/01:04:15          11.96   0.05200     0.000
2022-01-12/01:04:15          11.96   0.06481     0.000
2022-01-12/01:04:15          11.96   0.08088     0.000
2022-01-12/01:04:15          11.96    0.1005     0.000
2022-01-12/01:04:15          11.96    0.1256     0.000
2022-01-12/01:04:15          11.96    0.1565     0.000
2022-01-12/01:04:15          11.96    0.1950     0.000
2022-01-12/01:04:15          11.96    0.2432 1.119e+09
2022-01-12/01:04:15          11.96    0.3030 1.052e+09
2022-01-12/01:04:15          11.96    0.3776 8.939e+08
2022-01-12/01:04:15          11.96    0.4700 7.181e+08
2022-01-12/01:04:15          11.96    0.5855 5.816e+08
2022-01-12/01:04:15          11.96    0.7291 4.310e+08
2022-01-12/01:04:15          11.96    0.9078 3.125e+08
2022-01-12/01:04:15          11.96     1.129 2.121e+08
2022-01-12/01:04:15          11.96     1.406 1.476e+08
2022-01-12/01:04:15          11.96     1.751 1.035e+08
2022-01-12/01:04:15          11.96     2.180 7.427e+07
2022-01-12/01:04:15          11.96     2.715 5.484e+07
2022-01-12/01:04:15          11.96     3.375 3.832e+07
2022-01-12/01:04:15          11.96     4.202 2.850e+07
2022-01-12/01:04:15          11.96     5.232 1.980e+07
2022-01-12/01:04:15          11.96     6.521 1.509e+07
2022-01-12/01:04:15          11.96     8.126 1.092e+07
2022-01-12/01:04:15          11.96     10.11 7.391e+06
2022-01-12/01:04:15          11.96     12.59 5.728e+06
2022-01-12/01:04:15          11.96     15.68 3.855e+06
2022-01-12/01:04:15          11.96     19.53 3.215e+06
2022-01-12/01:04:15          11.96     24.32 2.323e+06
2022-01-12/01:04:15          11.96     39.23 1.609e+06
2022-01-12/01:04:15          11.96     46.73 1.075e+06
2022-01-12/01:04:15          11.96     56.30 7.032e+05
2022-01-12/01:04:15          11.96     67.84 4.845e+05
2022-01-12/01:04:15          11.96     81.77 3.378e+05
2022-01-12/01:04:15          11.96     98.36 2.937e+05
2022-01-12/01:04:15          11.96     118.6 3.176e+05
2022-01-12/01:04:15          11.96     142.9 2.642e+05
2022-01-12/01:04:15          11.96     171.8 1.970e+05
2022-01-12/01:04:15          11.96     206.7 1.524e+05
2022-01-12/01:04:15          11.96     247.6 1.162e+05
2022-01-12/01:04:15          11.96     295.9 8.991e+04
2022-01-12/01:04:15          11.96     353.2 7.282e+04
2022-01-12/01:04:15          11.96     421.5 5.434e+04
2022-01-12/01:04:15          11.96     504.2 3.779e+04
2022-01-12/01:04:15          11.96     605.4 2.675e+04
2022-01-12/01:04:15          11.96     731.8 1.695e+04
2022-01-12/01:04:15          11.96     972.3     8908.
2022-01-12/01:04:45          11.96   0.03075     0.000
2022-01-12/01:04:45          11.96   0.03242     0.000
2022-01-12/01:04:45          11.96   0.04127     0.000
2022-01-12/01:04:45          11.96   0.05200     0.000
2022-01-12/01:04:45          11.96   0.06481     0.000
2022-01-12/01:04:45          11.96   0.08088     0.000
2022-01-12/01:04:45          11.96    0.1005     0.000
2022-01-12/01:04:45          11.96    0.1256     0.000
2022-01-12/01:04:45          11.96    0.1565     0.000
2022-01-12/01:04:45          11.96    0.1950     0.000
2022-01-12/01:04:45          11.96    0.2432 7.968e+08
2022-01-12/01:04:45          11.96    0.3030 8.060e+08
2022-01-12/01:04:45          11.96    0.3776 7.999e+08
2022-01-12/01:04:45          11.96    0.4700 7.814e+08
2022-01-12/01:04:45          11.96    0.5855 7.340e+08
2022-01-12/01:04:45          11.96    0.7291 6.426e+08
2022-01-12/01:04:45          11.96    0.9078 4.367e+08
2022-01-12/01:04:45          11.96     1.129 2.824e+08
2022-01-12/01:04:45          11.96     1.406 1.871e+08
2022-01-12/01:04:45          11.96     1.751 1.238e+08
2022-01-12/01:04:45          11.96     2.180 8.531e+07
2022-01-12/01:04:45          11.96     2.715 5.899e+07
2022-01-12/01:04:45          11.96     3.375 4.367e+07
2022-01-12/01:04:45          11.96     4.202 3.041e+07
2022-01-12/01:04:45          11.96     5.232 2.194e+07
2022-01-12/01:04:45          11.96     6.521 1.576e+07
2022-01-12/01:04:45          11.96     8.126 1.184e+07
2022-01-12/01:04:45          11.96     10.11 8.592e+06
2022-01-12/01:04:45          11.96     12.59 6.261e+06
2022-01-12/01:04:45          11.96     15.68 4.622e+06
2022-01-12/01:04:45          11.96     19.53 3.299e+06
2022-01-12/01:04:45          11.96     24.32 2.547e+06
2022-01-12/01:04:45          11.96     39.23 2.572e+06
2022-01-12/01:04:45          11.96     46.73 1.957e+06
2022-01-12/01:04:45          11.96     56.30 1.515e+06
2022-01-12/01:04:45          11.96     67.84 1.169e+06
2022-01-12/01:04:45          11.96     81.77 8.814e+05
2022-01-12/01:04:45          11.96     98.36 6.940e+05
2022-01-12/01:04:45          11.96     118.6 6.245e+05
2022-01-12/01:04:45          11.96     142.9 5.090e+05
2022-01-12/01:04:45          11.96     171.8 3.950e+05
2022-01-12/01:04:45          11.96     206.7 3.071e+05
2022-01-12/01:04:45          11.96     247.6 2.253e+05
2022-01-12/01:04:45          11.96     295.9 1.795e+05
2022-01-12/01:04:45          11.96     353.2 1.340e+05
2022-01-12/01:04:45          11.96     421.5 1.019e+05
2022-01-12/01:04:45          11.96     504.2 7.252e+04
2022-01-12/01:04:45          11.96     605.4 4.985e+04
2022-01-12/01:04:45          11.96     731.8 3.072e+04
2022-01-12/01:04:45          11.96     972.3 1.701e+04
2022-01-12/01:05:15          11.96   0.03075     0.000
2022-01-12/01:05:15          11.96   0.03242     0.000
2022-01-12/01:05:15          11.96   0.04127     0.000
2022-01-12/01:05:15          11.96   0.05200     0.000
2022-01-12/01:05:15          11.96   0.06481     0.000
2022-01-12/01:05:15          11.96   0.08088     0.000
2022-01-12/01:05:15          11.96    0.1005     0.000
2022-01-12/01:05:15          11.96    0.1256     0.000
2022-01-12/01:05:15          11.96    0.1565     0.000
2022-01-12/01:05:15          11.96    0.1950     0.000
2022-01-12/01:05:15          11.96    0.2432 2.854e+07
2022-01-12/01:05:15          11.96    0.3030 5.020e+07
2022-01-12/01:05:15          11.96    0.3776 5.452e+07
2022-01-12/01:05:15          11.96    0.4700 5.195e+07
2022-01-12/01:05:15          11.96    0.5855 6.886e+07
2022-01-12/01:05:15          11.96    0.7291 5.795e+07
2022-01-12/01:05:15          11.96    0.9078 4.170e+07
2022-01-12/01:05:15          11.96     1.129 2.845e+07
2022-01-12/01:05:15          11.96     1.406 1.798e+07
2022-01-12/01:05:15          11.96     1.751 1.122e+07
2022-01-12/01:05:15          11.96     2.180 1.216e+07
2022-01-12/01:05:15          11.96     2.715 1.168e+07
2022-01-12/01:05:15          11.96     3.375 7.655e+06
2022-01-12/01:05:15          11.96     4.202 5.015e+06
2022-01-12/01:05:15          11.96     5.232 2.902e+06
2022-01-12/01:05:15          11.96     6.521 1.680e+06
2022-01-12/01:05:15          11.96     8.126 1.169e+06
2022-01-12/01:05:15          11.96     10.11 7.419e+05
2022-01-12/01:05:15          11.96     12.59 5.947e+05
2022-01-12/01:05:15          11.96     15.68 4.041e+05
2022-01-12/01:05:15          11.96     19.53 2.508e+05
2022-01-12/01:05:15          11.96     24.32 1.566e+05
2022-01-12/01:05:15          11.96     39.23 9.351e+04
2022-01-12/01:05:15          11.96     46.73 5.787e+04
2022-01-12/01:05:15          11.96     56.30 3.833e+04
2022-01-12/01:05:15          11.96     67.84 2.379e+04
2022-01-12/01:05:15          11.96     81.77 1.459e+04
2022-01-12/01:05:15          11.96     98.36 1.206e+04
2022-01-12/01:05:15          11.96     118.6 1.026e+04
2022-01-12/01:05:15          11.96     142.9     8235.
2022-01-12/01:05:15          11.96     171.8     6191.
2022-01-12/01:05:15          11.96     206.7     5108.
2022-01-12/01:05:15          11.96     247.6     4237.
2022-01-12/01:05:15          11.96     295.9     3047.
2022-01-12/01:05:15          11.96     353.2     2283.
2022-01-12/01:05:15          11.96     421.5     1510.
2022-01-12/01:05:15          11.96     504.2     1093.
2022-01-12/01:05:15          11.96     605.4     769.3
2022-01-12/01:05:15          11.96     731.8     427.9
2022-01-12/01:05:15          11.96     972.3     226.2
2022-01-12/01:05:45          11.95   0.03075     0.000
2022-01-12/01:05:45          11.95   0.03242     0.000
2022-01-12/01:05:45          11.95   0.04127     0.000
2022-01-12/01:05:45          11.95   0.05200     0.000
2022-01-12/01:05:45          11.95   0.06481     0.000
2022-01-12/01:05:45          11.95   0.08088     0.000
2022-01-12/01:05:45          11.95    0.1005     0.000
2022-01-12/01:05:45          11.95    0.1256     0.000
2022-01-12/01:05:45          11.95    0.1565     0.000
2022-01-12/01:05:45          11.95    0.1950     0.000
2022-01-12/01:05:45          11.95    0.2432 9.116e+07
2022-01-12/01:05:45          11.95    0.3030 1.595e+08
2022-01-12/01:05:45          11.95    0.3776 1.719e+08
2022-01-12/01:05:45          11.95    0.4700 1.403e+08
2022-01-12/01:05:45          11.95    0.5855 1.192e+08
2022-01-12/01:05:45          11.95    0.7291 8.895e+07
2022-01-12/01:05:45          11.95    0.9078 5.892e+07
2022-01-12/01:05:45          11.95     1.129 3.934e+07
2022-01-12/01:05:45          11.95     1.406 2.443e+07
2022-01-12/01:05:45          11.95     1.751 1.501e+07
2022-01-12/01:05:45          11.95     2.180 3.922e+07
2022-01-12/01:05:45          11.95     2.715 3.590e+07
2022-01-12/01:05:45          11.95     3.375 2.505e+07
2022-01-12/01:05:45          11.95     4.202 1.678e+07
2022-01-12/01:05:45          11.95     5.232 1.029e+07
2022-01-12/01:05:45          11.95     6.521 6.172e+06
2022-01-12/01:05:45          11.95     8.126 3.555e+06
2022-01-12/01:05:45          11.95     10.11 2.124e+06
2022-01-12/01:05:45          11.95     12.59 1.636e+06
2022-01-12/01:05:45          11.95     15.68 1.100e+06
2022-01-12/01:05:45          11.95     19.53 6.831e+05
2022-01-12/01:05:45          11.95     24.32 3.750e+05
2022-01-12/01:05:45          11.95     39.23 2.449e+05
2022-01-12/01:05:45          11.95     46.73 1.485e+05
2022-01-12/01:05:45          11.95     56.30 9.822e+04
2022-01-12/01:05:45          11.95     67.84 6.061e+04
2022-01-12/01:05:45          11.95     81.77 3.475e+04
2022-01-12/01:05:45          11.95     98.36 3.019e+04
2022-01-12/01:05:45          11.95     118.6 2.474e+04
2022-01-12/01:05:45          11.95     142.9 1.897e+04
2022-01-12/01:05:45          11.95     171.8 1.398e+04
2022-01-12/01:05:45          11.95     206.7 1.081e+04
2022-01-12/01:05:45          11.95     247.6     9051.
2022-01-12/01:05:45          11.95     295.9     6309.
2022-01-12/01:05:45          11.95     353.2     4572.
2022-01-12/01:05:45          11.95     421.5     3480.
2022-01-12/01:05:45          11.95     504.2     2433.
2022-01-12/01:05:45          11.95     605.4     1670.
2022-01-12/01:05:45          11.95     731.8     1056.
2022-01-12/01:05:45          11.95     972.3     559.4
2022-01-12/01:06:15          11.95   0.03075     0.000
2022-01-12/01:06:15          11.95   0.03242     0.000
2022-01-12/01:06:15          11.95   0.04127     0.000
2022-01-12/01:06:15          11.95   0.05200     0.000
2022-01-12/01:06:15          11.95   0.06481     0.000
2022-01-12/01:06:15          11.95   0.08088     0.000
2022-01-12/01:06:15          11.95    0.1005     0.000
2022-01-12/01:06:15          11.95    0.1256     0.000
2022-01-12/01:06:15          11.95    0.1565     0.000
2022-01-12/01:06:15          11.95    0.1950     0.000
2022-01-12/01:06:15          11.95    0.2432 1.479e+08
2022-01-12/01:06:15          11.95    0.3030 2.503e+08
2022-01-12/01:06:15          11.95    0.3776 2.647e+08
2022-01-12/01:06:15          11.95    0.4700 2.419e+08
2022-01-12/01:06:15          11.95    0.5855 2.587e+08
2022-01-12/01:06:15          11.95    0.7291 2.012e+08
2022-01-12/01:06:15          11.95    0.9078 1.396e+08
2022-01-12/01:06:15          11.95     1.129 9.786e+07
2022-01-12/01:06:15          11.95     1.406 6.322e+07
2022-01-12/01:06:15          11.95     1.751 3.847e+07
2022-01-12/01:06:15          11.95     2.180 6.524e+07
2022-01-12/01:06:15          11.95     2.715 4.774e+07
2022-01-12/01:06:15          11.95     3.375 3.329e+07
2022-01-12/01:06:15          11.95     4.202 2.496e+07
2022-01-12/01:06:15          11.95     5.232 1.817e+07
2022-01-12/01:06:15          11.95     6.521 1.351e+07
2022-01-12/01:06:15          11.95     8.126 1.019e+07
2022-01-12/01:06:15          11.95     10.11 7.053e+06
2022-01-12/01:06:15          11.95     12.59 5.471e+06
2022-01-12/01:06:15          11.95     15.68 3.667e+06
2022-01-12/01:06:15          11.95     19.53 2.493e+06
2022-01-12/01:06:15          11.95     24.32 1.946e+06
2022-01-12/01:06:15          11.95     39.23 1.365e+06
2022-01-12/01:06:15          11.95     46.73 8.118e+05
2022-01-12/01:06:15          11.95     56.30 5.216e+05
2022-01-12/01:06:15          11.95     67.84 3.340e+05
2022-01-12/01:06:15          11.95     81.77 2.047e+05
2022-01-12/01:06:15          11.95     98.36 2.019e+05
2022-01-12/01:06:15          11.95     118.6 1.647e+05
2022-01-12/01:06:15          11.95     142.9 1.264e+05
2022-01-12/01:06:15          11.95     171.8 9.125e+04
2022-01-12/01:06:15          11.95     206.7 6.659e+04
2022-01-12/01:06:15          11.95     247.6 4.798e+04
2022-01-12/01:06:15          11.95     295.9 3.994e+04
2022-01-12/01:06:15          11.95     353.2 3.048e+04
2022-01-12/01:06:15          11.95     421.5 2.249e+04
2022-01-12/01:06:15          11.95     504.2 1.540e+04
2022-01-12/01:06:15          11.95     605.4 1.079e+04
2022-01-12/01:06:15          11.95     731.8     7169.
2022-01-12/01:06:15          11.95     972.3     3798.
2022-01-12/01:06:45          11.95   0.03075     0.000
2022-01-12/01:06:45          11.95   0.03242     0.000
2022-01-12/01:06:45          11.95   0.04127     0.000
2022-01-12/01:06:45          11.95   0.05200     0.000
2022-01-12/01:06:45          11.95   0.06481     0.000
2022-01-12/01:06:45          11.95   0.08088     0.000
2022-01-12/01:06:45          11.95    0.1005     0.000
2022-01-12/01:06:45          11.95    0.1256     0.000
2022-01-12/01:06:45          11.95    0.1565     0.000
2022-01-12/01:06:45          11.95    0.1950     0.000
2022-01-12/01:06:45          11.95    0.2432 7.271e+07
2022-01-12/01:06:45          11.95    0.3030 1.362e+08
2022-01-12/01:06:45          11.95    0.3776 1.388e+08
2022-01-12/01:06:45          11.95    0.4700 2.398e+08
2022-01-12/01:06:45          11.95    0.5855 3.602e+08
2022-01-12/01:06:45          11.95    0.7291 2.766e+08
2022-01-12/01:06:45          11.95    0.9078 1.934e+08
2022-01-12/01:06:45          11.95     1.129 1.314e+08
2022-01-12/01:06:45          11.95     1.406 8.472e+07
2022-01-12/01:06:45          11.95     1.751 5.571e+07
2022-01-12/01:06:45          11.95     2.180 6.019e+07
2022-01-12/01:06:45          11.95     2.715 4.639e+07
2022-01-12/01:06:45          11.95     3.375 3.418e+07
2022-01-12/01:06:45          11.95     4.202 2.365e+07
2022-01-12/01:06:45          11.95     5.232 1.697e+07
2022-01-12/01:06:45          11.95     6.521 1.135e+07
2022-01-12/01:06:45          11.95     8.126 8.375e+06
2022-01-12/01:06:45          11.95     10.11 5.307e+06
2022-01-12/01:06:45          11.95     12.59 4.922e+06
2022-01-12/01:06:45          11.95     15.68 3.474e+06
2022-01-12/01:06:45          11.95     19.53 2.470e+06
2022-01-12/01:06:45          11.95     24.32 1.674e+06
2022-01-12/01:06:45          11.95     39.23 1.221e+06
2022-01-12/01:06:45          11.95     46.73 8.241e+05
2022-01-12/01:06:45          11.95     56.30 4.912e+05
2022-01-12/01:06:45          11.95     67.84 3.058e+05
2022-01-12/01:06:45          11.95     81.77 2.156e+05
2022-01-12/01:06:45          11.95     98.36 1.599e+05
2022-01-12/01:06:45          11.95     118.6 1.271e+05
2022-01-12/01:06:45          11.95     142.9 1.022e+05
2022-01-12/01:06:45          11.95     171.8 7.856e+04
2022-01-12/01:06:45          11.95     206.7 6.536e+04
2022-01-12/01:06:45          11.95     247.6 5.194e+04
2022-01-12/01:06:45          11.95     295.9 3.624e+04
2022-01-12/01:06:45          11.95     353.2 2.615e+04
2022-01-12/01:06:45          11.95     421.5 1.886e+04
2022-01-12/01:06:45          11.95     504.2 1.329e+04
2022-01-12/01:06:45          11.95     605.4     9133.
2022-01-12/01:06:45          11.95     731.8     6079.
2022-01-12/01:06:45          11.95     972.3     2952.
2022-01-12/01:07:15          11.94   0.03075     0.000
2022-01-12/01:07:15          11.94   0.03242     0.000
2022-01-12/01:07:15          11.94   0.04127     0.000
2022-01-12/01:07:15          11.94   0.05200     0.000
2022-01-12/01:07:15          11.94   0.06481     0.000
2022-01-12/01:07:15          11.94   0.08088     0.000
2022-01-12/01:07:15          11.94    0.1005     0.000
2022-01-12/01:07:15          11.94    0.1256     0.000
2022-01-12/01:07:15          11.94    0.1565     0.000
2022-01-12/01:07:15          11.94    0.1950     0.000
2022-01-12/01:07:15          11.94    0.2432 3.532e+07
2022-01-12/01:07:15          11.94    0.3030 6.763e+07
2022-01-12/01:07:15          11.94    0.3776 7.902e+07
2022-01-12/01:07:15          11.94    0.4700 5.402e+08
2022-01-12/01:07:15          11.94    0.5855 5.019e+08
2022-01-12/01:07:15          11.94    0.7291 3.670e+08
2022-01-12/01:07:15          11.94    0.9078 2.539e+08
2022-01-12/01:07:15          11.94     1.129 1.888e+08
2022-01-12/01:07:15          11.94     1.406 1.297e+08
2022-01-12/01:07:15          11.94     1.751 9.023e+07
2022-01-12/01:07:15          11.94     2.180 6.555e+07
2022-01-12/01:07:15          11.94     2.715 4.656e+07
2022-01-12/01:07:15          11.94     3.375 3.200e+07
2022-01-12/01:07:15          11.94     4.202 2.211e+07
2022-01-12/01:07:15          11.94     5.232 1.545e+07
2022-01-12/01:07:15          11.94     6.521 1.025e+07
2022-01-12/01:07:15          11.94     8.126 8.122e+06
2022-01-12/01:07:15          11.94     10.11 6.132e+06
2022-01-12/01:07:15          11.94     12.59 5.133e+06
2022-01-12/01:07:15          11.94     15.68 3.901e+06
2022-01-12/01:07:15          11.94     19.53 2.998e+06
2022-01-12/01:07:15          11.94     24.32 2.068e+06
2022-01-12/01:07:15          11.94     39.23 1.751e+06
2022-01-12/01:07:15          11.94     46.73 1.118e+06
2022-01-12/01:07:15          11.94     56.30 7.655e+05
2022-01-12/01:07:15          11.94     67.84 4.969e+05
2022-01-12/01:07:15          11.94     81.77 3.086e+05
2022-01-12/01:07:15          11.94     98.36 2.732e+05
2022-01-12/01:07:15          11.94     118.6 2.229e+05
2022-01-12/01:07:15          11.94     142.9 1.540e+05
2022-01-12/01:07:15          11.94     171.8 1.157e+05
2022-01-12/01:07:15          11.94     206.7 9.211e+04
2022-01-12/01:07:15          11.94     247.6 7.739e+04
2022-01-12/01:07:15          11.94     295.9 5.586e+04
2022-01-12/01:07:15          11.94     353.2 3.976e+04
2022-01-12/01:07:15          11.94     421.5 2.803e+04
2022-01-12/01:07:15          11.94     504.2 2.092e+04
2022-01-12/01:07:15          11.94     605.4 1.392e+04
2022-01-12/01:07:15          11.94     731.8     8993.
2022-01-12/01:07:15          11.94     972.3     5052.
2022-01-12/01:07:45          11.94   0.03075     0.000
2022-01-12/01:07:45          11.94   0.03242     0.000
2022-01-12/01:07:45          11.94   0.04127     0.000
2022-01-12/01:07:45          11.94   0.05200     0.000
2022-01-12/01:07:45          11.94   0.06481     0.000
2022-01-12/01:07:45          11.94   0.08088     0.000
2022-01-12/01:07:45          11.94    0.1005     0.000
2022-01-12/01:07:45          11.94    0.1256     0.000
2022-01-12/01:07:45          11.94    0.1565     0.000
2022-01-12/01:07:45          11.94    0.1950 4.036e+07
2022-01-12/01:07:45          11.94    0.2432 1.094e+08
2022-01-12/01:07:45          11.94    0.3030 1.638e+08
2022-01-12/01:07:45          11.94    0.3776 1.577e+08
2022-01-12/01:07:45          11.94    0.4700 1.292e+08
2022-01-12/01:07:45          11.94    0.5855 1.278e+08
2022-01-12/01:07:45          11.94    0.7291 1.004e+08
2022-01-12/01:07:45          11.94    0.9078 6.851e+07
2022-01-12/01:07:45          11.94     1.129 4.619e+07
2022-01-12/01:07:45          11.94     1.406 3.037e+07
2022-01-12/01:07:45          11.94     1.751 1.851e+07
2022-01-12/01:07:45          11.94     2.180 2.114e+07
2022-01-12/01:07:45          11.94     2.715 2.043e+07
2022-01-12/01:07:45          11.94     3.375 1.376e+07
2022-01-12/01:07:45          11.94     4.202 8.671e+06
2022-01-12/01:07:45          11.94     5.232 5.097e+06
2022-01-12/01:07:45          11.94     6.521 4.362e+06
2022-01-12/01:07:45          11.94     8.126 4.658e+06
2022-01-12/01:07:45          11.94     10.11 3.393e+06
2022-01-12/01:07:45          11.94     12.59 3.603e+06
2022-01-12/01:07:45          11.94     15.68 2.341e+06
2022-01-12/01:07:45          11.94     19.53 1.783e+06
2022-01-12/01:07:45          11.94     24.32 1.035e+06
2022-01-12/01:07:45          11.94     39.23 6.892e+05
2022-01-12/01:07:45          11.94     46.73 4.594e+05
2022-01-12/01:07:45          11.94     56.30 3.036e+05
2022-01-12/01:07:45          11.94     67.84 1.881e+05
2022-01-12/01:07:45          11.94     81.77 1.194e+05
2022-01-12/01:07:45          11.94     98.36 9.370e+04
2022-01-12/01:07:45          11.94     118.6 7.687e+04
2022-01-12/01:07:45          11.94     142.9 6.109e+04
2022-01-12/01:07:45          11.94     171.8 4.416e+04
2022-01-12/01:07:45          11.94     206.7 3.533e+04
2022-01-12/01:07:45          11.94     247.6 2.774e+04
2022-01-12/01:07:45          11.94     295.9 1.883e+04
2022-01-12/01:07:45          11.94     353.2 1.368e+04
2022-01-12/01:07:45          11.94     421.5     9347.
2022-01-12/01:07:45          11.94     504.2     6572.
2022-01-12/01:07:45          11.94     605.4     4723.
2022-01-12/01:07:45          11.94     731.8     3047.
2022-01-12/01:07:45          11.94     972.3     1600.
2022-01-12/01:08:15          11.94   0.03075     0.000
2022-01-12/01:08:15          11.94   0.03242     0.000
2022-01-12/01:08:15          11.94   0.04127     0.000
2022-01-12/01:08:15          11.94   0.05200     0.000
2022-01-12/01:08:15          11.94   0.06481     0.000
2022-01-12/01:08:15          11.94   0.08088     0.000
2022-01-12/01:08:15          11.94    0.1005     0.000
2022-01-12/01:08:15          11.94    0.1256     0.000
2022-01-12/01:08:15          11.94    0.1565     0.000
2022-01-12/01:08:15          11.94    0.1950 1.465e+07
2022-01-12/01:08:15          11.94    0.2432 8.122e+07
2022-01-12/01:08:15          11.94    0.3030 1.356e+08
2022-01-12/01:08:15          11.94    0.3776 1.400e+08
2022-01-12/01:08:15          11.94    0.4700 1.412e+08
2022-01-12/01:08:15          11.94    0.5855 1.845e+08
2022-01-12/01:08:15          11.94    0.7291 1.446e+08
2022-01-12/01:08:15          11.94    0.9078 9.988e+07
2022-01-12/01:08:15          11.94     1.129 6.636e+07
2022-01-12/01:08:15          11.94     1.406 4.345e+07
2022-01-12/01:08:15          11.94     1.751 2.663e+07
2022-01-12/01:08:15          11.94     2.180 2.651e+07
2022-01-12/01:08:15          11.94     2.715 2.371e+07
2022-01-12/01:08:15          11.94     3.375 1.633e+07
2022-01-12/01:08:15          11.94     4.202 1.059e+07
2022-01-12/01:08:15          11.94     5.232 6.082e+06
2022-01-12/01:08:15          11.94     6.521 3.968e+06
2022-01-12/01:08:15          11.94     8.126 3.596e+06
2022-01-12/01:08:15          11.94     10.11 2.252e+06
2022-01-12/01:08:15          11.94     12.59 2.480e+06
2022-01-12/01:08:15          11.94     15.68 1.786e+06
2022-01-12/01:08:15          11.94     19.53 1.254e+06
2022-01-12/01:08:15          11.94     24.32 9.203e+05
2022-01-12/01:08:15          11.94     39.23 5.780e+05
2022-01-12/01:08:15          11.94     46.73 3.598e+05
2022-01-12/01:08:15          11.94     56.30 2.652e+05
2022-01-12/01:08:15          11.94     67.84 1.649e+05
2022-01-12/01:08:15          11.94     81.77 1.057e+05
2022-01-12/01:08:15          11.94     98.36 8.020e+04
2022-01-12/01:08:15          11.94     118.6 6.335e+04
2022-01-12/01:08:15          11.94     142.9 5.395e+04
2022-01-12/01:08:15          11.94     171.8 3.868e+04
2022-01-12/01:08:15          11.94     206.7 3.174e+04
2022-01-12/01:08:15          11.94     247.6 2.551e+04
2022-01-12/01:08:15          11.94     295.9 1.782e+04
2022-01-12/01:08:15          11.94     353.2 1.185e+04
2022-01-12/01:08:15          11.94     421.5     8372.
2022-01-12/01:08:15          11.94     504.2     5823.
2022-01-12/01:08:15          11.94     605.4     3793.
2022-01-12/01:08:15          11.94     731.8     2372.
2022-01-12/01:08:15          11.94     972.3     1239.
2022-01-12/01:08:45          11.94   0.03075     0.000
2022-01-12/01:08:45          11.94   0.03242     0.000
2022-01-12/01:08:45          11.94   0.04127     0.000
2022-01-12/01:08:45          11.94   0.05200     0.000
2022-01-12/01:08:45          11.94   0.06481     0.000
2022-01-12/01:08:45          11.94   0.08088     0.000
2022-01-12/01:08:45          11.94    0.1005     0.000
2022-01-12/01:08:45          11.94    0.1256     0.000
2022-01-12/01:08:45          11.94    0.1565     0.000
2022-01-12/01:08:45          11.94    0.1950     0.000
2022-01-12/01:08:45          11.94    0.2432 1.332e+08
2022-01-12/01:08:45          11.94    0.3030 2.317e+08
2022-01-12/01:08:45          11.94    0.3776 2.477e+08
2022-01-12/01:08:45          11.94    0.4700 2.362e+08
2022-01-12/01:08:45          11.94    0.5855 2.697e+08
2022-01-12/01:08:45          11.94    0.7291 2.117e+08
2022-01-12/01:08:45          11.94    0.9078 1.489e+08
